KO	BSPSPC_002	BSPSPC_005	BSPSPC_018	BSPSPC_047	BSPSPC_057	BSPSPC_069	BSPSPC_073	BSPSPC_076	BSPSPC_146	BSPSPC_169	BSPSPC_171	BSPSPC_189	BSPSPC_214	BSPSPC_252	BSPSPC_287	BSPSPC_294	BSPSPC_298	BSPSPC_300	BSPSPC_325	BSPSPC_328	BSPSPC_330	BSPSPC_334	BSPSPC_337	BSPSPC_342	BSPSPC_343	BSPSPC_345	BSPSPC_353	BSPSPC_358	BSPSPC_363	BSPSPC_368	BSPSPC_369	BSPSPC_376	BSPSPC_384	BSPSPC_388	BSPSPC_393	BSPSPC_399	BSPSPC_401	BSPSPC_404	BSPSPC_414	BSPSPC_416	BSPSPC_422	BSPSPC_427	BSPSPC_437	BSPSPC_443	BSPSPC_445	BSPSPC_454	BSPSPC_456	BSPSPC_465	BSPSPC_468	BSPSPC_470	BSPSPC_475	BSPSPC_478	BSPSPC_494	BSPSPC_503	BSPSPC_506	BSPSPC_509	BSPSPC_514	BSPSPC_518	BSPSPC_525	BSPSPC_527	BSPSPC_529	BSPSPC_530	BSPSPC_532	BSPSPC_552	BSPSPC_561	BSPSPC_566	BSPSPC_569	BSPSPC_583	BSPSPC_593	BSPSPC_609	BSPSPC_624	BSPSPC_681	BSPSPC_696	BSPSPC_719
K00016	3006.7	1110.31	1795.4	1085.5	1341.03	1327.45	2825.6	1337.58	1397.83	1251.67	2071.15	4920.72	1210.7	1862.8	676.5	1089.67	1757	1173.05	943.58	3268.6	1574.1	1547.3	2106.3	1357.07	1835.3	3571.07	3555.58	1438	2058.85	1407.85	1419.8	1890.72	2232.85	1726	1415.5	1310.98	2367.7	930.63	1273.78	988.45	1497.85	2061.8	2335.4	1356.12	1577.77	564.4	1102.25	1218.97	1178.05	1373.7	1823.69	1778.9	3148.5	1918.4	1572.7	1439.68	961.25	2031.4	1033.6	1373	2159.6	1963.92	2246.5	4066.17	2209	637.1	1761.45	3272.17	1948.77	1087.83	1436.93	2451.67	1526.05	2461.32
K00018	62.5	378.5	181.75	113.88	70.5	573.75	121.5	205.75	105	271	1139.38	145	9.25	29.5	103.25	479	163.5	154.25	632.38	193.25	94	314.5	78.5	33.25	18.04	177.25	99.75	207.25	122.33	188.88	98.12	300.5	114.92	76	62.25	264.25	7	120.5	475.25	87	153.5	347.5	283.5	68.5	147	153.5	204.75	203.75	92.25	174.75	219.5	26.75	146	260.25	461	80.75	47	48.25	229.25	40	61	407	114.63	320.5	10	72.5	263.25	23	47	368	1245	208	52.5	118.25
K00019	32	0	2	0	3	29.5	0	0	5	0	6	0.67	0	0	0	0	0	0	21.5	3	1	8	0	1	0	0	0	0	0	0	7	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	19	12	4	12	0	5	2	0	3	6	0	10	0	0	6.5	0	0	0	0	0	0	1	0	2	0	0	0	0
K00020	1313.5	743.5	859.5	350	945	398.25	322.5	371	620	529	1493.5	1661.67	683.5	410.5	259.5	686.5	1391.5	136.12	374	902.25	1503	881	1660.5	376	496.29	1774.5	818	714.5	919.83	502	822	289	1151	573	1707.25	254.5	1428	694	974.67	409	1188.5	870	1441.5	918.5	1846.25	283	592	451.5	500	738	747	757.5	865.5	659	957.25	733.5	338	229.75	502	231	1341.5	1842.59	671.5	912	1431	303	800.5	1105	417.67	358	1300	829	225	883
K00022	1313.5	743.5	859.5	350	945	398.25	322.5	371	620	529	1493.5	1661.67	683.5	410.5	259.5	686.5	1391.5	136.12	374	902.25	1503	881	1660.5	376	496.29	1774.5	818	714.5	919.83	502	822	289	1151	573	1707.25	254.5	1428	694	974.67	409	1188.5	870	1441.5	918.5	1846.25	283	592	451.5	500	738	747	757.5	865.5	659	957.25	733.5	338	229.75	502	231	1341.5	1842.59	671.5	912	1431	303	800.5	1105	417.67	358	1300	829	225	883
K00024	1412.38	2409.58	2787.95	1862.08	2569.76	2466.61	1805.35	1660.55	3344.18	2411.96	3316.86	935.08	1817.89	2106.75	1877.17	3223.38	2735.62	2082.62	4045.04	1031.42	2167.92	2713.81	1421.97	1285.78	1113.87	1984.39	1808.97	3192.15	2557.58	2548.03	1072.6	2594.69	1605.57	1541.35	1796.85	3112.41	2128.3	4025.69	2807.25	2118.56	1778.43	3416.18	1391.98	787.85	1614.02	4839.85	2222.22	2275.69	3856.05	662.03	3143.75	594.83	3964.43	3849.39	4803.59	4915.75	2278.14	3877.98	2598.03	3006.71	1499.97	4246.39	1796.35	3086.85	2456.59	1298.35	2330.87	521.63	810.11	2641.28	6062.87	4623.23	2747.08	1983.25
K00025	1412.38	2409.58	2787.95	1862.08	2569.76	2466.61	1805.35	1660.55	3344.18	2411.96	3316.86	935.08	1817.89	2106.75	1877.17	3223.38	2735.62	2082.62	4045.04	1031.42	2167.92	2713.81	1421.97	1285.78	1113.87	1984.39	1808.97	3192.15	2557.58	2548.03	1072.6	2594.69	1605.57	1541.35	1796.85	3112.41	2128.3	4025.69	2807.25	2118.56	1778.43	3416.18	1391.98	787.85	1614.02	4839.85	2222.22	2275.69	3856.05	662.03	3143.75	594.83	3964.43	3849.39	4803.59	4915.75	2278.14	3877.98	2598.03	3006.71	1499.97	4246.39	1796.35	3086.85	2456.59	1298.35	2330.87	521.63	810.11	2641.28	6062.87	4623.23	2747.08	1983.25
K00026	1412.38	2409.58	2787.95	1862.08	2569.76	2466.61	1805.35	1660.55	3344.18	2411.96	3316.86	935.08	1817.89	2106.75	1877.17	3223.38	2735.62	2082.62	4045.04	1031.42	2167.92	2713.81	1421.97	1285.78	1113.87	1984.39	1808.97	3192.15	2557.58	2548.03	1072.6	2594.69	1605.57	1541.35	1796.85	3112.41	2128.3	4025.69	2807.25	2118.56	1778.43	3416.18	1391.98	787.85	1614.02	4839.85	2222.22	2275.69	3856.05	662.03	3143.75	594.83	3964.43	3849.39	4803.59	4915.75	2278.14	3877.98	2598.03	3006.71	1499.97	4246.39	1796.35	3086.85	2456.59	1298.35	2330.87	521.63	810.11	2641.28	6062.87	4623.23	2747.08	1983.25
K00027	1375	574.75	918	373	1128.33	357.75	1128	205.75	679.33	469	1393.25	1267.25	260	532.5	358.5	620.17	458.75	584.12	309.5	498.5	865	476.75	450	797	515.29	1866	667.25	609	450.33	716.25	471	208.5	1341.5	399.5	278.75	609.25	228	413.5	746.25	517.25	333.75	822	176	168.42	872	168.25	330.5	640.25	496.25	472.5	743	163	806	1261.25	1348.25	608	268	942.25	454	745	184	1454.09	696	2230	804	438	454.5	367	652.67	737.83	1317.83	950	508.75	736.67
K00028	1375	574.75	918	373	1128.33	357.75	1128	205.75	679.33	469	1393.25	1267.25	260	532.5	358.5	620.17	458.75	584.12	309.5	498.5	865	476.75	450	797	515.29	1866	667.25	609	450.33	716.25	471	208.5	1341.5	399.5	278.75	609.25	228	413.5	746.25	517.25	333.75	822	176	168.42	872	168.25	330.5	640.25	496.25	472.5	743	163	806	1261.25	1348.25	608	268	942.25	454	745	184	1454.09	696	2230	804	438	454.5	367	652.67	737.83	1317.83	950	508.75	736.67
K00029	1866.05	2514.58	3872.45	1217.08	2601.76	2988.28	3609.85	2087.72	3962.85	1818.3	3724.03	3777.08	2276.72	2882.75	2116	3534.55	4138.95	1529.95	4148.88	2588.17	3387.09	4045.98	3566.47	1330.95	2471.04	3301.89	3326.8	3679.82	3672.25	2424.53	1855.77	4151.52	1385.4	2847.85	3760.52	3983.91	4138.8	4884.52	3388.25	2417.22	3318.93	4046.35	3474.65	1775.35	3035.85	5245.68	2881.72	2605.52	4474.55	1547.03	3596.75	2058.83	4563.6	4407.23	4688.75	5456.25	1576.47	4092.65	3170.7	3423.22	3737.8	5880.39	3059.35	3153.85	4200.42	1513.52	3956.7	3791.47	2289.78	2594.95	5310.53	5162.23	3548.08	3183.25
K00030	298	50.75	158.5	58.5	64.5	311.5	1645.5	210.75	158.5	230	183.75	651.25	357.5	239.5	30.5	167.25	682.5	491	103.75	198	35	185.25	674.5	73	125	197.5	572.75	727.5	103.25	70.75	405.5	136.25	87	116.5	209.5	451.75	947	75	48.75	40.25	339.25	380.75	1023.5	606.75	165	49.25	257	132.75	114.25	375.5	110.25	493	1126.5	121.25	727.25	445.75	200	125.5	45.5	37	53.5	347.5	233	166	71	46	132.25	337.5	92.5	98.5	54.5	202	41.25	120.5
K00031	3397.55	2323.17	3575.45	1065.58	3415.01	3044.28	1766.1	971.97	3743.85	2168.3	3288.78	3429	2627.89	2191.92	1924.75	2540.8	3356.2	1149.62	3890.55	2270.67	3530.42	3191.23	3171.97	3296.95	1962.54	3677.39	4078.8	2819.07	3446.83	2486.03	3047.02	2734.02	2010.4	2340.35	4182.02	3214.08	2695.13	4147.02	3597.92	2512.3	2670.43	4020.68	1972.15	1762.1	3866.1	3780.18	2429.72	2084.27	3789.55	2169.45	3908.33	1557.33	3677.6	3665.98	4035	4516.5	1058.97	3362.73	2095.45	2347.05	3019.8	5371.81	2437.35	2528.52	4825.17	1664.52	2901.7	2634.3	1924.7	2301.7	4779.03	4070.23	3239.08	2948
K00033	370.16	826.08	256.75	175.88	272.58	654.83	1485.75	576.66	170.66	304.66	1296.46	226.58	46.25	316	175.17	642.25	283.92	396.37	859.54	279.5	181.5	597.58	379.5	259.75	451.58	109.25	421.92	849.33	444.75	213.38	498.7	376.67	378.42	95.5	319.08	674.08	619	184.17	488.58	177.59	171.5	685.33	1497.33	300.42	92.75	259.17	401.75	485.67	171.25	83	360.75	457.25	1009.33	683.16	611.59	487	213.67	73.08	372.33	133.99	116.17	1154.67	172.13	370.83	57.92	175.83	391.42	37.83	83.58	469.91	1366.17	500	105	225.17
K00034	3.5	23.67	0	0	0	2	0	0	0	0	0	3.67	0	1.17	0	0	5	0	7.67	0	3	0.5	0	4.67	0	0	0	0	20	0	2	1	2	1	4.5	0.5	8.33	0.5	0	0.33	0	3.83	0	0.5	1.33	0	0	0	0	3.17	10.33	0.5	0	0.5	2.5	2	0	3.33	0	1.33	0	2.5	0	11.67	1.5	0	0	0	0	1.5	0	0.5	0	0
K00036	86.66	673.08	87	140	207.08	248.58	132.25	456.91	73.66	40.66	1275.08	209.58	38	286.5	85.92	545.25	266.42	75.12	269.16	265.25	93.5	289.08	78	259.5	400.83	43	322.17	78.08	333.75	103.5	63.58	50.67	374.67	43.5	277.83	95.83	619	78.67	427.33	127.59	79	294.83	317.83	30.92	52.75	105.67	135	339.92	139	25.25	159.25	62.5	874.33	423.91	151.59	416.25	59.67	32.08	290.08	95.99	114.67	506.67	99.5	247.33	55.92	108.33	213.17	38.83	46.58	124.91	1155.17	315	56.5	137.92
K00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00040	909	792.75	747.25	466.88	1101	842	518.5	835.5	831	589	1463.13	1950.25	335.25	1175.5	549.75	621	1278	366.25	857.88	1814.75	2104	1438.75	1404.5	785.75	1234.25	3061.25	1578.5	563.75	1248	787.63	761.62	956	1284.25	1067	2041.5	502	1399.5	620.5	1295.17	777.25	1524.25	808	1340	658.25	2084.5	646.25	677.75	611	919	645.75	941.5	675.75	1215	1598.5	1051.5	931.75	331	452	876.25	672	2360.5	1761	544.13	1505.5	2137	478	1730.75	3305	597.67	679	1456	1238.5	692.25	2051.25
K00041	659.5	515.5	577.5	395	915.5	443.75	1692	693.5	612	240	1361	1811.5	220	1023.5	344	496	553.5	496.12	165	1269	1211.5	537.5	438	512.5	991.5	2961	881.5	506.5	674.5	562.5	509.5	632.5	1048.5	736.5	357.5	573.5	864.5	307.5	867.67	493	787	838.5	747.5	367.5	959.5	349.5	392.5	163	739	413.5	621	423	917	1076	409.5	659	281	357	731	573	1390.5	930.09	348.5	1058	1205	363.5	1115	2649	433.67	186.5	1164.5	440.5	505.5	1686
K00042	863.33	518.5	407.33	275	455.66	588.75	3272	342.5	694.33	530	1387.83	776	583.33	390	317	857.92	1216.25	796.45	795.92	506	954.67	705.33	1798.67	824	549.79	316.17	663	1349.67	850.58	646.5	666	490.42	1101.5	420	2323.92	1103.83	1409	443.67	913.33	481.67	1044.33	758.75	1496	989.17	1354.67	225.67	490.67	823	386.5	820.33	422.25	709.33	1588.5	1204.33	1808	1212.75	476.67	1069.92	198	661	1318.5	2205.59	719.67	2160.33	1163.67	226.67	836.25	908	556.33	710.33	1355.66	1722.33	466.83	384.67
K00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00046	114.5	42.5	319.5	139	325.5	138.25	286	373.5	327	77	142	1035.5	86	668.5	246	118	217.5	217	43	911	546.5	381.5	151	348.5	773.5	1164	687.5	149.5	575.5	352.5	207.5	440	280	480.5	103.5	81.5	146.5	144.5	245	223	507	206.5	423.5	271.5	54.5	276.5	184.5	135	436	146.5	80	341	493	304	224.5	202	200	260	434	436	1085.5	251.5	51.5	631	890	82.5	776	2381	304	81.5	88.5	204.5	390.5	986
K00048	1735.5	606.5	763.5	538	922.5	526	684	651	931	713	1575.5	2796.5	711	1138.5	480	611.5	1678	266.12	299	1829.25	1978.5	1211.5	1897	751.5	1474.5	2869	1791.5	735.5	1121	749.5	1076.5	681	1270.17	1098.5	1923.5	281.5	1617.5	584.5	1240.67	737	1721	1021.5	1949.5	1215	1947.5	509.5	769.5	676	893.5	791.5	767	1138	2168	1060	1191.5	1052	488	589	799	627	2182.5	2050.09	567.5	1683	2318	386.5	1529	3494	600.67	365.5	1317.5	1167.5	645.5	1912
K00049	62.5	378.5	181.75	113.88	70.5	573.75	121.5	205.75	105	271	1139.38	145	9.25	29.5	103.25	479	163.5	154.25	632.38	193.25	94	314.5	78.5	33.25	18.04	177.25	99.75	207.25	122.33	188.88	98.12	300.5	114.92	76	62.25	264.25	7	120.5	475.25	87	153.5	347.5	283.5	68.5	147	153.5	204.75	203.75	92.25	174.75	219.5	26.75	146	260.25	461	80.75	47	48.25	229.25	40	61	407	114.63	320.5	10	72.5	263.25	23	47	368	1245	208	52.5	118.25
K00050	62.5	378.5	181.75	113.88	70.5	573.75	121.5	205.75	105	271	1139.38	145	9.25	29.5	103.25	479	163.5	154.25	632.38	193.25	94	314.5	78.5	33.25	18.04	177.25	99.75	207.25	122.33	188.88	98.12	300.5	114.92	76	62.25	264.25	7	120.5	475.25	87	153.5	347.5	283.5	68.5	147	153.5	204.75	203.75	92.25	174.75	219.5	26.75	146	260.25	461	80.75	47	48.25	229.25	40	61	407	114.63	320.5	10	72.5	263.25	23	47	368	1245	208	52.5	118.25
K00052	3558.88	2610.83	4184.95	1330.08	3891.76	3309.11	4736.85	2121.3	4231.18	2077.96	3610.11	5262.5	1972.64	3195.42	1521.17	2713.88	3321.37	2029.62	4203.29	4114.42	4039.92	3446.81	3891.97	2259.95	2475.87	5042.56	5377.72	3449.65	4026.83	3176.28	2380.1	3886.11	2587.82	3292.85	4365.85	3587.16	4009.13	4273.52	3717.67	3063.14	3143.18	4916.01	3677.48	1729.1	3606.52	4016.85	3066.97	2452.69	4419.8	2194.7	4237.67	2272.33	6031.43	4768.39	5501.09	5555.5	1510.39	4757.31	2925.53	3533.54	4427.97	6079.89	3479.85	5555.86	5132.09	1789.35	4118.12	4138.13	2835.78	2845.78	5184.87	5351.9	3980.83	3806.5
K00053	3368.38	2604.83	4086.45	1294.08	3656.76	3250.61	3960.35	2085.8	3960.18	1984.96	3575.11	5195.5	1889.14	3032.92	1471.67	2716.88	3329.37	1692.62	4204.29	4129.42	4039.92	3427.81	3781.47	2246.95	2468.87	5038.06	5341.72	3275.15	4026.83	2885.28	2312.1	3801.11	2559.32	3252.85	4339.85	3476.66	4007.13	4224.52	3621.67	2997.14	3114.68	4802.01	3616.98	1686.1	3608.52	3962.85	3020.97	2287.19	4393.8	2169.7	4153.67	2263.83	5735.93	4714.39	4424.09	5102	1490.39	4737.81	2800.53	2982.54	4395.97	5815.89	3411.35	5562.36	5134.09	1674.35	4079.62	4126.13	2618.78	2825.78	5028.87	5351.9	3800.83	3774.5
K00054	0.33	19	2	0	0	0	0	3.33	4	0	10	7	22	5	0	0	1	39	29	0	2	0	20	9	0	29	0	3	66	0	0	58	0	0	1	24	31	19	9	3	0	65	22	0	27	4	0	0	26	19	102	3	13	2	8	18	2	1	6	10	268	1	0	29.33	11	0	3	18	0	0	36	64	5	2
K00057	4485.08	3375.39	5014.35	2922.08	4689.29	3675.81	4456.45	2737.13	4876.01	4007.63	4322.01	5435.3	3662.67	4004.22	2449.17	3897.05	5089.87	3016.55	5231.29	4550.52	4472.19	5315.61	4455.77	3926.52	3402.17	5659.96	5601.55	5120.65	5017.93	4006.88	3979.4	4178.41	3131.42	3333.35	5101.6	5410.89	4744.83	5533.32	4283.2	3034.34	4278.78	5294.81	4206.88	3304.47	4657.2	5685.75	3310.47	3554.16	5102.6	2869.9	5168.77	2727.23	5578.43	5395.79	5508.79	6205.93	3462.39	4410.21	3578.13	3851.04	4559.57	6713.72	3203.85	3963.69	6138.59	2066.45	4954.32	5428.3	2495.38	3265.61	6438.3	5995.9	4128.13	4874.57
