function.	air_7
K01430	156.95
K01432	0
K01433	56.26
K01434	3.69
K01436	141.05
K01437	0
K01438	20.47
K01439	285.35
K01442	101.06
K01443	183.2
K01444	0.56
K01446	80.02
K01447	6.64
K01448	179.22
K01449	1.24
K01451	127.39
K01452	0
K01453	2.06
K01455	5.92
K01457	3.06
K01458	0.96
K01459	0.33
K01460	0.5
K01461	0
K01462	370.81
K01464	2.73
K01465	196.65
K01466	4.34
K01467	21.83
K01468	88.14
K01469	0.13
K01470	4.99
K01471	0
K01473	43.96
K01474	43.96
K01476	82.41
K01477	4.82
K01478	112.14
K01479	89.67
K01480	3.84
K01482	0.25
K01483	2.75
K01484	2.55
K01485	6.49
K01486	2.53
K01487	6.55
K01488	23.99
K01489	138.64
K01491	191.13
K01492	0
K01493	114.42
K01494	76.95
K01495	95.62
K01496	74.44
K01497	4.55
K01499	0
K01501	1.91
K01502	0.4
K01505	3.06
K01507	88.17
K01512	181.97
K01515	186.42
K01518	0.2
K01520	176.58
K01521	1.5
K01523	74.44
K01524	169.01
K01525	3.23
K01531	11.78
K01533	26.54
K01534	59.78
K01535	0.5
K01537	25.8
K01539	0
K01545	1.17
K01546	90.14
K01547	90.34
K01548	90.14
K01551	9.95
K01555	3.11
K01556	1.75
K01560	87.08
K01561	0.58
K01563	0
K01567	0.4
K01568	0.25
K01569	0.52
K01571	22.81
K01572	3.34
K01573	1.07
K01574	1.1
K01575	217.59
K01576	0.25
K01577	0
K01578	0.83
K01579	130.66
K01580	4.81
K01581	12.65
K01582	75.99
K01583	7.07
K01584	1.48
K01585	5.17
K01586	339.65
K01588	188
K01589	186.11
K01590	1
K01591	189.5
K01593	0.37
K01594	0
K01595	91.98
K01596	72.4
K01597	112.06
K01598	18.95
K01599	169.96
K01601	2.08
K01602	0
K01607	153.9
K01608	1.97
K01609	177.71
K01610	100.88
K01611	1.71
K01613	7.79
K01615	0.25
K01616	69.14
K01617	0
K01619	282.8
K01620	99.4700000000001
K01621	4.09
K01622	0
K01623	92.7300000000001
K01624	191.51
K01625	74.04
K01626	157.31
K01627	7.39
K01628	11.88
K01629	0.47
K01630	1
K01631	1.55
K01633	173.43
K01635	124.87
K01637	89.11
K01638	48.29
K01639	147.66
K01640	46.32
K01641	111.6
K01643	1.35
K01644	87.48
K01646	1.35
K01647	183.32
K01649	262.88
K01652	290.69
K01653	103.04
K01654	3.3
K01655	0
K01657	177.39
K01658	251.27
K01659	91.39
K01661	163.75
K01662	81.74
K01664	21.13
K01665	96.7400000000001
K01666	81.52
K01667	0.96
K01668	0.25
K01669	101.28
K01671	0
K01673	111.59
K01674	4.73
K01676	4.45
K01677	0.75
K01678	0.75
K01679	170.74
K01681	177.72
K01682	4.89
K01683	0
K01684	20.58
K01685	3
K01686	9.26
K01687	184.96
K01689	192.36
K01690	3.58
K01692	42.65
K01693	153.59
K01695	177.72
K01696	186.11
K01697	21.47
K01698	169.69
K01699	1.7
K01702	0
K01703	169.78
K01704	176.6
K01706	2.26
K01707	42.68
K01708	1.64
K01709	0.88
K01710	175.09
K01711	5.68
K01712	89.35
K01713	1.45
K01714	324.05
K01715	8.74
K01716	2.63
K01719	100.39
K01720	90.59
K01721	0.66
K01724	48.36
K01725	1.13
K01727	85.1800000000001
K01728	1.18
K01729	2.87
K01730	0
K01732	0.22
K01733	191.27
K01734	3.55
K01735	189.55
K01736	190.41
K01737	110.33
K01738	321.8
K01739	161.31
K01740	105.16
K01744	123.61
K01745	92.8
K01746	0.25
K01749	167.29
K01750	184.4
K01751	0.88
K01752	319.07
K01753	3.38
K01754	306.37
K01755	174.11
K01756	191.31
K01758	3
K01759	38.4
K01760	97.8
K01761	2.5
K01766	2.3
K01768	52.67
K01769	0
K01770	75.44
K01771	75.73
K01772	183.5
K01775	290.92
K01776	189.33
K01777	0.57
K01778	79.02
K01779	5.27
K01781	0
K01782	5.34
K01783	191.13
K01784	357.15
K01785	139.38
K01787	2.14
K01788	168.1
K01790	90.91
K01791	267.82
K01792	64.52
K01795	1.79
K01796	2.9
K01799	0.33
K01800	2.75
K01801	1.51
K01802	78.4
K01803	199.51
K01804	5.36
K01805	5.54
K01807	112.91
K01808	84.63
K01809	273.47
K01810	190.13
K01811	1.93
K01812	49.37
K01813	0.82
K01814	127.05
K01815	1.94
K01816	94.19
K01817	179.46
K01818	7.55
K01819	214.89
K01820	1.33
K01821	113.08
K01822	0
K01823	181.62
K01825	2.42
K01826	2.93
K01829	0.7
K01834	281.22
K01835	182.23
K01838	1.64
K01839	106.44
K01840	162.01
K01841	0.44
K01843	2.47
K01844	0.25
K01845	259.68
K01846	0.42
K01847	131.05
K01848	0.75
K01849	0.75
K01851	0.65
K01854	79.93
K01856	43.9
K01857	85.72
K01858	67.63
K01865	0
K01866	191.26
K01867	190.04
K01868	200.24
K01869	189.83
K01870	189.91
K01872	190.51
K01873	189.83
K01874	190.41
K01875	189.83
K01876	196.23
K01878	25.73
K01879	26.48
K01880	164.1
K01881	189.91
K01883	189.83
K01884	0.37
K01885	152.88
K01886	6.96
K01887	190.38
K01889	189.83
K01890	189.83
K01892	190.01
K01893	113.2
K01894	3.38
K01895	193.44
K01896	0
K01897	289.89
K01902	140.58
K01903	140.58
K01904	0
K01905	0
K01906	97.7500000000001
K01907	2.53
K01908	1.26
K01909	0
K01910	3.71
K01911	163.84
K01912	47.23
K01914	14.6
K01915	277.7
K01916	183.51
K01918	203.2
K01919	17.1
K01920	3.38
K01921	193.64
K01922	19.03
K01923	188.95
K01924	190.16
K01925	189.83
K01926	111.36
K01928	102.22
K01929	189.83
K01933	188
K01934	112.88
K01935	167.28
K01937	164.14
K01938	138.76
K01939	190.66
K01940	173.56
K01941	2.23
K01945	189
K01947	0
K01950	6.97
K01951	260.73
K01952	497.04
K01953	89.41
K01955	190.12
K01956	189.65
K01958	162.11
K01959	1.62
K01960	2.15
K01961	208.05
K01962	117.15
K01963	180
K01965	1.17
K01966	156.57
K01968	3.38
K01969	5.95
K01971	7.35
K01972	191.2
K01974	1.16
K01975	43.81
K01989	70.33
K01990	1594.13
K01991	7.09
K01992	1272.95
K01993	9.17
K01994	0.3
K01995	32.04
K01996	32.71
K01997	32.94
K01998	35.21
K01999	35.86
K02000	14.96
K02001	10.7
K02002	30.07
K02003	848.07
K02004	700.92
K02005	88.53
K02006	4.19
K02007	4.39
K02008	4.19
K02009	4
K02010	78.57
K02011	105.13
K02012	179.12
K02013	999.4
K02014	51.28
K02015	1648.98
K02016	1421.37
K02017	96.5500000000001
K02018	148.23
K02019	4.42
K02020	147.42
K02021	134.26
K02022	2.62
K02024	1.22
K02025	104.69
K02026	104.88
K02027	116.36
K02028	380.58
K02029	216.05
K02030	481.57
K02031	185.16
K02032	648.03
K02033	544.269999999999
K02034	553.739999999999
K02035	722.459999999999
K02036	216.79
K02037	196.92
K02038	197.82
K02039	202.59
K02040	201.79
K02041	172.43
K02042	303.5
K02043	0.58
K02044	184.59
K02045	8.23
K02046	8.23
K02047	8.23
K02048	11.28
K02049	222.18
K02050	136.59
K02051	172.82
K02052	29.6
K02053	11.21
K02054	8.63
K02055	12.07
K02056	100.89
K02057	128.32
K02058	76.19
K02062	1.76
K02063	1.76
K02064	1.76
K02065	10.71
K02066	11.01
K02067	10.01
K02068	94.0000000000001
K02069	98.8400000000001
K02071	278.19
K02072	278.19
K02073	325.51
K02074	97.32
K02075	96.73
K02076	90.0200000000001
K02077	116.05
K02078	197.99
K02079	0
K02080	0
K02081	2.09
K02082	25.88
K02083	0.8
K02086	109.47
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0.89
K02100	0.97
K02103	1.4
K02106	5.76
K02107	7.32
K02108	188.58
K02109	190.91
K02110	188.58
K02111	188.58
K02112	188.58
K02113	106.13
K02114	188.58
K02115	188.58
K02116	18.87
K02117	12.1
K02118	12.1
K02119	11.71
K02120	12.1
K02121	8.21
K02122	11.71
K02123	12.1
K02124	12.1
K02160	207.47
K02164	1.1
K02167	2.75
K02168	77.77
K02169	4.86
K02170	2.5
K02171	76.49
K02172	76.39
K02173	0
K02182	1.83
K02188	4.4
K02189	2.95
K02190	1.28
K02191	0.8
K02192	3.15
K02193	3.13
K02194	3.88
K02195	3.88
K02196	3.13
K02197	4.21
K02198	4.21
K02199	3.81
K02200	6.25
K02203	4.37
K02204	3.63
K02205	0.85
K02217	163.45
K02221	187.3
K02224	23.89
K02225	2.47
K02226	5.59
K02227	24.01
K02228	20.75
K02229	26.69
K02230	21.51
K02231	69.04
K02232	25.2
K02233	69.04
K02234	2.57
K02236	108.97
K02237	186.18
K02238	157.8
K02239	0.3
K02240	109.57
K02241	0.32
K02242	112.07
K02243	109.47
K02244	109.47
K02245	108.98
K02246	106.17
K02247	0.3
K02248	19.9
K02249	0.3
K02250	89.6300000000001
K02251	0.22
K02253	0.22
K02254	0.3
K02255	0
K02258	2.08
K02259	162.43
K02274	78.86
K02275	73.81
K02276	75.08
K02277	0.32
K02278	2.57
K02279	2.68
K02280	2.2
K02281	0.33
K02282	2.2
K02283	74.81
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	2.26
K02292	0
K02293	0
K02294	0
K02297	3.08
K02298	78.23
K02299	80.22
K02300	78.31
K02302	24.59
K02303	161
K02304	91.8000000000001
K02305	1.1
K02313	190.33
K02314	191.62
K02315	13.96
K02316	190.08
K02317	0
K02334	7.77
K02335	191.46
K02336	1.75
K02337	233.68
K02338	190.41
K02339	4.06
K02340	189.83
K02341	189.58
K02342	367
K02343	190.08
K02344	0.68
K02345	0
K02346	192.34
K02347	90.92
K02348	48.03
K02351	0.5
K02352	88.56
K02355	194.86
K02356	189.83
K02357	189.83
K02358	192.6
K02361	73.84
K02362	1.62
K02363	3.87
K02364	0
K02371	32.11
K02372	119.97
K02377	4.31
K02379	144.83
K02380	1.1
K02381	0.17
K02383	0
K02385	0.1
K02386	4.21
K02387	5.11
K02388	5.14
K02389	5.31
K02390	7.81
K02391	2.71
K02392	7.23
K02393	4.21
K02394	4.21
K02395	2.21
K02396	5.51
K02397	4.81
K02398	2.4
K02399	1.63
K02400	4.81
K02401	4.71
K02402	0.13
K02403	0.13
K02404	4.6
K02405	3.92
K02406	9.67
K02407	4.68
K02408	4.81
K02409	4.81
K02410	4.81
K02411	4.48
K02412	4.81
K02413	2.27
K02414	2.4
K02415	6.15
K02416	4.73
K02417	7.09
K02418	2.75
K02419	4.81
K02420	5.14
K02421	4.63
K02422	4.68
K02423	0.48
K02424	112.44
K02425	0
K02426	4.71
K02427	4.31
K02428	242.3
K02429	8.91
K02430	0.48
K02431	8.54
K02433	235.11
K02434	188.17
K02435	188.17
K02436	0.25
K02437	126.9
K02438	77.91
K02439	2.5
K02440	156.75
K02441	1.62
K02442	2
K02443	92.8000000000001
K02444	22.55
K02445	128.21
K02446	70.28
K02448	1.1
K02450	0.13
K02451	0.13
K02452	1.58
K02453	4.52
K02454	7.86
K02455	3.77
K02456	6.52
K02457	2.23
K02458	3.28
K02459	3.28
K02460	3.03
K02461	3.03
K02462	3.03
K02463	1.53
K02464	0
K02465	0
K02466	0.43
K02467	0
K02468	0.23
K02469	192.39
K02470	192.46
K02471	2.86
K02472	89.5700000000001
K02473	1.07
K02474	3.18
K02475	45.48
K02476	47.59
K02477	6.97
K02478	1.24
K02479	0.2
K02480	0.65
K02481	2.93
K02482	0
K02483	120.98
K02484	154.66
K02485	0.33
K02486	0
K02487	1.1
K02488	0.33
K02490	0.3
K02491	0.3
K02492	167.71
K02493	189.73
K02494	3.23
K02495	203.38
K02496	2.43
K02497	14.62
K02498	3.26
K02499	91.87
K02500	156.56
K02501	156.81
K02502	5.37
K02503	118.27
K02504	0.68
K02505	0.68
K02506	0.68
K02507	0.68
K02508	0.45
K02509	43.68
K02510	86.8
K02511	0
K02517	81.71
K02518	189.98
K02519	189.83
K02520	189.83
K02521	0.51
K02523	7.14
K02525	2.09
K02526	8.96
K02527	7.14
K02528	189.83
K02529	490.12
K02530	106.52
K02531	14
K02532	15.36
K02533	1.21
K02535	5.81
K02536	8.34
K02538	86.17
K02545	75.35
K02547	75.15
K02548	165.45
K02549	162.82
K02550	0
K02551	163.85
K02552	95.18
K02553	47.79
K02554	41.91
K02556	8.09
K02557	12.65
K02558	4.67
K02560	0.68
K02562	0.51
K02563	189.99
K02564	183.18
K02565	0
K02566	68.58
K02567	0.93
K02568	0.93
K02569	0.93
K02570	0.93
K02571	0.56
K02572	0.93
K02573	0.68
K02574	0.68
K02575	48.26
K02584	1.33
K02585	1.33
K02586	2.76
K02587	1.26
K02588	2.71
K02589	0.3
K02590	0.3
K02591	2.43
K02592	0.83
K02593	0.83
K02594	0.8
K02595	0.83
K02596	0.83
K02597	0.83
K02598	0.48
K02600	189.08
K02601	190.3
K02609	42.06
K02610	42.06
K02611	42.06
K02612	42.06
K02613	43.5
K02614	59.27
K02615	0
K02616	0.93
K02617	0.93
K02618	42.06
K02619	90.13
K02621	115.46
K02622	115.46
K02623	1.75
K02624	46.11
K02625	1.65
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	6.24
K02650	4.5
K02651	3.01
K02652	5.06
K02653	6.03
K02654	56.69
K02655	4.35
K02656	3.23
K02657	2.89
K02658	3.3
K02659	2.55
K02660	2.55
K02661	0.42
K02662	2.65
K02663	2.65
K02664	2.48
K02665	1.95
K02666	3.42
K02667	1.78
K02668	1.78
K02669	4.3
K02670	2.04
K02671	2.68
K02672	2.68
K02673	1.75
K02674	1.78
K02676	1.78
K02679	0.68
K02680	0.68
K02681	0.68
K02682	0.68
K02686	0.81
K02687	118.21
K02688	0.63
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	2.3
K02744	16.78
K02745	10.23
K02746	10.23
K02747	10.23
K02750	99.1300000000001
K02753	0
K02755	76.55
K02756	1.37
K02757	184.82
K02759	54.47
K02760	52.88
K02761	71.82
K02763	0.1
K02765	166.01
K02768	1.94
K02769	0.2
K02770	290.64
K02771	0.25
K02773	100.08
K02774	99.9100000000001
K02775	93.9700000000001
K02777	110.85
K02778	0
K02779	27.85
K02781	1.82
K02783	3.64
K02784	1.68
K02786	105.63
K02788	113.28
K02791	85.8200000000001
K02793	36.17
K02794	61.9
K02795	60.4
K02796	53.85
