KO	air_12
K00424	1.31724149676741e-06
K00425	0.000388716717238631
K00426	0.000396995042404141
K00427	2.13911012295562e-06
K00428	1.61237346309992e-05
K00432	0.000482048828172536
K00433	6.84726059816213e-06
K00435	7.40132102542645e-05
K00436	4.85238672711756e-06
K00437	2.1242328730219e-07
K00440	0
K00441	0
K00442	0
K00446	1.56406005560959e-05
K00448	0.000267296986166006
K00449	0.000267843539139019
K00450	0.000278734573223054
K00451	2.13911012295562e-06
K00452	0
K00453	3.84890540860534e-06
K00455	1.48526073366803e-06
K00456	0
K00457	0.000281744871584174
K00459	0.000419723402085936
K00462	5.40649934599614e-07
K00464	0
K00466	1.50844860634117e-06
K00467	3.36462076408925e-06
K00469	0
K00471	4.27822024591124e-07
K00472	8.55644049182249e-07
K00476	0
K00477	0
K00479	1.03874602369891e-06
K00480	0.000301212975817636
K00481	0.000280375555548646
K00483	1.94008403895048e-06
K00484	7.8167988431926e-06
K00485	0
K00486	3.01841539207536e-06
K00491	7.40067665752981e-05
K00493	1.60733102206199e-06
K00494	1.02305266750051e-07
K00496	5.6584233575723e-06
K00499	1.17589832430848e-06
K00500	1.28346607377337e-06
K00504	1.85488725655712e-06
K00505	1.62108723043695e-06
K00507	4.53998226868261e-06
K00508	3.6438256254505e-06
K00514	0
K00518	0
K00520	0.000629076868565399
K00523	4.52741451357043e-06
K00524	0
K00525	0.000437805884662405
K00526	0.000465307456130408
K00527	0
K00528	0.000610981445157253
K00529	0.000599430453822384
K00531	0
K00532	3.80024023025401e-07
K00533	2.28968410529724e-06
K00534	1.06145107012704e-06
K00537	0.000431077166590212
K00544	0
K00547	7.92946695764413e-05
K00548	0.000361928771828819
K00549	0.000681934956475472
K00554	0.000419026339886075
K00555	0
K00556	1.28346607377337e-06
K00557	1.71404753287504e-05
K00558	0.000207026578542671
K00560	0.000424011195120249
K00561	4.47650785273656e-05
K00563	0.000333928081908959
K00564	0.000102916942215965
K00566	0.000495935758892963
K00567	0.000422815148504747
K00568	0.000290802286466028
K00569	4.27822024591124e-07
K00570	4.66164036584559e-06
K00571	9.90974352062077e-05
K00573	8.89322914812144e-06
K00574	0.000606893644160679
K00575	1.30056577183521e-05
K00577	2.8521468306075e-07
K00584	0
K00587	0
K00588	6.02422089629067e-05
K00590	7.72978567779811e-07
K00594	1.73943428419286e-06
K00595	0.000323828596249052
K00596	0.000278109013096356
K00598	3.71731911713977e-06
K00600	0.000427137181438863
K00602	0.00042422684187803
K00603	1.52934126701358e-06
K00604	0.000425188197223736
K00605	0.000122905722383496
K00606	0.000355416217011619
K00608	0
K00609	0.000412995311769672
K00610	2.56693214754675e-06
K00611	0.000612050669267723
K00612	3.18770269847962e-06
K00613	6.494722781949e-07
K00615	0.000470298394745081
K00616	0.000421709736745649
K00619	1.82950207884362e-06
K00620	0.000397245907750182
K00622	0
K00624	2.80405803406213e-06
K00625	0.000413495848691975
K00626	0.000642987060890325
K00627	0.000272119614914341
K00631	9.41660833884785e-06
K00632	0.000515550445115489
K00633	7.83353167981108e-05
K00634	1.38190901886097e-05
K00635	8.58619499168993e-07
K00638	4.38072173117908e-05
K00639	0.000165162142297336
K00640	0.000498794411862249
K00641	0.000721638247857864
K00643	7.98382012157464e-06
K00645	0.000145607084152778
K00646	3.85653260191074e-07
K00647	8.3635673720655e-05
K00648	0.000104725566910829
K00651	1.06919097984075e-05
K00652	0.000197995049799022
K00655	0.000742966359385947
K00656	0.000193944447636194
K00657	2.4894261830716e-05
K00658	0.000513530612356656
K00661	0.000567478400881195
K00662	5.72620738679915e-07
K00663	1.26025114418502e-05
K00666	0.00109209188167367
K00672	0
K00673	2.47810584628902e-06
K00674	0.000739950834898248
K00675	7.5570643569267e-05
K00677	2.00616013844379e-05
K00680	6.53656903058938e-05
K00681	0.000369377681244249
K00684	6.41668411203214e-06
K00686	4.77980015657236e-08
K00687	7.46218010109582e-06
K00688	0.000718790080535765
K00689	1.73059097888337e-06
K00690	4.93350916934414e-06
K00691	9.02073797621899e-07
K00692	9.53465321438561e-07
K00693	2.13911012295562e-06
K00694	6.82372903649865e-05
K00695	0
K00696	1.26725809107184e-07
K00697	0.000326808525789321
K00698	0
K00700	0.000340240363480518
K00701	2.4425278031329e-07
K00702	1.75908609993022e-06
K00703	1.7430168328296e-05
K00705	0.000343555014538863
K00709	0
K00712	0.000238156560607424
K00713	0
K00720	4.64146536113012e-07
K00721	0.00058465235926628
K00728	0.000323101224567291
K00737	0
K00748	1.44579195164189e-05
K00752	3.33492061468626e-06
K00754	8.26804834204675e-05
K00756	0.000121254635444691
K00757	2.39706007114406e-05
K00758	6.1290350076513e-05
K00759	0.000431325229248184
K00760	0.000417040677546559
K00761	0.000419265584097163
K00762	0.000743296112183627
K00763	0.000409413464893783
K00764	0.00043612289243704
K00765	0.00039412215036405
K00766	0.000413109329529154
K00767	0.000295794053299796
K00768	0.000328140330113296
K00769	1.05717268245705e-05
K00771	0
K00772	3.00601264646921e-06
K00773	0.000418913323754097
K00776	7.85662861227511e-06
K00782	5.51576316732608e-05
K00783	9.74847561287523e-05
K00784	8.90798764467058e-05
K00785	1.81373223682428e-06
K00786	6.14079791201726e-06
K00788	0.000665942662529611
K00789	0.0004314373768652
K00790	0.000593423628169939
K00791	0.000423338346625008
K00793	0.000416601637947525
K00794	0.000418566310562644
K00795	8.7562991795547e-05
K00796	0.000750339682839267
K00797	0.000288073820029502
K00798	0.000325325428375548
K00799	0.000235809264102924
K00800	0.000426155913476807
K00801	9.12830970379788e-07
K00803	6.7126736359438e-06
K00805	0.000398576551118982
K00806	0.000740221035284622
K00808	1.4016800542525e-06
K00809	9.61855692833344e-07
K00812	0.000921241913151825
K00813	1.16018913107451e-05
K00817	0.000864703710452306
K00819	0.000146975589952436
K00820	0.000421951305377951
K00821	0.000943346875410756
K00822	1.60255556297473e-05
K00823	0.000576041499607177
K00824	7.61523203772201e-05
K00826	0.000475608347083459
K00830	8.14127453810583e-05
K00831	0.000338781427790268
K00832	1.33657189559892e-05
K00833	0.000689795002015278
K00835	0
K00836	2.45696733162996e-05
K00839	3.79518271521161e-06
K00840	2.93668788953644e-06
K00841	9.04818823605898e-05
K00842	0
K00844	4.27822024591124e-07
K00845	0.000921184226373287
K00846	0
K00847	0.000161048221552754
K00848	7.34970336811167e-06
K00849	0.000381340684045229
K00850	0.000378161539769265
K00851	0.000727823937870797
K00852	0.000758393105058206
K00853	8.57005470824798e-05
K00854	0.000317883144118396
K00855	1.38967771742447e-06
K00856	2.22793645543353e-06
K00857	9.6413700586491e-05
K00858	0.00042590650942704
K00859	0.000420104837890078
K00860	5.32530743968092e-05
K00862	4.2484657460438e-07
K00863	7.81176004215965e-05
K00864	0.000443274325059568
K00865	0.000772118050148618
K00867	0.000339335146089973
K00868	0.000780165082806336
K00869	8.12861846723136e-05
K00872	0.000405453267427223
K00873	0.000697054318621799
K00874	3.3471605568234e-05
K00875	9.17186545550514e-07
K00876	0.0001035440762911
K00878	0.00036436175476625
K00879	1.45423037933185e-06
K00880	2.83560765233406e-06
K00881	0
K00882	0.000683150000878851
K00883	1.19902751628828e-06
K00884	3.30765457232401e-06
K00885	2.72143107799211e-06
K00886	0.000322537450037287
K00887	7.43494084040028e-05
K00891	0.000557413413857573
K00892	0
K00895	3.42257619672899e-06
K00897	1.2558047744423e-05
K00899	8.55644049182249e-07
K00901	1.41220043525155e-05
K00903	6.77611614292809e-05
K00906	1.28346607377337e-06
K00912	1.4553703918115e-05
K00917	8.2433707957293e-05
K00918	0
K00919	0.000412760733417389
K00925	0.000418222543156194
K00926	0.000140646399091737
K00927	0.000422981619338983
K00928	0.000508375479456723
K00929	2.61538609063038e-06
K00930	0.00040310296266024
K00931	0.000339926804989984
K00932	1.49588936107556e-06
K00936	2.9371366549207e-06
K00937	2.01838316278989e-05
K00938	8.12861846723136e-05
K00939	0.00041951523755257
K00940	0.000417646940458269
K00941	0.000821465145629735
K00942	0.00043371665038493
K00943	0.000433532177174044
K00945	0.000479210089604776
K00946	0.000337263120163163
K00947	1.00652484011617e-06
K00948	0.000429010144265756
K00949	8.34509529599063e-05
K00950	0.000419007504441442
K00951	0.00044763049693915
K00952	0
K00954	0.000419224635765548
K00955	0.000299532267475765
K00956	0.000286904883574998
K00957	0.000287926624581153
K00958	1.29710181484346e-05
K00960	0
K00962	0.000515391617881552
K00963	0.00071285246566991
K00965	6.18546304056915e-05
K00966	0.000331362166715155
K00968	7.38146941407512e-05
K00969	0.000480616544609282
K00970	0.000349305849608022
K00971	1.42551039583777e-05
K00972	6.46485709780004e-08
K00973	0.000350231655532534
K00974	9.86584371409011e-05
K00975	0.000343912645634216
K00978	5.08644157600548e-06
K00979	1.68737515300714e-05
K00980	7.40448809909388e-05
K00981	0.000421081179214143
K00982	0.000337798077267985
K00983	1.05110442057442e-05
K00984	5.40525139224638e-05
K00986	3.85778910186544e-05
K00988	0
K00989	0.000333701179178938
K00990	0.000338160236376622
K00991	0.000402495558078817
K00992	1.23404120834343e-05
K00995	0.000740746245350385
K00996	0.000313621362576853
K00997	0.000404266656655905
K00998	8.98426251641361e-06
K01000	0.000423023018238811
K01001	0
K01002	0
K01003	1.71394188554343e-06
K01004	1.2778368366077e-06
K01006	2.09675759414396e-05
K01007	0.000534359645745914
K01008	1.49247508982077e-05
K01011	0.000942569268575902
K01012	0.000448898906488776
K01014	0
K01023	0
K01026	6.37965728003899e-05
K01027	0.000114651953816924
K01028	0.000388464204199524
K01029	0.000399987566140504
K01031	0.000117955059368542
K01032	4.79907065836558e-06
K01034	7.12031957947275e-06
K01035	8.68590517954624e-06
K01039	9.75487445378476e-07
K01040	9.75487445378476e-07
K01042	1.20741748976698e-05
K01046	0.00102431064806092
K01048	0.00015887086864441
K01051	9.00754697836099e-06
K01053	9.15978807752152e-06
K01055	0.000304931214541373
K01056	0.000739200160890844
K01057	0.000333282285578952
K01058	1.28346607377337e-06
K01060	8.10600952198975e-06
K01061	1.09065766278554e-05
K01066	0.000747084711737758
K01067	3.03578250305005e-06
K01069	0.000999274725069283
K01070	6.34695928189529e-06
K01071	8.35993011552671e-06
K01073	5.98950834427574e-07
K01075	4.9256277510458e-06
K01077	0.000704414417192806
K01079	0.000336738639692695
K01081	0.000640481163720141
K01082	0.00033638514175021
K01083	3.01554963067757e-07
K01085	2.07999219973387e-06
K01086	1.28346607377337e-06
K01087	0.000602022726901271
K01089	8.40227287256344e-06
K01090	2.53063876866339e-06
K01091	0.000583241802642158
K01092	0.00115769451686505
K01093	0
K01095	1.26164811343882e-05
K01096	1.02832387542205e-05
K01101	0.000406276001842448
K01104	0.000817571755939448
K01113	0.000287574634083251
K01114	0.000119364192552606
K01115	1.02570827280445e-07
K01117	6.59703710999204e-05
K01118	8.37976718815125e-05
K01119	0.00013809398286273
K01120	0
K01126	0.000984976891731837
K01127	0
K01128	0
K01129	0.000332255115355271
K01130	1.7906906856422e-05
K01133	3.63074199199759e-06
K01134	2.56693214754675e-06
K01135	8.76158214638338e-07
K01136	8.55644049182249e-07
K01138	3.07681083396223e-06
K01139	0.000419278602324431
K01141	1.09492205073953e-05
K01142	0.000671057226249993
K01143	0
K01144	3.01101954725098e-06
K01146	8.55644049182249e-07
K01147	9.41208454100474e-06
K01150	4.27822024591124e-07
K01151	8.61282520639836e-05
K01153	0.000419898198723835
K01154	0.000445489636108194
K01155	8.40665127000082e-06
K01156	0.000186559028697289
K01158	0
K01159	0.000338445462823683
K01160	3.05675257718398e-06
K01161	6.29454371726912e-06
K01163	2.13911012295562e-06
K01166	1.06617751917841e-05
K01167	0.000321294340465795
K01169	0
K01173	4.14511352976907e-06
K01174	0.000414269285763588
K01175	1.27079349286265e-05
K01176	0.000374980939122159
K01178	0.000317355516244034
K01179	2.95233210186434e-05
K01181	1.6925844422119e-05
K01182	0.000169789085683744
K01183	7.73834569291064e-05
K01184	3.07712481841335e-07
K01185	6.39541359029009e-05
K01186	0.000652476205132818
K01187	0.000501386727658475
K01188	0
K01190	4.06463513998011e-05
K01191	7.15257008306646e-06
K01192	3.94730610748738e-06
K01193	0.000701609928644856
K01194	1.71691733553017e-06
K01195	5.91874316691677e-06
K01197	2.54010663744899e-05
K01198	8.32225378618258e-06
K01200	6.03994392731811e-05
K01201	2.18690812452135e-06
K01202	0
K01205	2.13911012295562e-06
K01206	2.13875276487769e-05
K01207	0.000342075684716458
K01208	2.4372633181269e-05
K01209	1.32840735863993e-05
K01210	2.67713499519946e-06
K01212	1.37225932416021e-07
K01214	0.000331809471545357
K01215	0.000148392360261127
K01216	3.56518353825937e-07
K01217	0
K01218	6.22613836260397e-06
K01219	1.02570827280445e-07
K01220	8.9796529699453e-05
K01222	7.84403726764852e-07
K01223	0.00045621811797812
K01224	7.64236233466335e-06
K01226	0.000116339326330415
K01227	0.000280992513576246
K01230	0
K01232	0
K01233	3.29093865070096e-08
K01235	2.18690812452135e-06
K01236	0.000305636218430361
K01239	0.00108525912076459
K01241	0.000318739270020278
K01243	0.000374300267405427
K01246	0.000705874148064555
K01247	1.60532449120395e-05
K01250	0.000117320405023895
K01251	0.000323188306034705
K01252	1.65814327397933e-06
K01253	4.67725944311326e-06
K01255	0.000418444235043559
K01256	0.000556143917724369
K01258	0.00016242915102238
K01259	0.000428947327221108
K01261	0.000156553023714032
K01262	0.000766797863596579
K01263	4.58842352658154e-07
K01265	0.000779708158465052
K01266	0.000287248527135031
K01267	0.000322103554766538
K01269	0.000142108603583087
K01270	2.26246581263259e-05
K01271	0.00114634143051115
K01273	6.04066773967755e-06
K01274	0.000329903821720349
K01277	2.13911012295562e-06
K01278	9.12885349126848e-06
K01281	7.87030059336493e-06
K01283	0
K01284	0.000347790254754256
K01286	3.22034088636051e-05
K01295	8.14550951579298e-06
K01297	8.69915825216432e-06
K01299	1.28346607377337e-06
K01301	0
K01303	2.21042336866186e-06
K01304	8.69090188038389e-05
K01305	1.28346607377337e-06
K01308	8.07846047616525e-07
K01312	2.81461858283634e-08
K01318	0.000327912152683438
K01322	0.000422263635482948
K01325	0
K01337	2.59407108622584e-06
K01338	2.0423378099151e-05
K01342	1.57456726970174e-06
K01347	6.04995440240507e-06
K01354	0.000346494374374577
K01355	0
K01356	0.000462442195464744
K01358	0.000811436093325212
K01361	7.83513720989169e-06
K01364	6.73697217831329e-07
K01372	0.000106737785170933
K01381	0
K01387	1.7112880983645e-06
K01390	5.75467125469039e-06
K01392	1.56248746216796e-06
K01399	0
K01400	6.55594386584224e-05
K01401	6.55107499768798e-05
K01406	1.09351149780814e-05
K01407	6.29454371726912e-06
K01408	3.94046601597088e-07
K01409	0.000746311232603001
K01414	0.000304992148881275
K01415	1.31836394284878e-07
K01417	0
K01419	8.51365828936338e-05
K01420	1.56051029854929e-05
K01421	0.000760066368345789
K01423	3.85039822132012e-06
K01424	0.000463030691361489
K01425	0.000285793121129453
K01426	0.000397928510026108
K01427	1.28346607377337e-06
K01428	0.000410201558903643
K01429	0.000393049986054798
K01430	0.000393005015345898
K01431	4.89743633413524e-07
K01432	3.33239769567892e-06
K01433	0.000288249975670656
K01434	3.35415599887527e-06
K01436	0.00096755806329703
K01437	0
K01438	0.000656778631629501
K01439	0.00116938583791823
K01442	8.75642654217222e-05
K01443	0.00041319744341481
K01444	1.7112880983645e-06
K01446	8.55644049182249e-07
K01447	0.000120677922728122
K01448	0.000458235995384863
K01449	3.16363128710805e-06
K01451	0.000537892174692827
K01452	2.88556707850003e-06
K01453	0
K01455	2.03376911822004e-05
K01457	8.28547794712096e-06
K01458	4.51915159660204e-06
K01459	2.32076216207368e-06
K01460	1.69668652942552e-06
K01461	1.06806733648444e-06
K01462	0.000822318318185623
K01463	1.72179827530826e-06
K01464	6.93420165577261e-06
K01465	0.000419606824324502
K01466	6.15844249913797e-06
K01467	1.12055659135623e-05
K01468	7.28943887486904e-05
K01469	3.24134425593269e-05
K01470	0.000145500377180451
K01473	5.83935121288283e-05
K01474	4.7249432017761e-05
K01476	7.02782499455628e-05
K01477	2.13911012295562e-06
K01478	8.44447005465806e-05
K01479	7.17918934670141e-05
K01480	7.06242675047089e-06
K01482	0
K01483	2.21819133479323e-06
K01484	8.60167847025358e-07
K01485	0.000284511077017415
K01486	2.18171863679604e-06
K01487	8.8405256531384e-06
K01488	5.7673950400224e-05
K01489	0.000184278684410139
K01491	0.000419386613243927
K01492	4.24350381096419e-07
K01493	8.69392633554589e-05
K01494	0.000333355413816171
K01495	0.000346627272304416
K01496	0.000389906991657947
K01497	0.000407555860578603
K01498	4.77980015657236e-08
K01499	0
K01501	5.84682440321693e-07
K01502	1.27231482037797e-06
K01505	3.87713709785707e-06
K01507	0.000336983629299256
K01512	0.000405187315040388
K01515	0.000423336868382222
K01518	6.73697217831329e-07
K01520	0.000399074069557252
K01521	0
K01523	0.000328178847478284
K01524	0.000684042414120299
K01525	1.11644009702814e-05
K01531	0.000332987059265629
K01533	0.00116922795369827
K01534	0.00177481742930363
K01535	0.000127704931294054
K01537	0.000834000888579238
K01539	1.45065269232923e-06
K01541	4.96262016934745e-06
K01545	4.27822024591124e-07
K01546	8.51136474452148e-05
K01547	8.73739476201334e-05
K01548	8.60368267791892e-05
K01551	5.52739916859668e-06
K01555	2.59520139501959e-06
K01556	3.42119864926549e-06
K01560	8.72551415385614e-05
K01561	1.8665956106786e-05
K01563	5.75308383827466e-06
K01565	9.22780004247713e-07
K01567	1.7112880983645e-06
K01568	4.56774541402182e-06
K01569	1.26577395400788e-06
K01571	9.78601360230077e-05
K01572	1.35303418627336e-05
K01573	8.43365384022475e-06
K01574	1.29555188501559e-06
K01575	0.000186744176765889
K01576	6.39385024752006e-05
K01577	8.55644049182249e-07
K01578	2.26583593206281e-06
K01579	0.000350863250500908
K01580	4.69620559398826e-06
K01581	1.22893005784585e-05
K01582	7.49306788806986e-05
K01583	3.80024023025401e-07
K01584	1.12751695388877e-05
K01585	1.4645948866908e-05
K01586	0.000649558600346047
K01588	0.000417474934434821
K01589	0.000420070865864836
K01590	2.36796562967145e-06
K01591	0.000418837762072572
K01593	3.04341452342232e-06
K01594	0
K01595	0.000331087958874786
K01596	0.000323426532760777
K01597	8.12861846723136e-05
K01598	8.39644693585726e-06
K01599	0.000405545932429683
K01601	2.81901784775842e-06
K01602	1.17427898013553e-06
K01607	0.00048344182244751
K01608	2.70835593088524e-06
K01609	0.000691200329624693
K01610	8.79739965417241e-05
K01611	2.35504137699484e-06
K01612	1.16964576479581e-06
K01613	1.71444997683598e-05
K01615	9.88653901838845e-07
K01616	0.000334364480835317
K01617	1.80109984220561e-06
K01619	0.000516069771697042
K01620	8.09176464861135e-05
K01621	2.9193863852314e-06
K01622	2.87198316385246e-07
K01623	7.5939897089918e-05
K01624	0.000420247985554725
K01625	7.3294412438233e-05
K01626	0.000631997292698637
K01627	1.66438430568447e-05
K01628	9.78419937780656e-06
K01629	2.61022539584072e-06
K01630	1.36579104751978e-05
K01631	9.49053157420314e-06
K01633	0.000413122619459085
K01634	0
K01635	9.22233174524998e-05
K01637	0.00048167050202023
K01638	0.000281278650300245
K01639	8.85862962203474e-05
K01640	1.89161338960431e-05
K01641	0.000104167504401521
K01643	8.76520173098826e-06
K01644	0.000364598369715094
K01646	8.75318929916957e-06
K01647	0.00096514858100668
K01649	0.000514412554979619
K01652	0.000581407270980085
K01653	0.000409108889734873
K01654	4.60418594464663e-06
K01655	0
K01657	0.00076883720957353
K01658	0.000810207110566292
K01659	0.000573210660717669
K01661	0.000410278233822105
K01662	0.00033986897161483
K01664	0.000368619435716494
K01665	0.000447586070807263
K01666	2.6224949851519e-05
K01667	2.18964206933088e-06
K01668	1.4779306304057e-06
K01669	0.000360642290062705
K01671	0
K01673	0.000392583411259116
K01674	3.32852898597554e-06
K01676	5.13386429509349e-06
K01677	1.71516563937288e-06
K01678	9.98251390712623e-07
K01679	0.000486681503137953
K01681	0.000408223131919236
K01682	2.56800880616512e-06
K01683	6.84515239345799e-07
K01684	1.47735032822127e-05
K01685	7.14998766815536e-06
K01686	1.12721001572642e-05
K01687	0.000431527603615988
K01689	0.000422646783176714
K01690	3.09359054701629e-06
K01692	0.000488653415043102
K01693	0.000393307254227371
K01695	0.000413107879734983
