function.	air_12
K01406	1.4
K01407	2.45
K01409	188.22
K01414	4.24
K01415	0
K01416	0
K01417	0
K01419	36.15
K01420	122.76
K01421	180.26
K01424	214.72
K01425	112.33
K01426	49.36
K01427	0
K01428	171.54
K01429	170.04
K01430	170.04
K01432	0.5
K01433	113.27
K01434	2.2
K01436	65.84
K01437	0
K01438	14.51
K01439	217.9
K01442	34.97
K01443	180.28
K01444	1
K01446	24.55
K01447	4.08
K01448	184.06
K01449	1.09
K01451	168.47
K01452	0.5
K01453	6.21
K01455	4.79
K01457	2.59
K01458	2
K01459	4.03
K01460	0.51
K01461	1.51
K01462	362.36
K01464	4.37
K01465	188.84
K01466	0
K01467	6.29
K01468	31.17
K01469	0.5
K01470	100.49
K01471	1.01
K01473	14.48
K01474	14.48
K01476	28.27
K01477	0.4
K01478	37.46
K01479	28.55
K01480	3.4
K01482	0
K01483	2.4
K01484	0.4
K01485	3.73
K01486	2.52
K01487	2.66
K01488	11.25
K01489	69.45
K01491	185.78
K01492	0.31
K01493	38.93
K01494	147.93
K01495	157.5
K01496	144.84
K01497	1.79
K01499	0
K01501	0.71
K01502	1.5
K01505	1.71
K01507	151.44
K01512	179.01
K01515	180.39
K01518	0
K01520	179.39
K01521	0
K01523	144.98
K01524	300.25
K01525	4.72
K01531	3.58
K01533	111.66
K01534	112.59
K01535	0
K01537	9.9
K01539	0
K01545	0.71
K01546	34.58
K01547	34.58
K01548	34.58
K01551	5.14
K01555	2.41
K01556	3.01
K01560	32.72
K01561	3.01
K01563	1.01
K01567	0.25
K01568	0
K01569	1.73
K01571	32.93
K01572	5.03
K01573	3.27
K01574	2.16
K01575	94.71
K01576	3.53
K01577	1.51
K01578	2.51
K01579	140.06
K01580	1.81
K01581	8.72
K01582	24.46
K01583	3.92
K01584	3.02
K01585	2.26
K01586	252.49
K01588	185.1
K01589	183.65
K01590	0.59
K01591	185.61
K01593	0
K01594	0
K01595	148.35
K01596	141.88
K01597	34.81
K01598	4.88
K01599	177.8
K01601	2.01
K01602	1.51
K01607	144.65
K01608	2.21
K01609	181.01
K01610	37.79
K01611	0.56
K01613	10.3
K01615	0
K01616	140.43
K01617	0.67
K01619	235.89
K01620	34.44
K01621	3.21
K01622	0.01
K01623	32.44
K01624	187.09
K01625	27.61
K01626	270.05
K01627	8.31
K01628	6.11
K01629	0.89
K01630	0
K01631	1.71
K01633	181.3
K01635	40.65
K01637	122.02
K01638	111.57
K01639	144.25
K01640	17.24
K01641	34.81
K01643	3.17
K01644	174.94
K01646	3.17
K01647	280.48
K01649	214.65
K01652	228.89
K01653	157.97
K01654	2.22
K01655	0
K01657	181.35
K01658	202.24
K01659	120.88
K01661	176.6
K01662	151.79
K01664	12.11
K01665	38.33
K01666	21.78
K01667	0.38
K01668	0.17
K01669	134.71
K01671	0
K01673	184.65
K01674	3.09
K01676	4.14
K01677	0.25
K01678	0.25
K01679	179.62
K01681	179.49
K01682	2.02
K01683	0
K01684	7.76
K01685	4.07
K01686	7.47
K01687	192.97
K01689	187.14
K01690	0.7
K01692	44.27
K01693	170.15
K01695	182.18
K01696	185.5
K01697	30.33
K01698	177.52
K01699	1.5
K01702	0.5
K01703	179.35
K01704	182.52
K01706	2.91
K01707	12.66
K01708	2.21
K01709	1.29
K01710	176.51
K01711	6.68
K01712	30.67
K01713	2.96
K01714	375.31
K01715	2.06
K01716	6.72
K01719	41.04
K01720	120.35
K01721	3.02
K01724	112.87
K01725	1.88
K01727	27.72
K01728	0.44
K01729	0.2
K01730	0.14
K01732	0
K01733	186.3
K01734	3.44
K01735	186.11
K01736	185.61
K01737	43.95
K01738	230
K01739	148.22
K01740	164.21
K01744	159.97
K01745	31.21
K01746	0
K01749	177.32
K01750	196.65
K01751	0.14
K01752	247.82
K01753	1.16
K01754	223.56
K01755	181.64
K01756	185.11
K01758	0.2
K01759	16.27
K01760	38.21
K01761	2.79
K01766	3.54
K01768	129.03
K01769	0.5
K01770	148.79
K01771	24.04
K01772	181.55
K01775	219.66
K01776	185.77
K01777	0
K01778	150.26
K01779	4.88
K01781	1.51
K01782	4.29
K01783	186.62
K01784	347.04
K01785	75.0700000000001
K01787	0.48
K01788	173.76
K01790	153.56
K01791	92.9400000000001
K01792	141.44
K01795	0.2
K01796	2.51
K01799	2.51
K01800	1.4
K01801	3.21
K01802	151.76
K01803	188.86
K01804	3.87
K01805	4.84
K01807	42.24
K01808	149.69
K01809	213.09
K01810	184.6
K01811	4.45
K01812	112.63
K01813	0.14
K01814	140.15
K01815	2.2
K01816	224.29
K01817	181.27
K01818	5.23
K01819	68.91
K01820	1
K01821	41.79
K01822	0
K01823	175.04
K01825	0.4
K01826	3.41
K01829	0
K01834	215.3
K01835	180.57
K01838	0
K01839	35.32
K01840	316.13
K01841	1.17
K01843	2.32
K01844	0
K01845	209.09
K01846	0
K01847	286.68
K01848	1.5
K01849	1.5
K01851	0
K01854	145.19
K01856	109.53
K01857	218.66
K01858	142.78
K01865	0
K01866	185.61
K01867	185.61
K01868	189.05
K01869	185.61
K01870	186.45
K01872	185.75
K01873	185.61
K01874	186.36
K01875	185.61
K01876	186.08
K01878	11.13
K01879	11.13
K01880	174.48
K01881	185.61
K01883	185.61
K01884	0
K01885	293.74
K01886	10.04
K01887	185.61
K01889	186.11
K01890	185.61
K01892	185.11
K01893	40.43
K01894	2.91
K01895	71.66
K01896	0
K01897	450.5
K01902	143.56
K01903	143.56
K01904	0
K01905	0
K01906	54.64
K01907	2.72
K01908	2.51
K01909	0
K01910	3.48
K01911	176.77
K01912	21.08
K01914	8.92
K01915	334.98
K01916	177.82
K01918	283.72
K01919	6
K01920	2.91
K01921	187.68
K01922	4.88
K01923	187.11
K01924	186.11
K01925	185.61
K01926	35.73
K01928	155.99
K01929	185.61
K01933	185.11
K01934	159.74
K01935	204.08
K01937	155.17
K01938	71.65
K01939	185.95
K01940	181.44
K01941	1.57
K01945	184.6
K01947	0
K01950	7.16
K01951	330.09
K01952	524.41
K01953	154.26
K01955	186.87
K01956	185.14
K01958	169.63
K01959	0.2
K01960	1.57
K01961	74.24
K01962	42.23
K01963	180.23
K01965	4.51
K01966	311.44
K01968	2.91
K01969	4.28
K01971	8.06
K01972	185.81
K01974	0.7
K01975	110.19
K01989	125.65
K01990	1421.59
K01991	8.69
K01992	1249.92
K01993	9.2
K01994	0.17
K01995	31.72
K01996	32.22
K01997	31.22
K01998	33.42
K01999	32.39
K02000	1.72
K02001	1.21
K02002	4.72
K02003	750.15
K02004	705.13
K02005	133.09
K02006	4.29
K02007	4.63
K02008	4.29
K02009	2.53
K02010	130.86
K02011	158.74
K02012	181.85
K02013	1313.84
K02014	43.48
K02015	1631.23
K02016	1625.25
K02017	39.08
K02018	151.71
K02019	3.09
K02020	153.78
K02021	229.43
K02022	7.16
K02024	0.68
K02025	158.24
K02026	158.41
K02027	161.15
K02028	241.61
K02029	195.21
K02030	400.88
K02031	94.39
K02032	782.22
K02033	494.56
K02034	498.67
K02035	790.19
K02036	191.08
K02037	184.92
K02038	184.92
K02039	187.65
K02040	188.69
K02041	53.03
K02042	94.61
K02043	1.51
K02044	59.91
K02045	4.83
K02046	5.33
K02047	5.33
K02048	6.23
K02049	79.03
K02050	58.35
K02051	71.47
K02052	38.64
K02053	12.78
K02054	11.38
K02055	12.44
K02056	155.44
K02057	164.4
K02058	147.86
K02062	3
K02063	3.34
K02064	3.34
K02065	11.52
K02066	12.52
K02067	13.53
K02068	31.7
K02069	33.21
K02071	212.78
K02072	212.78
K02073	252.11
K02074	124.8
K02075	123.59
K02076	30.1
K02077	153.76
K02078	167.21
K02079	0
K02080	0
K02081	0.5
K02082	8.26
K02083	1.01
K02086	34.98
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0.34
K02100	0.34
K02103	0.48
K02106	1.29
K02107	1
K02108	185.47
K02109	187.14
K02110	185.47
K02111	185.47
K02112	185.47
K02113	158.26
K02114	185.47
K02115	185.47
K02116	11.64
K02117	1.76
K02118	1.76
K02119	1.45
K02120	1.76
K02121	1.45
K02122	1.45
K02123	1.76
K02124	1.76
K02160	72.48
K02164	2.01
K02167	0.4
K02168	143.76
K02169	5.77
K02170	1.12
K02171	24.49
K02172	24.49
K02173	0
K02182	3.02
K02188	3.29
K02189	2.24
K02190	1.06
K02191	0
K02192	0.9
K02193	5.55
K02194	6.55
K02195	6.55
K02196	5.21
K02197	6.55
K02198	6.55
K02199	8.89
K02200	10.93
K02203	1.9
K02204	2.91
K02205	0.17
K02217	178.4
K02221	183.55
K02224	34.7
K02225	2.21
K02226	5.09
K02227	35.42
K02228	31.11
K02229	130.28
K02230	32.59
K02231	143.24
K02232	34.7
K02233	142.74
K02234	3.21
K02236	34.98
K02237	182.42
K02238	179.19
K02239	0.17
K02240	34.81
K02241	0.56
K02242	34.81
K02243	34.81
K02244	34.81
K02245	34.61
K02246	33.21
K02247	0
K02248	4.88
K02249	0
K02250	29.93
K02251	0
K02253	0
K02254	0
K02255	0
K02258	2.71
K02259	174.24
K02274	149.66
K02275	149.16
K02276	148.16
K02277	0.5
K02278	5.76
K02279	7.84
K02280	8.37
K02281	4.53
K02282	7.36
K02283	149.1
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	5.36
K02292	0
K02293	0
K02294	0
K02297	4.09
K02298	27.96
K02299	28.27
K02300	28.13
K02302	30.77
K02303	155.39
K02304	30.49
K02305	2.01
K02313	186.11
K02314	186.95
K02315	3.08
K02316	186.11
K02317	0
K02334	8.39
K02335	185.61
K02336	0.2
K02337	295.94
K02338	186.11
K02339	5.91
K02340	185.61
K02341	185.61
K02342	661.62
K02343	185.95
K02344	3.34
K02345	0
K02346	187.74
K02347	31.44
K02348	35.64
K02351	0.5
K02352	29.93
K02355	192.07
K02356	185.27
K02357	185.61
K02358	189.95
K02361	141.69
K02362	0.2
K02363	0.2
K02364	0
K02371	9.35
K02372	43.47
K02377	5.73
K02379	150.27
K02380	3.84
K02381	0
K02383	0
K02385	0.56
K02386	3.72
K02387	4.28
K02388	5.79
K02389	4.79
K02390	5.29
K02391	3.72
K02392	5.17
K02393	3.72
K02394	3.72
K02395	0.95
K02396	5.04
K02397	2.78
K02398	0.95
K02399	0.2
K02400	4.28
K02401	4.28
K02402	0.5
K02403	0.5
K02404	1.62
K02405	1.26
K02406	5.54
K02407	2.27
K02408	4.28
K02409	4.28
K02410	4.28
K02411	3.27
K02412	4.28
K02413	1.09
K02414	1.12
K02415	4.09
K02416	4.28
K02417	5.79
K02418	1.62
K02419	4.28
K02420	4.28
K02421	4.28
K02422	1.6
K02423	0.5
K02424	41.26
K02425	0
K02426	7.61
K02427	5.91
K02428	302.54
K02429	5.7
K02430	1
K02431	5.68
K02433	205.67
K02434	181.29
K02435	180.79
K02436	0.51
K02437	68.28
K02438	148.99
K02439	3.54
K02440	75.84
K02441	1.09
K02442	0.4
K02443	32.1
K02444	32.61
K02445	90.37
K02446	142.61
K02448	2.01
K02450	0
K02451	0
K02452	0.7
K02453	2.91
K02454	3.81
K02455	2.91
K02456	2.97
K02457	2.7
K02458	2.9
K02459	2.91
K02460	2.9
K02461	2.9
K02462	2.4
K02463	1.7
K02464	0
K02465	0
K02466	0.17
K02467	0
K02468	0.17
K02469	187.5
K02470	187.16
K02471	5.62
K02472	32.49
K02473	0
K02474	2.73
K02475	108.27
K02476	108.13
K02477	5.85
K02478	0.2
K02479	0
K02480	0.5
K02481	0.98
K02482	2.01
K02483	262.44
K02484	167.96
K02485	0
K02486	0
K02487	0.67
K02488	2.01
K02490	0.17
K02491	0
K02492	175.47
K02493	185.61
K02494	4.24
K02495	195.14
K02496	4.04
K02497	6.06
K02498	6.05
K02499	31.36
K02500	173.24
K02501	173.21
K02502	3.81
K02503	46.05
K02504	3.51
K02505	3.34
K02506	3.34
K02507	3.68
K02508	0
K02509	15.47
K02510	27.63
K02511	0
K02517	151.34
K02518	186.11
K02519	185.61
K02520	185.61
K02521	1.51
K02523	8.31
K02525	0.37
K02526	1.06
K02527	8.31
K02528	185.61
K02529	568.58
K02530	34.3
K02531	4.17
K02532	5.07
K02533	2.51
K02535	6.25
K02536	9.31
K02538	28.33
K02545	24.04
K02547	24.04
K02548	179.13
K02549	175.37
K02550	0
K02551	177.46
K02552	36.78
K02553	112.39
K02554	12.67
K02556	4.98
K02557	8.99
K02558	4.9
K02560	3.34
K02562	0.68
K02563	185.61
K02564	181.34
K02565	0.51
K02566	139.2
K02567	5.35
K02568	5.35
K02569	5.85
K02570	5.35
K02571	1.68
K02572	3.33
K02573	4.34
K02574	4.34
K02575	18.28
K02584	2.01
K02585	2.26
K02586	2.26
K02587	2.04
K02588	2.76
K02589	0.03
K02590	0.03
K02591	2.26
K02592	2.04
K02593	2.01
K02594	1.06
K02595	2.01
K02596	2.51
K02597	2.51
K02598	0
K02600	185.61
K02601	185.87
K02609	14.83
K02610	14.83
K02611	14.83
K02612	14.83
K02613	15.66
K02614	21.05
K02615	0
K02616	2.21
K02617	1.7
K02618	12.65
K02619	151.12
K02621	42.78
K02622	43.12
K02623	0.2
K02624	112.24
K02625	0.4
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0.5
K02640	0
K02641	0
K02642	0
K02643	0
K02647	2.44
K02650	1.4
K02651	16.37
K02652	1.85
K02653	1.46
K02654	117.87
K02655	2.1
K02656	3.9
K02657	0.9
K02658	0.9
K02659	0.9
K02660	0.9
K02661	0
K02662	1.96
K02663	1.12
K02664	0.9
K02665	0.9
K02666	0.9
K02667	0.9
K02668	0.9
K02669	1.85
K02670	1.4
K02671	1.9
K02672	1.9
K02673	1.7
K02674	1.9
K02676	0.9
K02679	2.83
K02680	2.83
K02681	3
K02682	3.34
K02686	3.84
K02687	43.68
K02688	0.5
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	3.2
K02744	4.43
K02745	3.68
K02746	3.68
K02747	3.68
K02750	33.85
K02753	0
K02755	24.04
K02756	0.2
K02757	170.75
K02759	14.97
K02760	13.47
K02761	18.07
K02763	0
K02765	53.97
K02768	0.37
K02769	0
K02770	232.3
K02771	0
K02773	32.54
K02774	32.54
K02775	30.46
K02777	61.7
K02778	0
K02779	9.55
K02781	0.31
K02783	0.62
K02784	3.34
K02786	34.1
K02788	37.47
K02791	28.13
K02793	15.31
K02794	22.4
K02795	20.9
K02796	20.15
K02798	26.12
K02799	0
K02800	37.25
K02802	0
K02803	0.17
K02804	59.6
K02805	2.45
K02806	6.05
K02810	174.72
K02812	0
K02813	0
K02814	0
K02815	0
K02819	34.36
K02821	41.15
K02822	40.2
K02823	5.82
K02824	39.27
K02825	181.7
K02826	6.23
K02827	30.27
K02828	6.23
K02829	6.06
K02834	185.61
K02835	185.61
K02836	185.61
K02837	184.11
K02838	185.61
K02839	1.17
K02840	0
K02841	0.37
K02843	6.05
K02844	0.7
K02846	0
K02847	1.84
K02848	0.2
K02849	0
K02850	0
K02851	177.97
