function.	air_4
K00266	165.43
K00270	0
K00271	0
K00273	0.79
K00274	9.43
K00275	33.47
K00276	1.53
K00278	34.33
K00280	0
K00281	40.46
K00282	79.44
K00283	79.44
K00284	3.23
K00285	86.13
K00286	232.3
K00287	242.16
K00288	0
K00290	21.01
K00293	0
K00294	82.15
K00297	142.46
K00298	1.85
K00299	164.45
K00301	61.57
K00302	4.46
K00303	2.96
K00304	2.36
K00305	2.36
K00311	13.85
K00313	6.33
K00314	0
K00315	0.01
K00316	0.52
K00317	0
K00318	80.6
K00320	0.01
K00322	3.04
K00324	40.73
K00325	32.88
K00326	0
K00329	0
K00330	21
K00331	20.5
K00332	17.26
K00333	17.26
K00334	25.96
K00335	23.8
K00336	24.28
K00337	20.5
K00338	20.5
K00339	20.5
K00340	20.5
K00341	20.5
K00342	20.5
K00343	20.5
K00344	77.65
K00346	22.4
K00347	23.2
K00348	22.9
K00349	22.9
K00350	22.9
K00351	22.9
K00354	0.57
K00355	15.82
K00356	4.56
K00360	0
K00362	86.1
K00363	81.24
K00364	111.9
K00365	0.7
K00366	2.08
K00367	0.33
K00368	30.96
K00370	139.52
K00371	144.27
K00372	8.4
K00373	84.79
K00374	144.27
K00375	184.66
K00376	3.15
K00380	102.15
K00381	33.4
K00382	453.98
K00383	65.34
K00384	503.85
K00385	5.17
K00387	0.4
K00389	68.74
K00390	106.06
K00392	76.64
K00394	0
K00395	0
K00404	8.48
K00405	7.28
K00406	11.61
K00407	7.16
K00410	0
K00411	11.31
K00412	11.81
K00413	10.21
K00423	0
K00425	188.38
K00426	199.38
K00427	3.09
K00428	21.08
K00432	273.66
K00433	10.88
K00435	3
K00436	0
K00441	0
K00446	59.99
K00448	67.91
K00449	69.91
K00450	64.41
K00451	8.3
K00452	4.17
K00453	5.59
K00455	1.62
K00456	0.21
K00457	73.46
K00459	181.95
K00462	0.02
K00464	0
K00466	0.6
K00467	0.58
K00471	0.2
K00472	6.16
K00476	0.17
K00477	0
K00479	2.57
K00480	68.28
K00481	67.31
K00483	2.04
K00484	15.16
K00486	4.16
K00491	75.5
K00493	0
K00496	4.48
K00499	0.14
K00500	6.05
K00504	0
K00505	0.2
K00507	10.35
K00508	25.8
K00510	80.67
K00514	0
K00517	71.7
K00518	0
K00520	61.95
K00523	6.45
K00525	250.22
K00526	252.82
K00527	174.27
K00528	175.72
K00529	68.88
K00531	0
K00532	1.17
K00533	0.25
K00534	0
K00537	242.06
K00543	0
K00544	0
K00547	86.89
K00548	110.04
K00549	268.99
K00554	242.03
K00556	4.68
K00557	24.53
K00558	86.62
K00560	238.7
K00561	3.67
K00563	118.68
K00564	128.09
K00566	249.66
K00567	243.39
K00568	25.16
K00569	4.58
K00570	4.47
K00571	161.74
K00573	23.89
K00574	164.93
K00575	18.95
K00577	0
K00584	0
K00587	2
K00588	3.4
K00590	1.44
K00594	0
K00595	85.96
K00596	0.7
K00598	2.25
K00600	235.36
K00602	241.87
K00603	10.64
K00604	247.14
K00605	120.13
K00606	157.82
K00608	0
K00609	228.97
K00610	11.72
K00611	283.03
K00612	2.71
K00613	1.5
K00615	307.5
K00616	228.28
K00619	0.9
K00620	167.95
K00621	0.5
K00624	0
K00625	127.43
K00626	314.28
K00627	176.53
K00631	17.23
K00632	74.68
K00633	1.91
K00634	16.42
K00635	2.34
K00638	6.93
K00639	89.1600000000001
K00640	249.16
K00641	249.59
K00643	4.36
K00645	161.71
K00646	0.42
K00647	28.27
K00648	181.17
K00651	34.17
K00652	113.97
K00655	269.58
K00656	190.62
K00657	52.24
K00658	197.1
K00661	122.69
K00662	0.53
K00663	0.65
K00666	244.32
K00672	1.3
K00673	7.08
K00674	288.22
K00675	5.83
K00677	34.48
K00680	309.42
K00681	164.8
K00683	63.38
K00684	21.28
K00685	6.93
K00686	0.37
K00687	97.1700000000001
K00688	157.94
K00689	2.49
K00690	17.35
K00691	9.82
K00692	2.04
K00693	0
K00694	3.15
K00695	0
K00696	1.35
K00697	88.73
K00698	0
K00700	152.64
K00701	2
K00702	0.05
K00703	66.28
K00705	153.18
K00709	0
K00712	148.84
K00713	0
K00720	8
K00721	106.03
K00728	0
K00737	0
K00745	0.2
K00748	34.61
K00752	4.5
K00754	228.19
K00756	123.01
K00757	33.1
K00758	15.45
K00759	240.6
K00760	241.76
K00761	240.83
K00762	241.75
K00763	229.45
K00764	242.78
K00765	174.34
K00766	207.45
K00767	114.74
K00768	101.22
K00769	14.7
K00772	4.27
K00773	242.13
K00782	49.08
K00783	156.84
K00784	131.21
K00785	8.72
K00786	7.72
K00788	231.44
K00789	253.25
K00790	358.13
K00791	245.08
K00793	217.04
K00794	217.04
K00795	26.14
K00796	318.43
K00797	93.87
K00798	101.21
K00799	73.76
K00800	240.24
K00801	0.77
K00803	5.29
K00805	186.77
K00806	243.42
K00808	1.3
K00809	5.23
K00812	22.89
K00813	18.44
K00817	355.84
K00818	101.43
K00819	131.15
K00820	246.17
K00821	25.57
K00822	6.03
K00823	81.31
K00824	78.52
K00826	239.09
K00830	1.9
K00831	138.65
K00832	20.92
K00833	170.3
K00835	5.29
K00836	17.37
K00839	3.16
K00840	2.34
K00841	114.9
K00842	2.57
K00844	0.2
K00845	310.21
K00847	141.42
K00848	19.89
K00849	143.39
K00850	238.15
K00851	238.18
K00852	252.75
K00853	76.92
K00854	107.91
K00855	1.3
K00856	2
K00857	143.23
K00858	242.5
K00859	242.13
K00860	17.56
K00862	0
K00863	25.83
K00864	230.88
K00865	361.44
K00867	139.02
K00868	282.79
K00869	119.71
K00870	3.4
K00872	210.85
K00873	308.64
K00874	64.94
K00875	0
K00876	164.33
K00878	188.38
K00879	4.61
K00880	6.56
K00881	0.49
K00882	276.14
K00883	4.45
K00884	5.49
K00885	5.82
K00886	86.79
K00887	55.42
K00891	233.19
K00892	0
K00895	7.28
K00897	7.15
K00899	2.86
K00901	90.44
K00906	3.91
K00912	35.11
K00917	113.53
K00918	0.05
K00919	211.31
K00924	10.13
K00925	242
K00926	171.48
K00927	242.13
K00928	315.65
K00929	5.97
K00930	183.49
K00931	150.42
K00932	0
K00936	273.29
K00937	47.57
K00938	116.03
K00939	242.13
K00940	228.83
K00941	136.69
K00942	242.66
K00943	233.78
K00945	242.78
K00946	118.65
K00947	0
K00948	287.22
K00949	128.62
K00950	216.32
K00951	247.42
K00952	0
K00954	242.13
K00955	3.79
K00956	85.41
K00957	88.7
K00958	15.85
K00960	0.15
K00962	242.03
K00963	303.7
K00965	76.71
K00966	80.63
K00968	1.92
K00969	287.97
K00970	113.75
K00971	17.82
K00972	59.27
K00973	145.76
K00974	147.73
K00975	187.28
K00978	1.72
K00979	33.37
K00980	99.4900000000001
K00981	248.57
K00982	112.1
K00983	17.81
K00984	0
K00986	3.37
K00988	0
K00989	112.5
K00990	105.56
K00991	259
K00992	13.85
K00995	329.97
K00996	1.98
K00997	215.52
K00998	12.99
K00999	0
K01000	242.53
K01002	3.7
K01003	0.7
K01004	1.03
K01006	51.37
K01007	134.87
K01008	23.26
K01011	258.65
K01012	214.07
K01014	2
K01015	0
K01023	0.25
K01026	5.61
K01027	0
K01028	139
K01029	79.31
K01031	6.05
K01032	4.52
K01034	22.31
K01035	21.94
K01039	7.33
K01040	7.33
K01042	21.02
K01046	318.36
K01048	9.47
K01051	3.38
K01053	11.92
K01055	76.35
K01056	322.76
K01057	110.71
K01058	11.98
K01060	22.84
K01061	12.33
K01066	258.67
K01067	0.33
K01069	92.9
K01070	18.47
K01071	38.85
K01073	2.25
K01075	0.71
K01077	157.06
K01078	2.4
K01079	141.57
K01081	109.91
K01082	104.63
K01083	5.43
K01085	0.83
K01086	0
K01087	90.48
K01089	11.43
K01090	197.55
K01091	242.18
K01092	380.98
K01093	5.42
K01095	24.88
K01096	13.83
K01101	37.03
K01104	550.39
K01113	88.76
K01114	82.13
K01115	0
K01117	0.15
K01118	97.25
K01119	34.57
K01120	0.33
K01121	3.4
K01126	600.8
K01128	0
K01129	109.97
K01130	66.92
K01133	0.9
K01135	0.2
K01137	0
K01138	4.05
K01139	26.78
K01141	15.19
K01142	262.62
K01143	0.5
K01144	6.29
K01146	0
K01147	17.94
K01150	0.7
K01151	94.54
K01153	298.58
K01154	360.07
K01155	29.42
K01156	38.3
K01158	0
K01159	124.75
K01160	63.23
K01163	9.44
K01166	18.09
K01167	0
K01169	0
K01173	8.45
K01174	140.79
K01175	12.49
K01176	63.53
K01178	0
K01179	21.96
K01181	7.66
K01182	4.64
K01183	63.11
K01184	5.42
K01185	9.72
K01186	126.56
K01187	114.3
K01190	69.14
K01191	27.35
K01192	13.14
K01193	283.26
K01194	5.8
K01195	10.75
K01197	5.77
K01198	11.69
K01200	48.65
K01201	5.19
K01205	4.17
K01206	39.69
K01207	127.7
K01208	60.83
K01209	17.3
K01210	0
K01212	1
K01215	32.84
K01216	0
K01218	4.7
K01219	0
K01220	120.76
K01222	7.51
K01223	368.22
K01224	10.13
K01226	114.5
K01227	23.16
K01230	0
K01232	3.51
K01233	0.45
K01235	5.14
K01236	71.99
K01239	308.72
K01240	0
K01241	85.51
K01243	218.08
K01246	286.9
K01247	9.07
K01250	60.24
K01251	91.96
K01252	2.69
K01253	0.52
K01255	197.94
K01256	155.63
K01258	212.36
K01259	155.69
K01261	115.12
K01262	170.31
K01263	2
K01264	0.5
K01265	337.61
K01266	1.89
K01267	93.21
K01269	3.4
K01270	38.52
K01271	196.67
K01273	11.71
K01274	78.39
K01277	4.16
K01278	16.47
K01281	39.26
K01283	3.76
K01284	103.52
K01286	89.68
K01295	5.99
K01297	14.42
K01299	6.66
K01301	2
K01303	3.75
K01304	124.66
K01305	1.32
K01308	1.15
K01318	122.88
K01322	93.12
K01325	0
K01338	45.49
K01342	0.22
K01347	18.46
K01350	0
K01354	93.35
K01355	0
K01356	196.8
K01358	332.5
K01361	11.27
K01372	73.59
K01387	0.45
K01389	0
K01390	15.34
K01392	2.34
K01399	0.5
K01400	0.22
K01401	63.81
K01406	2.41
K01407	8.56
K01409	249.69
K01414	26.03
K01415	0.33
K01416	0
K01417	0
K01419	94.2000000000001
K01420	110.4
K01421	211.55
K01424	250.84
K01425	80.44
K01426	52.82
K01427	0.79
K01428	159.18
K01429	157.45
K01430	157.45
K01432	0
K01433	78.87
K01434	7.17
K01436	149.29
K01437	0
K01438	40.93
K01439	325.78
K01442	94.84
K01443	222.08
K01444	6.82
K01446	75.54
K01447	19.64
K01448	224.01
K01449	3.84
K01451	162.41
K01452	0
K01453	0.85
K01455	6.06
K01457	3.84
K01458	0
K01459	0
K01460	0.47
K01461	0
K01462	444.42
K01464	5.2
K01465	243.58
K01466	1.9
K01467	43.15
K01468	84.62
K01469	1.18
K01470	6.94
K01471	0
K01473	61.85
K01474	61.86
K01476	67.63
K01477	3.83
K01478	114.3
K01479	84.24
K01480	16.26
K01482	0.83
K01483	4.34
K01484	3.63
K01485	9.44
K01486	6.72
K01487	8.97
K01488	49.22
K01489	155.63
K01491	240.85
K01492	0.2
K01493	134.96
K01494	109.17
K01495	156.66
K01496	97.76
K01497	17.03
K01499	1.3
K01501	7.1
K01502	1.33
K01505	5.53
K01507	131.65
K01512	209.64
K01515	233.98
K01518	0.2
K01520	220.8
K01521	1.4
K01523	97.25
K01524	226.09
K01525	23.58
K01531	14.99
K01533	42.58
K01534	105.7
K01535	0
K01537	56.7
K01539	0
K01545	1
K01546	82.32
K01547	82.32
K01548	82.32
K01551	16.15
K01555	6.75
K01556	5.6
K01560	89.1100000000001
K01561	1.8
K01563	2
K01567	2.62
K01568	0
K01569	2.19
K01571	39.85
K01572	28.46
K01573	12.04
K01574	0.93
K01575	197.08
K01576	1.62
K01577	1.3
K01578	1.3
K01579	145.17
K01580	8.33
K01581	20.92
K01582	61.99
K01583	15.34
K01584	0.7
K01585	14.91
K01586	380.3
K01588	241.24
K01589	231.37
K01590	1.53
K01591	240.28
K01593	0
K01594	0.21
K01595	141.94
K01596	84.14
K01597	119.71
K01598	38.37
K01599	187.99
K01601	0
K01602	0
K01607	221.8
K01608	0.7
K01609	201.73
K01610	110.16
K01611	7.01
K01613	42.28
K01615	4.39
K01616	80.63
K01617	0.72
K01619	298.79
K01620	103.31
K01621	8.45
K01622	0
K01623	88.51
K01624	243.87
K01625	134.77
K01626	244.25
K01627	33.62
K01628	27.85
K01629	2.24
K01630	1.71
K01631	3.95
K01633	215.35
K01635	139.93
K01637	132.36
K01638	74.02
K01639	184.66
K01640	71.61
K01641	116.91
K01643	17.07
K01644	117.45
K01646	17.02
K01647	205.26
K01649	288.56
K01652	323.38
K01653	148.74
K01654	7.67
K01655	0
K01657	210.05
K01658	274.42
K01659	135.49
K01661	180.06
K01662	132.15
K01664	40.94
K01665	103.7
K01666	119.09
K01667	12.76
K01668	4.48
K01669	101.68
K01671	0
K01673	171.35
K01674	5.55
K01676	17.5
K01677	3.53
K01678	2.93
K01679	195.92
K01681	201.64
K01682	15.95
K01683	0
K01684	18.04
K01685	7.33
K01686	20.36
K01687	223.98
K01689	248.12
K01690	11.52
K01692	38.26
K01693	159.01
K01695	207.55
K01696	220.38
K01697	20.1
K01698	187.78
K01699	5.9
K01702	0
K01703	194.14
K01704	208.98
K01706	1.78
K01707	60.66
K01708	1.24
K01709	1.71
K01710	278.17
K01711	7.63
K01712	89.2
K01713	2.9
K01714	397.07
K01715	18.77
K01716	16.4
K01719	111.74
K01720	126.67
K01721	2.2
K01724	70.23
K01725	2.65
K01727	86.6700000000001
K01728	8.22
K01729	3.62
K01730	0
K01732	0.22
K01733	233.71
K01734	13.04
K01735	240.45
K01736	240.56
K01737	124.92
K01738	393.94
K01739	193.75
K01740	154.83
K01744	178.77
K01745	92.04
K01746	6.76
K01749	187.59
K01750	173.53
K01751	4.2
K01752	370.84
K01753	7.21
K01754	351.64
K01755	213.43
K01756	243.28
K01758	4.58
K01759	103.25
K01760	104.81
K01761	11.37
K01766	13.19
K01768	77.27
K01769	0
K01770	119.19
K01771	60.4
K01772	211.62
K01775	335.16
K01776	242.82
K01777	4.38
K01778	121.37
K01779	14.15
K01781	0
K01782	8.57
K01783	248.71
K01784	445.98
K01785	152.25
K01787	1.6
K01788	201.19
K01790	144.06
K01791	243.09
K01792	87.8
K01795	0.7
K01796	1.34
K01799	0.71
K01800	5.83
K01801	4.82
K01802	126.97
K01803	256.59
K01804	8.48
K01805	16.38
K01807	143.46
K01808	116.74
K01809	302.45
K01810	245.68
K01811	14.33
K01812	84.54
K01813	3.34
K01814	152.72
K01815	6.56
K01816	139.07
K01817	205.43
K01818	21.11
K01819	229.27
K01820	0.02
K01821	122.99
K01822	0.01
K01823	202.5
K01825	3.04
K01826	5.2
K01829	3.86
K01834	320.35
K01835	221.35
K01838	11.55
K01839	115.45
K01840	198.1
K01841	0
K01843	7.5
K01844	5.15
K01845	267.34
K01846	4
K01847	173.25
K01848	0.5
K01849	0.5
K01851	0.5
K01854	99.45
K01856	65.46
K01857	128.39
K01858	87.76
K01865	0
K01866	245.11
K01867	242.68
K01868	254.65
K01869	242.25
K01870	242.58
K01872	247.3
K01873	242.13
K01874	242.88
K01875	242.56
K01876	246.88
K01878	70.9
K01879	71.4
K01880	171.23
K01881	243.31
K01883	242.13
K01884	5.65
K01885	212.7
K01886	36.16
K01887	243.16
K01889	242.25
K01890	242.13
K01892	242.28
K01893	144.02
K01894	13.85
K01895	175
K01896	0.01
K01897	381.84
K01902	163.37
K01903	163.37
K01904	0
K01905	0
K01906	72.73
K01907	1.45
K01908	2.65
K01909	0
K01910	24.66
K01911	180.48
K01912	76.36
K01914	53.44
K01915	345.79
K01916	213.31
K01918	232.4
K01919	41.86
K01920	16.06
K01921	246.18
K01922	38.52
K01923	242.37
K01924	244.88
K01925	242.67
K01926	122.25
K01928	169.35
K01929	244.08
K01933	242.14
K01934	174.31
K01935	194.42
K01937	219.87
K01938	167.95
K01939	242.29
K01940	211.98
K01941	3.61
K01945	240.41
K01947	5.75
K01950	18.53
K01951	336.92
K01952	554.43
K01953	129.23
K01955	243.98
K01956	239.18
K01958	160.51
K01959	0.7
K01960	4.85
K01961	224.45
K01962	149.19
K01963	225.33
K01965	4.6
K01966	179.54
K01968	6.8
K01969	8.42
K01971	7.07
K01972	242.73
K01974	2.37
K01975	68.38
K01989	132.57
K01990	1827.39
K01991	36.37
K01992	1543.11
K01993	16.6
K01994	0.57
K01995	55.79
K01996	57.99
K01997	58.69
K01998	62.7
K01999	61.79
K02000	18.52
K02001	4.07
K02002	28.04
K02003	1060.65
K02004	953.44
K02005	147.47
K02006	9.29
K02007	10.19
K02008	9.89
K02009	12.96
K02010	153.91
K02011	177.66
K02012	245.66
K02013	1169.45
K02014	178.73
K02015	1749.35
K02016	1503.19
K02017	99.5700000000001
K02018	171.15
K02019	9.87
K02020	171.52
K02021	197.62
K02022	5.18
K02024	3.12
K02025	152.17
K02026	151.77
K02027	167.02
K02028	486.65
K02029	345.13
K02030	636.74
K02031	172.72
K02032	686.39
K02033	588.78
K02034	598.45
K02035	827.749999999999
K02036	282.97
K02037	243.98
K02038	243.93
K02039	254.04
K02040	251.28
K02041	207.59
K02042	347.03
K02043	1.2
K02044	225.17
K02045	18.67
K02046	18.67
K02047	18.67
K02048	22.55
K02049	283.23
K02050	158.52
K02051	219.52
K02052	16.25
K02053	5.95
K02054	5.6
K02055	16.79
K02056	139.62
K02057	197.4
K02058	86.6
K02062	12.69
K02063	18.74
K02064	19.07
K02065	37.01
K02066	37.01
K02067	37.01
K02068	82.58
K02069	87.6200000000001
K02071	312.43
K02072	312.68
K02073	362.28
K02074	140.36
K02075	142.27
K02076	77.95
K02077	154.36
K02078	287.28
K02079	0
K02080	0.8
K02081	1.68
K02082	46.58
K02083	4.12
K02086	114.69
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	4.34
K02100	0.42
K02103	2.01
K02106	11.82
K02107	10.47
K02108	237.77
K02109	240.53
K02110	237.77
K02111	237.77
K02112	237.77
K02113	161.72
K02114	237.77
K02115	237.77
K02116	40.73
K02117	28.1
K02118	28.1
K02119	24.24
K02120	29.05
K02121	16.51
K02122	24.15
K02123	28.1
K02124	28.1
K02160	222.35
K02164	0.7
K02167	3.04
K02168	100.27
K02169	35.89
K02170	10.94
K02171	61.63
K02172	62.23
K02173	0.4
K02182	4.4
K02188	12.05
K02189	9.02
K02190	6.42
K02191	4.08
K02192	10.81
K02193	17.08
K02194	17.08
K02195	20.25
K02196	18.19
K02197	20.25
K02198	20.25
K02199	32.99
K02200	34.6
K02203	7.04
K02204	15.25
K02205	1.44
K02217	187.25
K02221	225.6
K02224	27.2
K02225	3.17
K02226	18.83
K02227	27.2
K02228	14.35
K02229	21.76
K02230	17.55
K02231	94.61
K02232	30.61
K02233	94.15
K02234	3.17
K02236	115.85
K02237	244.82
K02238	189.25
K02239	0.37
K02240	117.09
K02241	0.27
K02242	119.82
K02243	116.19
K02244	115.99
K02245	115.31
K02246	111.44
K02247	0.37
K02248	38.97
K02249	0.37
K02250	75.63
K02251	0.22
K02253	0.22
K02254	0.37
K02255	0
K02258	5.76
K02259	164.55
K02274	93.6
K02275	92.95
K02276	93.48
K02277	1.27
K02278	12.74
K02279	15.06
K02280	12.41
K02281	3.06
K02282	12.45
K02283	102.76
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	12.21
K02292	0
K02293	0
K02294	0
K02297	9.51
K02298	68.78
K02299	69.9
K02300	68.93
K02302	26.33
K02303	175.89
K02304	86.05
K02305	0.7
K02313	238.73
K02314	247.17
K02315	22.72
K02316	242.32
K02317	0
K02334	31.76
K02335	242.05
K02336	0.7
K02337	304.46
K02338	245.78
K02339	26.03
K02340	241.8
K02341	240.3
K02342	479.94
K02343	242.23
K02344	12.49
K02345	0
K02346	242.4
K02347	75.5
K02348	54.25
K02351	3.85
K02352	74.98
K02355	258.37
K02356	244.21
K02357	242.13
K02358	266.2
K02361	88.2
K02362	1.03
K02363	2.69
K02364	2
K02371	62.72
K02372	153.56
K02377	6.98
K02379	166.52
K02380	13.69
K02381	0.62
K02383	0
K02385	1.47
K02386	7.06
K02387	9.5
K02388	9.6
K02389	8.9
K02390	9.4
K02391	7.06
K02392	10.59
K02393	7.06
K02394	7.06
K02395	4.46
K02396	8.9
K02397	7.6
K02398	5.61
K02399	0.2
K02400	10.9
K02401	8.47
K02402	0
K02403	0
K02404	3.5
K02405	6.15
K02406	11.24
K02407	6.3
K02408	9.48
K02409	8.9
K02410	8.9
K02411	7.6
K02412	8.9
K02413	4.39
K02414	4.05
K02415	8.53
K02416	8.75
K02417	10.78
K02418	5.61
K02419	8.9
K02420	9.48
K02421	8.32
K02422	6.73
K02423	0.22
K02424	142.03
K02425	0
K02426	25.05
K02427	24.87
K02428	319.09
K02429	25.53
K02430	2.93
K02431	20.78
K02433	292.45
K02434	220.38
K02435	220.38
K02436	0.63
K02437	123.4
K02438	111.48
K02439	13.19
K02440	198.21
K02441	4.63
K02442	1.73
K02443	84.3100000000001
K02444	39.16
K02445	120.11
K02446	91.53
K02448	0.7
K02450	0
K02451	0
K02452	7
K02453	13.66
K02454	19.17
K02455	13.8
K02456	16.64
K02457	7.56
K02458	10
K02459	10
K02460	9.9
K02461	9.9
K02462	9.5
K02463	8.1
K02464	0
K02465	0
K02466	2.69
K02467	0
K02468	2.69
K02469	248.48
K02470	248.68
K02471	18.22
K02472	87.39
K02473	6.51
K02474	13.17
K02475	72.38
K02476	73.74
K02477	14.98
K02478	4.71
K02479	0
K02480	0.37
K02481	7.81
K02482	1.3
K02483	175.9
K02484	154.4
K02485	2
K02486	0
K02487	1.28
K02488	1.3
K02490	0.37
K02491	0.37
K02492	184.65
K02493	242.22
K02494	23.28
K02495	278.13
K02496	20.94
K02497	16.23
K02498	22.24
K02499	81.3
K02500	174.34
K02501	174.14
K02502	16.6
K02503	153.78
K02504	12.46
K02505	12.49
K02506	12.49
K02507	12.79
K02508	1.62
K02509	62.4
K02510	127.06
K02511	0
K02517	135.02
K02518	242.43
K02519	240.96
K02520	242.13
K02521	5.82
K02523	32.97
K02525	1.37
K02526	14.21
K02527	30.21
K02528	242.13
K02529	665.55
K02530	112.95
K02531	23.18
K02532	16.29
K02533	8.81
K02535	28.68
K02536	38.82
K02538	72.77
K02545	59.27
K02547	59.27
K02548	190.66
K02549	175.18
K02550	0
K02551	180.26
K02552	98.5200000000001
K02553	82.29
K02554	64.09
K02556	13.82
K02557	25.48
K02558	26.33
K02560	12.49
K02562	3.61
K02563	242.23
K02564	226.68
K02565	1.72
K02566	83.57
K02567	12.99
K02568	12.99
K02569	12.99
K02570	12.99
K02571	1.97
K02572	13.39
K02573	12.49
K02574	12.49
K02575	76.22
K02584	0.91
K02585	0.33
K02586	0.33
K02587	0.54
K02588	3.57
K02589	0.6
K02590	0.6
K02591	0.33
K02592	0
K02593	0
K02594	0.43
K02595	0
K02596	0
K02597	0
K02598	1.51
K02600	241.63
K02601	243.69
K02609	65.2
K02610	65.2
K02611	65.2
K02612	65.2
K02613	69.08
K02614	100.62
K02615	0
K02616	2.54
K02617	3.13
K02618	65.2
K02619	125.76
K02621	147.36
K02622	147.66
K02623	2.7
K02624	70.16
K02625	2.17
K02626	1.75
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	14.07
K02650	19.37
K02651	28.93
K02652	18.49
K02653	19.74
K02654	96.74
K02655	19.09
K02656	22.98
K02657	5.04
K02658	7.04
K02659	5.04
K02660	5.04
K02661	0.5
K02662	8.28
K02663	11.22
K02664	10.79
K02665	10.79
K02666	10.79
K02667	6.54
K02668	6.34
K02669	17.47
K02670	19.15
K02671	8.46
K02672	11.46
K02673	8.45
K02674	13.81
K02676	10.59
K02679	12.19
K02680	12.52
K02681	12.19
K02682	12.16
K02686	13.41
K02687	155.66
K02688	3.47
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	12.89
K02744	34.42
K02745	28.95
K02746	28.48
K02747	28.48
K02750	84.11
K02753	0.05
K02755	62.67
K02756	2.2
K02757	270.06
K02759	95.07
K02760	93.75
K02761	132.75
K02763	0.2
K02765	138.49
K02768	12.26
K02769	4.4
K02770	302.96
K02771	0.75
K02773	112.58
K02774	110.61
K02775	98.7000000000001
K02777	110.6
K02778	0
K02779	61.01
K02781	7.4
K02783	12.62
K02784	17.59
K02786	108.35
K02788	123.99
K02791	76.69
K02793	76.85
K02794	132.79
K02795	126.68
K02796	121.81
K02798	69.66
K02799	0
K02800	133.83
K02802	0.33
K02803	0.99
K02804	95.9100000000001
K02805	10.11
K02806	32.33
K02810	261.79
