function	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K15024	503.81	335.94	387.57	408.71	356.52	416.74	888.07	2138.89	201.62	377.14	589.86	627.39	374.35	362.71	478.01	918.16	152.44	235.22	605.29	337	759.79	560.21	855.09	539.68	285.16	540.08	323.87	384.79	973.78	863.78	529.39	520.5	223.44	256.16	594.91	841.37	292.8	661.14	321.09	327.75	825.13	521.33	604.05	670.48	447.53	757.39	440.32	562.75	517.31	294.14	612.46	500.24	364.74	1090.78	683.66	421.05	398.33	301.51	423.04	201.89	486.97	372.46	303.65	240.34	297.52	308.07	425.39	550.58	342.49	464.32	496.36	907.67	243.23	378.42	657.93	275.39	412	642.73	233.03	613.24	407.97	536.15	290.37	182.51	335.06	495.05	358.91
K15034	97.67	95.07	139.87	13.95	9.47	0	0.29	7.45	43.95	261.08	239.75	157.08	430.73	3	32.58	30.21	46.18	218.47	11.59	100.83	111.15	514.08	20.03	14.97	725.66	4.56	60.18	28.35	212.1	39.04	0	0	11.03	499.86	381.73	0.92	122.29	1.75	177.26	75.43	112.46	3.57	27.7	149.17	0.6	518.49	77.25	3.88	30	101.22	0.33	42.42	107.92	56.4	5	8.99	481.37	180.23	5.33	16.5	76.63	0	5.44	19.71	41.59	10.86	20.09	2.26	0	6.04	112.41	166.78	63.25	12.96	78.25	53	295.9	23.67	52.9	122.73	0	1.39	82.57	5.33	187.51	35.17	663.65
K15051	106.43	437.33	519.67	230.29	136.08	116.48	338.45	245.4	301.56	234.39	383.07	137.85	582.92	163.86	285.92	469.92	478.02	177.4	221.22	217.54	213.55	134.25	217.91	79.02	118.22	575.18	171.48	541.97	88.26	116.2	585.02	77.84	333.55	48.5	98.55	123.42	136.67	505.73	363.9	351.93	228.95	539.1	110.4	86.6	339.38	99.02	174.56	603.95	292.99	328.34	145.92	602.67	238.52	37.92	122.24	492.32	94.43	213.93	301.93	353.32	431.79	83.69	299.52	88.48	233.04	198.77	327.38	63.51	566.09	85.02	149.45	109.75	324.2	117.04	383.36	429.98	249.28	391.67	478.3	344.26	186.27	747.32	279.09	214.75	264.6	323.21	53.32
K15052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15054	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0
K15057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15067	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0.33	0	0	0	0	0	0	0	0.67	0.33	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	0.33	0	0.33	0.33	0	0.33	0	0	0	0.67	0	0	0
K15109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15125	1.66	0	0.66	3.87	157.18	0	1	0	12.24	0.66	1.34	1.19	0	29.66	0	8.66	108.98	0	0	2.5	4.72	0	4.51	0	0	5.16	5.59	24	10.42	0	0	0	0	0	0	0	19.99	0	0.12	0	1	9.34	0	0	23.68	20	0	141.34	0	2.28	2	11.66	4	40.4	42.66	35.32	0	37.23	0	257.34	0	0	0	26.16	0	0.66	4.68	0	0	42.98	93.76	0	0.2	0.14	0.56	0	201.02	0	54	2	2	2	240.42	539.82	0	0	2
K15226	0.2	0	0	29.5	56	0	0	0	2.5	1.5	0.5	2	1	0	6.4	0.5	0	1.5	5	2	0	9	6.5	39.5	0	2.5	0	53.5	0	1	1	0	0	0	6.5	0	0	0	8	5.5	0	0	16	0	0	0	0.5	0	0	50.2	0	8	0	0	2.5	3.5	17.5	1.5	132	0	0	5	0	0	0	0	5.5	68	0	0	0.5	0.5	0	95	0	0	0	1	12.5	0	0	0.8	1.5	0	0	51.2	0.7
K15228	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15229	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15256	15.23	0.57	19.02	18.45	22.9	0	18.59	9.94	26.85	0.33	1.31	1.33	427.57	25.43	9.58	6.7	61.85	52.63	23.92	0.93	111.85	327.43	19.18	8.14	2.33	10.3	26.95	20.35	51.32	2.71	3.33	142	11.17	505.73	7.44	13.06	138.79	32.45	178.76	86.7	1.29	8.67	33.3	1.85	12.64	13.57	34.48	81.95	27.1	113.59	14	58.05	91.59	46.71	26.83	31.01	6.96	142.23	0	128.27	28.13	8.7	3.02	35.04	41.01	21.52	4.34	2.26	0	22.5	115.08	129.95	63.25	11.49	74.79	0	102.08	3.72	54.9	118.32	5.4	10.74	85.47	271.66	194.51	4	662.78
K15257	0.83	0.57	17.12	12.95	3.14	0	0.79	4.79	6.12	0.33	0.67	0	427.28	17.83	9.58	6.2	54.92	12.63	11.59	0.33	111.65	306.83	10.79	8.14	0	1.97	19.55	19.85	42.65	1.71	0	0	11.03	499.86	0.14	0.92	116.79	0.58	177.26	74.43	1.04	8.24	27.7	0.85	12.44	13.57	32.58	74.55	25.08	72.39	1.33	44.58	91.59	43.57	26.33	25.65	5.71	142.23	0	127.67	28.13	0	0.69	35.04	40.76	11.19	2.01	2.26	0	22.16	109.58	129.45	63.25	11.29	74.79	0	102.08	2.17	52.9	118.32	1	2.14	82.57	271.66	184.18	0	661.98
K15268	82.83	11.9	16.79	12.95	3.04	0	7.96	8.83	7.62	0	0.5	1.5	429.03	0	62.41	1.62	0.43	90.3	11.59	0.5	113.48	306.83	17.73	12.64	3	3.64	37.22	44.02	38.21	10.71	0	0	11.03	518.86	0.64	13.17	118.29	1	187.26	75.43	1.37	4.78	34.03	1.25	0.6	3.57	32.58	3.88	27.38	83.22	0.33	57.3	91.59	56.19	5	7.74	5.71	142.23	0	1	30.63	2.67	38.69	29.38	40.64	10.86	15.67	115.43	0	3.67	78.27	147.78	63.25	12.71	76.12	0	2.4	29	70.57	117.53	0	1.14	2.43	5.33	186.93	26.5	660.98
K15269	0	0	0	9.99	1.5	0	0	1.12	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	7.29	0	0	0	11.19	0	0	0	0	0	0	0	0	0	38.49	0.92	0.12	0	0.33	0.12	0	0	0	0	0	0	2.29	0.33	0	0.12	0	2.88	0	0.25	0	2.38	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.25	1.92	1.33	0	0.33	0.33	48	0.45	0	0	0	0.67	0.25	0	0
K15270	101.16	44.16	1.33	111.49	146.99	0	7.67	5.33	213.83	11.67	0.5	17.84	0.5	1	99.16	2.83	144.18	112.34	2.67	23.33	14.16	14.5	13.33	6.67	16	5	20.75	100.01	29.33	63.51	168.32	28.5	132	8.33	169.5	4.42	198.66	1.34	20.67	1	0.33	57.66	14.5	7.23	4.33	30.82	86.82	9.5	19	361.67	5.75	33.68	29.33	58.17	3.67	0	32.84	65	0.33	24.17	36.17	761.52	75.17	165.33	116.18	60.99	94.34	2.34	139.33	285.67	0.17	150.33	2.99	1.67	0.33	29.83	16.83	17.5	38.42	78.66	1.5	4.66	140.82	3.33	104.16	88.84	2.5
K15311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15331	15.33	1.33	0	0	29.33	0	0	178.33	15.33	39	0	1	0	10	38.67	2	0	0	113.33	1.33	24.67	0	0	7	74	1.67	0.33	0	0.33	51	0	0	0	4.33	11.33	0	0	3.33	19.67	0	26	2.67	56.67	35.67	10	0.67	0	0	0	0	11.67	0	9	0.33	33.33	0	19.33	3.33	0.33	0	1	0	13.67	0.67	43.33	24.33	0.67	136.67	0	8.33	53.33	13.33	0	138	0	0	0	4.33	0	138.67	0	0	0	0	0	1	10.67
K15337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15342	1838.76	1937.26	1200.36	1046.82	1413.38	1814.34	1745.27	2390.2	1051.92	1211.14	1498.15	1370.48	1023.47	1704.14	1946.96	1946.46	2011.03	1516.31	1845.23	1028.5	1858.56	1528.24	1370.08	1552.86	1820.03	1436.31	1143.22	1894.16	2059.73	1612	1780.66	1352.69	1209.81	752.63	1825.91	1634.23	1540.3	1977.44	1713.38	1311.39	1842.93	1667.42	1583.41	1942.63	1269.54	1761.7	1373.6	1755.51	1891.8	1496.69	1611.63	1523.87	2080.93	1515.81	1675.69	886.52	1848.22	1654.34	1380.59	1065.05	1745.12	1606.24	1900.53	1396.29	1575.31	1468.03	1679.92	2241.37	1723.33	1531.5	1678.34	1874.54	1824.1	1786.1	1688.14	1798.02	1640.31	2037.44	955.1	1909.41	2104.97	2064.11	1553.31	1065.89	1555.92	1488.68	1003.58
K15344	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15345	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15346	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	7.57	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	8.86	0	0	0	0	0	1.29	0	0	0	3	0.57	4.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	1.14	0	0	0	0	0	0	0	0	1.71	0.29	0	0	0	0.14	5.14	0	0.14	0	0	0	0	0
K15349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15350	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15351	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15352	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15353	0	0	18.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88	0	0	68.99	0	0	0	1.85	0	0	0	0	0	0	0	0	0	0	58.6	0	0	0	0	1.42	10.99	0	0	0	4.72	3.43	15.58	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0.42	14.3	0	0	0	0	0.86	10.3	0	0	1.71	5.71	0	0	0	1	57.12	0	0.72	0	0	0	0	0
K15354	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	30.71	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	24.87	0	0	0	0	0.71	4.85	0	0	0	0.86	1.43	5.72	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.14	6.58	0	0	0	0	0.43	5.15	0	0	0	2.71	0	0	0	0.43	25.99	0	0.29	0	0	0	0	0
K15357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.14	0	0	0	0	0	0	0	0	0	0	0	80.14	0	0	0	0
K15358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0
K15367	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15368	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K15371	123.83	11.33	34.25	0.67	2	0	7.67	7.78	2.5	1	0.5	13.83	3.17	0	52.83	0.58	0	78.17	0	0.5	2.33	0	21.3	4.5	5	3.17	5.15	37.17	0	9	0	0	0.17	19	0.5	13.17	1.5	1.25	11	0	0.66	1.62	18.33	2.66	0.17	0	0	0.5	5.71	11.5	0.33	36.37	25	15.05	0	3.42	0	0	0	0	2.5	2.67	38	9.67	0.62	0	17.67	114	0	14.33	0	18.5	0	2.67	3.96	0	1.83	27.33	21	5.36	0	0	0	1	3.75	26.5	5.67
K15372	1	1.33	4	12.26	14.33	35	0	0.66	4	2.67	7.67	9.33	3	107.34	9.33	5.33	4.67	11	8.67	19	0	10.67	57.92	5.33	0	4.66	0.33	10	2.33	26.66	2	0	1.67	7.33	9.33	11.67	38.49	3	0.12	56.33	15	26.33	72.67	18.67	11	0	44.66	8	0	7.66	27.67	0	0	5.5	1.67	17.66	2.33	16.38	0	1.33	5.33	0	17.33	12	5	40.67	11.17	0	0	26.66	160.33	4	0.25	0.2	1	0	0	41.84	75	7	1.67	3	0	10.33	0.5	119.34	0
K15373	0	0	0.25	9.99	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	38.49	0	0.12	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	2.5	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	48	0.75	0	0	0	0	0	0	0
K15383	20.44	1.47	0	26	19.67	0.14	2.78	21	0.56	12.55	12.11	1	106.21	0	0.29	1.78	6.44	1.78	2	0.11	29	2.33	4.06	2.33	1.1	3.22	2.7	0.92	0.44	12.56	25.11	0	0.33	1.11	2.11	1.01	40.78	11.92	3.5	0	1.03	0.78	3	1.12	11.62	3.22	0.78	0.56	3.29	4.91	0.57	1.78	0	1.56	0.44	1	0	1.89	7.44	1.33	13.01	6.35	1.33	3.2	1.64	3.22	1.25	0	6.89	0.31	2.22	11.61	9.51	4.14	5.58	0	1.33	119.94	4.22	1.39	3.89	1.33	1.44	0.89	0	0	0.43
K15396	41.83	0.57	18.18	13.62	52.71	0	0.79	9.24	6.12	0.33	0.81	0	428.74	17.83	9.58	6.53	54.92	12.63	11.59	0.33	112.08	306.83	18.41	8.14	2	3.04	24.05	20.85	44.36	1.71	0	0	11.34	499.86	0.14	1.73	116.79	0.91	177.26	74.43	1.37	8.84	39.7	2.18	12.61	13.57	32.58	74.72	27.07	73.92	1.66	64.97	117.59	46.88	26.33	29.68	5.71	142.23	0	127.67	28.13	0	0.69	35.04	41.26	11.19	2.18	3.09	0	34.3	109.58	129.62	63.25	12.04	75.43	0	103.08	2.34	53.23	119.53	1	2.14	82.57	271.99	184.68	0	661.98
K15408	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15460	1246.74	1374.51	1409.39	1724.35	1925.01	1636.19	1193.27	294.95	1848.08	1716.81	1478.82	1901.32	1011.94	1614.62	1233.82	932.3	1291.11	1570.38	1550.18	1570.83	1096.01	1667.31	1509.39	1228.24	1714.41	1032.24	1752.25	983.48	1262.91	1370.11	865.41	1832.67	1701.32	1108.51	1371.78	1416.45	1280.23	995.65	1096.47	1510.78	1177.57	1062.36	1462.37	1284.02	1958.39	1563.11	1644.73	921.79	1388.25	1324.12	1438.41	1335.62	1112.06	1100.42	1393.97	1174.46	1273.5	1469.38	1113.63	1680.63	1196.42	1022.84	1228.04	2001.4	1282.24	1611.78	1264.62	1222.51	1696.87	1118.99	1193.15	1235.9	1470.55	1610.26	1511.27	1323.38	1331.96	1362.88	1377.87	1106.29	1534.37	612.4	1370.71	1813.21	1357.92	1464.78	1483.11
K15461	156.66	49.4	18.59	90.94	199.8	0	0.79	7.74	40.12	2.33	1.31	3.84	429.57	18.83	131.41	8.2	55.09	88.47	14.26	7.16	123.91	321.33	21.31	18.81	4.17	6.21	44.55	55.35	73.89	74.22	4.83	28.5	11.17	508.19	169.64	1.31	120.29	1.42	197.93	75.43	8.54	8.67	35.87	8.08	14.44	27.73	90.9	84.05	44.15	438.42	4.83	62.73	125.25	116.21	26.33	28.51	38.55	207.23	5.66	151.84	36.96	758.85	34.19	35.04	156.44	72.18	110.85	2.93	139.33	309.14	109.75	261.28	66.24	12.96	75.26	29.83	119.41	40.17	71.4	197.27	2.5	2.14	201.89	274.99	290.84	16.5	664.48
