KOs	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K14154	4318.387858	2514.830663	2009.268959	4114.615279	2029.318177	4967.101336	3899.053935	5496.667096	3134.165768	2093.731313	2859.45455	2734.470599	1887.38753	4023.926352	4229.411625	2293.811306	2443.089261	4009.024844	1691.074308	2157.978379	2909.119443	2356.903737	2965.644752	2693.847721	1990.009871	3767.556682	4166.854545	4072.272239	4341.038353	3767.587006	5371.774113	4975.398154	2603.652671	1221.962408	3350.259549	4767.980261	4129.328889	4512.600738	3484.407148	4101.845288	3311.405003	4046.316673	3570.822089	2899.223004	2523.933284	3971.662538	3186.448807	4539.555454	4357.299505	4542.980307	3606.152254	3085.979182	2886.254077	6158.635623	2003.92235	3507.883872	1480.460487	3396.862601	3716.017663	2376.587355	3994.833941	6200.973379	3628.985957	3989.813685	2854.738615	4121.437523	3058.356336	4166.333514	3922.675771	4315.898846	2692.065338	2644.402277	3445.352291	3325.602855	3881.249744	4435.346096	2015.343764	2113.428186	2202.331156	3968.035504	4822.970751	4096.687051	4675.393806	2024.660767	3583.072707	3599.358896	1741.16577
K14155	431.5833333	31.33333333	57.78571429	490.6029412	172.9761905	0	1	189.6708909	65.33333333	52.22222222	8.285714286	23	89.82142857	39.58333333	631.6666667	15.5	83.60714286	19.25	114.3333333	12.58333333	99.52380952	22	389.5714286	44.25	97	11.30952381	57.62965368	38	96.8452381	293.25	29	171	1.285714286	54.33333333	897.3333333	0.285714286	90.33823529	6.833333333	149.4166667	1	66	14.77380952	104.9166667	38.33333333	30.75	22.91666667	138	119	120.6428571	2046.714286	31.16666667	120.4631336	71	395.0819328	65.33333333	107.2142857	109.3333333	457.9047619	36.33333333	199	11	4554.333333	211.6666667	43.77777778	745.3655914	396.0833333	570.3333333	140.6666667	836.25	1748.002381	58.01190476	620	18.35294118	143.75	1.285714286	15	186.4444444	109.0833333	175.2647059	616.9880952	1.5	1.5	716	412.9722222	622	60.5	44.3452381
K14163	4799.202422	2837.705826	2452.673088	4582.663868	3841.432026	5753.943003	4109.620793	6138.186903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4775.002016	2443.392537	3166.420868	4455.000827	2890.139685	2349.850321	3021.684485	2965.055193	4342.145675	2870.912286	2131.842679	4140.106682	4828.074966	4190.57314	4857.16888	4261.158062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.311323	3804.402794	4519.671039	3681.998847	4367.299126	3681.694927	3375.777284	3542.641091	4222.171868	3878.640474	4738.954785	4652.119325	5512.870171	4147.149176	3331.718389	3645.858657	6800.12343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3844.610458	4535.712223	3931.30048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4424.506716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4273.340202	1884.041476
K14170	4344.637858	2445.233604	2018.633245	4088.575279	2049.509353	5029.401336	4060.391814	6078.367096	3151.015768	2153.931313	2939.075762	2751.920599	2034.345485	4031.880898	4285.611625	2322.211306	2486.803547	4078.875602	1705.456126	2166.822318	3012.33914	2384.83088	3047.471318	2706.597721	2071.909871	3809.356682	4350.654545	4101.672239	4364.329814	3782.778182	4997.174113	5050.329972	2283.002671	1229.012408	3398.126216	4819.368139	4180.278889	4557.029309	3524.007148	4195.545288	3429.730003	4076.160613	3600.732089	2916.623004	2612.333284	3997.656478	3236.898807	4573.881212	4556.549505	4647.380307	3646.602254	3188.991682	2963.654077	6273.494194	2017.17235	3610.783872	1505.610487	3419.062601	3767.267663	2418.837355	4012.833941	6222.590046	3651.517775	4050.545503	2966.770055	4151.537523	3101.181336	4189.933514	4255.233347	4373.098846	2817.650632	2662.952277	3603.077291	3393.027855	4280.240653	4478.996096	2025.943764	2168.941065	2235.381156	4081.423383	4925.220751	4244.537051	4796.543806	2040.910767	3643.680283	3637.658896	1776.564341
K14187	4705.307858	2564.453604	2143.606102	4349.570279	3832.609353	5683.596336	4074.463935	6099.918225	3729.897197	2051.576313	3008.49455	3558.217027	1995.63003	4669.088019	4716.966625	2218.801306	2549.833547	4395.014844	2157.854308	2309.143379	2930.899443	2912.97588	4233.7795	2679.767721	2093.954871	4112.376682	4822.774545	3968.272239	4774.367996	4185.718182	4937.874113	5433.648154	2236.722671	1516.087408	3714.759549	5227.855261	4331.928889	4590.304309	3527.647148	4500.440288	3511.265003	4186.881673	3616.507089	2811.858004	3448.333284	4167.737538	3729.268093	4550.295454	4641.049505	5321.035307	4118.867254	3232.319102	3492.629077	6789.054194	2057.71735	3551.428872	1517.415487	3685.987601	3769.697663	2358.862355	4157.118941	6617.060046	3962.315957	5261.423685	3612.008373	4289.992523	3813.211336	4637.158514	5230.420771	4704.858846	3111.200632	3366.667277	3780.712291	3809.262855	4625.524744	4810.366096	2017.068764	2244.313186	2287.741156	4066.945504	4969.745751	4258.392051	4830.168806	2205.220767	3653.462707	4123.563896	1862.114341
K14260	1184.333333	1.333333333	21.2	22.35294118	32.05454545	1081	51	184.3333333	19.33333333	39.22222222	889	767	29.65	302	693.0666667	132	0.857142857	5	419.1333333	12.33333333	36.86666667	58.4	18	7	86	54.66666667	456.0008658	9	594.6666667	51	1142	0	41	93.93333333	11.33333333	531	136.5882353	5.333333333	240.6666667	408	56	2.666666667	214.8666667	36.33333333	10	419.6666667	52	0	15	35	19.66666667	34.2	43.8	4220.379552	769.3333333	0	19.93333333	377.1047619	0.333333333	0	546.6	0	9.666666667	33.11111111	45.53333333	26.93333333	0.666666667	162.6666667	0	932.4666667	347.1619048	31.13333333	0.352941176	143	40.4	0	8.444444444	103.3333333	188.7647059	1005.666667	460	0	3.4	5.222222222	0	1	79.6952381
K14263	0	65	0	206	841	1051	55	4	1204	70	34	95	2	375	0	18	885	621	15	102	0	27	54	3	5	49	368.5333333	504	97.33333333	0	999	0	822	0	0	25	1316	104	0	1	1	344	1	39.66666667	26	183	114	57	2	1	17	123	156	1	35	0	115	121	750	255	215	0	22	934	0	0	0	43	0	0.8	0	1	178	97	94	89	3	1	76	4	123	28	86	58	2	434	10
K14267	394	36	40.2	499.8529412	72.72121212	90	0	10.5	29	38.22222222	72	40	118.9	152	684.4	11	84.85714286	24	17.8	58	90.2	99.4	90	44	33	15.8	71.66753247	433	97.33333333	237	76	171	39	157.6	881	12	107.5882353	137	195	73	87	153	49.2	32.66666667	3	47	110	33	113	2231	18	257.2	64.8	385.2128852	42	38	97.6	487.7714286	37	280	176.6	4572	355	113.4444444	702.2	405.6	791	21	876	1739.3	92.82857143	649.8	410.3529412	27.5	33.4	0	56.44444444	104	192.7647059	493.5	8	218	826.4	21.22222222	670	70	71.02857143
K14268	0	0	57.05714286	10	2.721212121	0	0	5	57.42857143	0	0	3.428571429	29.4	0	1.4	0	0	5	0.8	0	12.2	58.4	18	0	0	0	12.12121212	0	2	0	0	0	0	89.6	0	0	32	2	35	1	2	0	1.2	0	0	0	0.285714286	0	2	26	0	0.2	12.8	0.5	0	0	0.6	177.2	0	0	8.6	0	0	0	2.2	2.6	0	0	0	0	31.4	17.8	0	5	33.4	0	1	1	0	1	0	0	3.4	2	0	0	41.6
K14272	54.19047619	187.7619048	25.48571429	119.210084	41.5047619	4.285714286	38.57142857	292.7619048	56.61904762	63.22222222	85.28571429	49.71428571	49.69761905	237.047619	63.20952381	139.547619	23.57142857	86.42857143	149.7047619	129.6904762	287.152381	167.4	527.3095238	40	124.8571429	405.7857143	31.00952381	249	43.21428571	120.3095238	103.7142857	1.714285714	168.5714286	108.0761905	77.23809524	41.95238095	105.3977591	99.33333333	92.83333333	7.285714286	86.14285714	248.7142857	69.81904762	80.28571429	101.2857143	18.11904762	96.57142857	281.0238095	29.71428571	81.19047619	105	56.36666667	68.23333333	2.950980392	83.76190476	258.3095238	44.79047619	104.8904762	23.9047619	144.0952381	43.45714286	13.71428571	16.66666667	46.87301587	70.2952381	95.93333333	76.42857143	153.5714286	39.42857143	177.1571429	104.8190476	85.01428571	6.948179272	231.8571429	35.13809524	33.85714286	152.2063492	12.47619048	150.3361345	193.0952381	313.5238095	409.2857143	65.11428571	79.07936508	76.69047619	33.42857143	220.1238095
K14273	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	0	1	0	0	0	2	0	0	0
K14274	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	0	1	0	0	0	2	0	0	0
K14275	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	0	1	0	0	0	2	0	0	0
K14454	4798.396867	2837.705826	2427.298088	4580.649979	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.249651	4725.533675	4774.099238	2386.198093	2596.490312	4455.250827	2266.236907	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4132.856682	4828.074966	4190.57314	4856.863325	4262.408062	5549.84078	5448.061954	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3636.484958	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.315611	3574.164213	6803.87343	2101.674227	3678.553017	1547.270022	3765.552466	3915.662558	2462.74689	4319.43792	6889.012718	4149.989997	5384.07328	3844.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4891.933221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.589979	4864.049437	2252.982839	3693.144397	4273.590202	1884.791476
K14455	4798.396867	2837.705826	2427.298088	4580.649979	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.249651	4725.533675	4774.099238	2386.198093	2596.490312	4455.250827	2266.236907	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4132.856682	4828.074966	4190.57314	4856.863325	4262.408062	5549.84078	5448.061954	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3636.484958	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.315611	3574.164213	6803.87343	2101.674227	3678.553017	1547.270022	3765.552466	3915.662558	2462.74689	4319.43792	6889.012718	4149.989997	5384.07328	3844.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4891.933221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.589979	4864.049437	2252.982839	3693.144397	4273.590202	1884.791476
K14534	0.75	2.75	47.85714286	3.75	1.5	25.5	64.75	114.25	58.42857143	2.75	1.25	3.428571429	1.6	1.75	10.5	1.5	2	48.5	3	0	23.25	0	26.5	0.5	0.25	3.25	13.75	4.75	8	0.75	3.75	45.75	4	0	0	25.75	54.75	9.5	2.5	24.75	7	1.5	0	1	4	4	10.28571429	2.25	99	6	5.75	19.25	40	14.75	1	15.5	4.5	2.5	18	3.75	8.25	7	1	43.5	5	12.25	10.25	0	275	1.5	1.5	0	96	9.5	344.4	15.25	0.25	17.25	0	68	0	1.5	47.25	5	32	14.75	3.75
K14541	264	267	109.0857143	59.35294118	227.4628571	41	45	38.86428571	20	156	9.285714286	60	46.97142857	8	50.4	57	38.85714286	48.5	12.8	237.5	17.05714286	75.4	415.6514286	91	170	29.14285714	43.14632035	4	111.7619048	386	4	77	13.28571429	127.6	84	44.28571429	109.5882353	18	151	233	43	30.85714286	52.2	132.6666667	56	46	70.6	51	64.14285714	118.4142857	145	16.48571429	369.4	89.99859944	197	63.71428571	123.6	644.7714286	40.3	15.2	122.6	5	111	47	47.7	24.6	25	38	7	90.08571429	294.6285714	105	23.35294118	90	61.68571429	13	106	28.5	93.76470588	29.07142857	3	17.5	27.4	24	12.1	60	88.42857143
K14631	0	0	0	10	0.72	0	0	6	0	0	0	0	0	0	0	0	0.857142857	0	0	0	3	0	19.08	0	0	0	27.81904762	0	40.33333333	0	0	0	0	0	0	0	27	2	0	1	1	0	0	0.666666667	0	2	0	0	5	1	0	0	22	34.5952381	0	0	0	360.5714286	0	0	0	0	0	0	0	0	0	0	0	0.8	3.428571429	0	0	5	1	0	1	1	0	1	0	0	0	2	0	0	27.42857143
K14641	0	156	127.5	94.5	0	139.6666667	59.66666667	99	64	0	56.66666667	0	4	0	593.3333333	36.66666667	48.33333333	156	3	1	15	0	8.666666667	0	0	2	223.5333333	82.66666667	12.33333333	78.66666667	487.5	44	336.5	0	0	24	63.5	5	25.33333333	24	31.66666667	1	0	1	2	5	7	95.33333333	93	5	39	7	39.6	14	0	3	3	147	18	0	106.5	6	4	43	5	12	10.5	0	274	0.8	0.8	0	96	136.3333333	339	14	0	40.33333333	26	67	40.66666667	1	45	5	29	8	52.33333333
K14642	0	156	127.5	94.5	0	139.6666667	59.66666667	99	64	0	56.66666667	0	4	0	593.3333333	36.66666667	48.33333333	156	3	1	15	0	8.666666667	0	0	2	223.5333333	82.66666667	12.33333333	78.66666667	487.5	44	336.5	0	0	24	63.5	5	25.33333333	24	31.66666667	1	0	1	2	5	7	95.33333333	93	5	39	7	39.6	14	0	3	3	147	18	0	106.5	6	4	43	5	12	10.5	0	274	0.8	0.8	0	96	136.3333333	339	14	0	40.33333333	26	67	40.66666667	1	45	5	29	8	52.33333333
K14652	4527.591456	1633.949869	1186.846975	3608.820729	2821.467119	4410.192104	2202.09621	649.0383392	2507.078943	1713.857795	2222.542169	2605.564646	1584.384726	3704.873733	3973.985805	720.4462793	1934.174155	3599.035347	2503.337509	1398.326977	1898.213729	1969.961435	2719.883429	2321.888092	1775.231062	1563.040968	3889.905762	2269.953721	2723.206766	2934.817482	3113.167235	4148.66998	1177.080872	1448.890848	2426.238121	3427.236213	2817.178624	2214.269124	2352.656407	3787.795315	1840.788812	1952.906276	2991.313226	2541.609327	2824.077199	2080.407379	2808.647193	1912.001274	3587.662997	4587.889275	2718.557995	2654.456034	3121.645744	6641.726046	1753.673038	2746.923052	921.4083443	3411.823977	2458.137345	1252.651376	2983.687724	6436.036501	3070.243735	3923.887706	3110.923007	3774.922153	2871.111468	3196.968567	4264.349607	4396.060962	2556.718512	2642.456695	3213.332794	3494.630712	3401.31813	3012.683028	1555.706859	1480.284218	685.5271349	3824.74471	3893.138609	2060.212819	3870.958224	1499.304365	3145.412971	2748.224214	1319.407569
K14656	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4775.002016	2443.392537	3166.420868	4455.250827	2890.139685	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.718389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3844.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4273.590202	1884.791476
K14677	2619.559048	844.1720912	789.7251493	3024.194803	731.5372245	2489.002289	2035.434173	309.8731275	1490.256721	1062.01798	902.8814548	724.7563128	991.9609825	2526.1654	2710.157102	260.18702	982.628785	2633.808495	853.6662128	773.4529028	1777.731586	1329.53088	1150.049038	2040.337166	685.9810616	1087.556444	2954.078911	1716.88335	1504.474028	1982.09526	792.2098272	3654.058869	745.0266395	951.0112179	1784.918676	2440.43661	2438.669365	1933.912643	1705.424926	2724.179574	1305.197146	1454.604689	2641.669708	1830.488957	1791.378125	1305.004602	1866.774045	1490.082756	3344.325695	3441.697211	1860.117254	2303.867079	1459.120744	1844.630146	605.9137785	2115.782841	557.3416776	1994.455458	2359.948456	674.4143391	1626.428465	5696.14576	2168.92429	2494.170113	2268.230877	3316.139746	1747.641098	2407.170419	3152.692199	2903.323178	1575.454624	1619.511325	2456.597609	2750.914045	2832.484268	2667.358953	910.06797	1010.186996	386.7863941	2588.964948	3232.596942	1552.311893	3699.37952	889.7719577	3048.491675	2048.360325	1099.445532
K14681	4340.637858	2440.205826	2014.494356	4094.770835	2043.731576	5010.818003	4008.614036	6016.144874	3122.126879	1912.090043	2949.964651	2754.976154	1797.199651	4028.325342	4267.611625	2337.322417	2422.025769	3604.750602	1745.011682	2156.850096	2975.783584	2382.266435	3062.185604	2704.48661	2048.79876	3802.356682	4306.543434	4089.672239	4342.327314	3798.000405	4473.84078	5034.329972	2270.669338	1227.456853	3351.459549	4829.812584	4183.278889	4552.029309	3524.610323	4181.989733	3407.14667	4069.160613	3593.172089	2922.289671	2617.555506	3999.434255	3187.565474	4549.258196	4540.549505	4643.71364	3577.380032	3172.750611	2639.404077	6272.303083	2027.616794	3221.783872	1507.388265	2959.395935	3874.378774	2388.615133	4015.056163	6229.478935	3645.739997	4055.32328	3115.13811	4144.093079	3088.931336	4182.933514	4219.622235	4362.920275	2721.011743	2662.063388	3601.077291	3330.138966	4372.90732	4475.996096	1938.165986	2165.943049	2221.631156	4061.994811	4926.10964	4240.537051	4755.543806	2040.910767	3649.569172	3633.658896	1766.669738
K14682	2174.036481	1549.605163	1354.527937	1376.003047	544.6143992	1671.512804	2055.573201	5822.872804	583.0844444	790.606455	2044.680238	1960.795238	707.364709	1132.534762	2893.678598	2072.792804	540.514709	565.1394974	774.5443386	1315.449021	1348.873571	1119.417302	1924.131309	724.8108201	1371.083571	2737.905	1373.969887	1953.085185	2838.527619	2129.9607	2765.164021	1601.255952	744.8741799	513.0429894	2416.834524	2460.302381	673.4265951	2669.087566	2095.767407	1376.553545	2198.505079	2358.134206	1022.600529	1135.763677	968.7382275	2517.777778	1335.495661	2995.525608	1442.386508	3458.33627	1821.137116	934.421164	1267.777778	4968.478414	1355.52709	1039.075106	931.6545238	1328.137831	693.4160317	1273.991534	2293.436693	5131.560688	1710.423571	741.3430423	1390.989418	1276.86418	1964.919868	1806.495899	2265.59045	3186.099788	1222.992834	1740.230106	992.0998195	758.9590476	1710.500661	1790.813069	849.7765873	1302.958254	1967.844918	2097.122937	1656.290476	2668.327011	1805.253439	750.1441005	1539.118069	1321.588254	789.2760582
K14727	2128.814524	548.3014286	1334.34381	986.7829412	560.9221645	1697.558571	1394.972143	5381.793968	676.9661905	915.232381	1648.827857	1820.692857	829.2319048	764.2204762	2200.395	983.96	324.0009524	985.4627778	694.3914286	1155.482619	906.7878571	894.0228571	1987.710238	717.1034127	616.4264286	1014.452619	1028.932561	934.4555556	2868.041111	2102.965556	2147.857143	1506.125	293.9379365	480.3130952	2359.240873	2462.572222	797.0263305	1619.002381	1236.465556	1167.708571	1898.706667	884.4476984	1055.266667	1069.115	612.293254	2336.136508	1265.774762	1323.120317	1090.516667	2853.140238	1726.727857	622.0174603	1376.416667	4777.301695	1338.496667	1613.924841	571.947381	1489.95	314.1834921	649.2944444	1541.705476	5057.437143	1124.040238	517.6792857	1243.67381	954.388254	1265.061667	1867.605952	1363.769286	2925.60746	1009.632143	1757.202857	903.4397666	615.9185714	1682.444048	786.68	740.1924603	1235.237619	583.6808964	1925.827698	792.2833333	788.1394444	1427.692857	276.3221429	1508.973889	823.7985714	628.5607143
K14759	125.8388889	59.83333333	184.175	110.5668301	113.0045455	233.0666667	160.15	218.1333333	290.7833333	128.1579365	212.2666667	85.8	140.4375	90.73333333	709.8527778	178.8611111	731.5710317	216.075	864.6361111	203.3333333	70.81666667	85.65	98.85238095	134.2	147.85	271.7166667	292.5508658	141.8166667	215.4097222	235.8666667	102.4	18.40277778	31.55	223.9333333	63.98333333	249.85	310.6882353	151.9333333	200.6857143	143.65	267.0805556	73.11666667	320.3166667	157.4166667	224	56.46666667	91.55	223.3619048	51.4	232.5	173.9666667	81.41884921	312.5444444	49.04621849	167.6527778	614.3	48.73333333	543.7075397	178.4833333	221.7305556	148.55	57.88333333	164.0777778	43.11111111	145.5458333	163.0833333	149.4166667	301.7166667	0	97.6452381	166.9119048	290.7333333	124.2529412	337.9166667	161.4	231.55	228.6944444	204.4702381	119.5647059	193.4952381	81.76666667	24.70277778	124	449.0722222	457.1	157.3	202.3142857
K14760	75.13888889	46.33333333	143.075	76.36683007	65.30454545	176.6666667	52.75	193.8333333	247.5833333	104.7579365	106.6666667	24	55.7	61.33333333	706.5527778	120.0611111	715.9710317	181.9	777.0361111	69.83333333	53.61666667	85.65	20.45238095	59.5	75.25	29.91666667	235.0508658	94.41666667	114.7722222	167.1666667	56.5	0.402777778	2.75	221.9333333	24.08333333	28.75	185.5882353	59.83333333	168.2857143	58.75	158.1805556	58.41666667	71.61666667	121.4166667	221	36.66666667	38.45	204.7619048	30	176	91.16666667	64.23134921	256.7444444	48.04621849	77.65277778	45.5	34.93333333	517.0075397	15.58333333	209.4305556	100.85	5.083333333	127.7777778	43.11111111	51.13333333	89.28333333	54.91666667	200.9166667	0	87.8452381	99.41190476	173.7333333	0.352941176	306.4166667	56.4	3.25	164.1944444	171.7952381	105.7647059	158.0952381	52.66666667	1.902777778	3.4	410.9722222	217.1	46	151.0142857
K14977	2	192	126.5	110.5	29.12121212	204.6666667	4	3	75	38	121.6666667	18	9	146	673.3333333	47.66666667	130.3333333	128	16	53	4	32	58.66666667	7	26	7	241.9878788	495.6666667	40.66666667	102.6666667	532.5	0	371.5	18	22	12	53.5	134	54.33333333	72	78.66666667	149	0	30.66666667	1	41	27	120.3333333	4	189	34	149	9	1	42	37	11	81	3	277	264.5	19	158	81	22	32	226.5	17	40	30.8	57	63	392	146.6666667	3	0	45	32.33333333	52	24	48.66666667	218	107	2	48	19	49.33333333
K15013	2632.348148	1883.055556	1020.729365	1929.53138	3080.997032	3525.924471	2236.662747	5486.514153	2696.173016	1004.987169	2215.114069	2904.965476	1052.672902	2213.134307	3336.208598	2011.316138	1645.828042	2087.408033	1430.706157	1347.982961	1181.357792	1642.862302	2994.076236	825.694709	1395.570238	3279.62381	2117.759331	2357.674074	3514.716144	2593.981746	4669.114021	2002.062771	1873.380688	760.9763228	2793.070635	3083.985101	2436.809928	2841.529233	2119.815344	1930.498545	2340.648413	2790.849892	1232.125529	1086.457011	1719.541005	2917.318939	1972.103042	3187.44216	1380.360317	4280.035317	2435.443783	1046.557077	2341.502778	5390.694367	1513.57209	1742.253042	1049.40119	2189.729497	1622.307143	1616.960979	2497.21336	5547.280688	2196.91039	2885.176527	2039.012524	1549.213624	2780.199868	2403.545899	3240.368025	3523.941534	1568.465873	2659.045106	1572.887597	1320.752381	2284.772523	2411.333069	1111.982143	1529.476371	2061.871584	2104.27518	1726.74881	2518.801455	2041.528439	1401.545767	1904.612867	2407.493254	945.8867725
K15016	1773.732143	376.9285714	1006.628571	1009.043417	1124.155498	2388.535714	1211.946429	5112.442857	1606.964286	585.6388889	1346.779762	1582.392857	510.1857143	1098.214286	1302.167857	704.1309524	1000.928571	1352.553571	517.7880952	766.8821429	963.7178571	914.15	1348.594286	377.125	905.3988095	1147.803571	1067.18539	961	2762.47619	1500.142857	2912.464286	1401.589286	1129.52381	223.5345238	2166.696429	2182.821429	1848.231092	1384.5	703	695.0357143	1580.817857	1000.696429	597.4857143	297.7440476	356.2440476	2381.535714	1053.357143	1186.607143	929.3571429	2507.779762	1379.875	460.4857143	702.5666667	4757.123599	970.2619048	961.0654762	596.8321429	1270.878571	854.3214286	620.9285714	1242.332143	4667.964286	565.625	1264.748016	1032.878571	607.7666667	860.3619048	1464.196429	1190.303571	2889.692857	548.0392857	1382.180952	354.7065126	287.7821429	1501.882143	663.1071429	407.8313492	993.4761905	615.3361345	1465.375	1052.607143	839.4107143	1278.114286	306.8710317	822.4821429	921.1785714	626.0107143
K15024	2683.374274	2398.517329	1550.880866	3345.695905	1084.157887	2827.019484	3833.434496	5426.175607	1798.892435	1931.100662	1913.92357	1795.574352	1929.090299	3301.445342	2853.199608	2081.730685	2168.099016	3391.637123	1883.20487	1623.122729	2738.397819	2282.055749	2521.210795	2495.480434	1912.937679	3611.493349	3307.357929	3431.965733	3646.423602	3463.117997	3103.048187	4832.548065	1661.321971	1158.968014	2416.121862	4188.130001	2700.305715	4263.217805	2919.579831	3743.95678	3271.094958	3484.764126	3222.288445	2267.632654	2505.226277	3352.880201	2689.210288	4324.452193	4317.530436	2186.569616	3574.354917	2834.516074	2820.389213	1665.851949	1177.853486	3262.529498	1268.841688	3181.254318	3044.742558	1961.378371	3152.398846	1404.673459	3189.981108	2980.775873	2271.044255	3510.902408	2395.85085	3949.716797	3284.718562	1713.797234	2422.982005	1968.286371	3202.275254	2988.00775	4132.506369	4311.79017	1858.132052	1814.99641	1915.830545	2380.322272	4249.624505	4162.607016	3942.17814	1949.650247	2578.852915	2948.834091	1749.545179
