KO	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K00013	30372.72	19558.9	17236.33	16672.64	15953.92	12977.52	28162.55	16374.59	45410.89	15432.28	19222.16	17611.64	13091.43	12815.72	11137.96	6020.14	10742.94	13582.35	9739.34	10998.78	34650.13	14930.45	17481.15	85641.44	140274.42	86681.28	93020.93	108352.07	94526.49	133120.83	100905.29	39398.35	96686.69	39807.63	48687.72	47042.83	34681.29	73874.77	39891.33	88696	22922.72	32909.67	43465.31	43330.18	47979.82	48914.03	18765.32	27040.73	27196.97	28804.98	45082.18	18626.89	32070.07	37072	43233.44	36013.9	41145.8	42236.52	37742.71	28436.31	25407.69	42373.99	38341.57	31557.68	33823.11	60945.67	33282.24	42376.2	32703.63	29443.26	41600.8	58703.77	36850.66	29017	35093.46	56513.44	25030.33	47931.34	45028.99	41910.67	26708.96	19144.94	38293.22	70356.11	56706.59	36434.99	53839.35	63621.64	54599.53	54892.23	45653.44
K00014	40866.6	24846.39	19812.62	19294.53	21621.72	21317.46	39766.76	22163.31	55344.88	21172.63	29167	24829.62	24717.29	19107.98	15706.51	12484.25	15764.89	17333.43	12701.13	14922.17	46747.79	18745.47	23792.33	117425.71	149679.27	91665.09	111219.79	138576.94	138590.63	161988.13	115466.71	61271.15	118902.64	49371.39	65377.86	64668.88	62565.83	107641.76	49492.81	109467.52	48700.79	73325.76	63139.28	59064.25	58574.14	66795.2	22915.64	39201.19	30038.09	41816.92	57335.41	29424.37	35409.17	51425.49	52868.54	39221.59	49489.74	81421.99	57765.91	52052.08	39773.17	48675.8	51131.51	47900.11	50242.13	70440.82	48835.95	61421.23	44534.79	33445.7	51612.5	75206.16	72913.33	44204.13	44077.86	99179.52	52091.84	51336.08	56168.38	47436.21	32106.24	26958.89	48133.36	78760.53	65686.7	55477.73	70038.93	70617.01	68869.96	66447	60484.88
K00015	2578.73	1617.78	1571.87	1251.6	3287.53	777.97	3158.8	1829.67	4143.38	4001.83	2155.67	8846.96	1762.85	411	881.58	92.3	217.17	4398.75	1783.53	3869.16	1340.73	5396	1774.67	6345.38	31950.55	33765.11	45625.8	17386.2	1614.02	4201.96	11620.5	942.83	12847.11	112	9559.43	6615.3	13414.37	22256.5	4568.67	15615	1311.3	4918.9	685.02	1045.5	930.4	1526.03	762.33	1248.78	1132.33	562.67	930.94	1768.78	3251.33	2740.07	2738.86	3857	2472.17	209.5	1117.22	1566.5	1314.17	508.75	2155.5	2922.57	1155.82	51575.27	579.9	820.33	1531.03	3812.33	1541.4	664.28	605.8	2809.73	1472.38	4280.55	1971.5	3151.35	3162.43	3193.56	5816.55	629.38	3993.05	11096.76	16082.39	8028.42	3440.92	24753.9	22470.7	10507.58	28872.45
K00016	23835.31	13037.63	11072.03	10650.73	10117.71	12150.92	13578.55	11690.75	31354.5	15446.52	14682.94	10454.82	12150.79	7977.37	10889.87	7709.67	8636.37	9400.57	6498.4	6371.99	31110.13	8174.77	13580.18	73171.27	54829.78	38668.96	34533.92	59276.55	73606.87	101941.59	54483.1	42416.91	48360.54	28719.28	34303.37	32700.34	28676.6	52362.54	15246.03	58786.41	17829.71	35358.66	31320.07	37451.27	33745.89	30480.34	10148.07	24668.93	16439.49	22266.79	35821.8	13625.55	13377.74	24343.23	22089.99	15504.1	24358.82	45027.54	38087.14	28209.37	25729.78	20687.61	33800.24	21127.35	32257.9	11013.2	26456.85	37019.62	14396.71	17374.91	27130.42	49780.79	39621.25	28323.54	25285.05	58103.38	33100.44	15281.64	32245.4	18243.04	16138.77	13289.98	20497.1	38430.57	30484.65	26001.71	35158.93	20445.62	26264.69	26766.82	19155.18
K00018	21082.09	14558.47	11884.3	12496.2	11645.15	9705.59	24759.34	12480.76	26147.34	7171.87	14847.65	6748.27	7877.41	12307.76	8874.58	1993.86	6748.29	7407.1	5611.78	5141.34	28072.01	7546.61	13665.6	69240.84	59986.36	11721.59	99762.95	80681.75	78247.7	70397.76	59192.22	26910.84	68776.3	30672.49	31537.43	28965.73	14497.65	38802.05	31042.33	65744.18	35363.42	23504.77	23668.42	32828.82	30143.43	42953.91	7470.02	21178.72	20643.16	26771.83	32759.29	17273.5	25031.34	30271.84	33784.57	27807.68	31349.84	28465.03	30485.33	17748.89	19252.01	22519.76	22863.77	26267.96	27994.88	6506.88	28246.28	32297.37	27069.17	22350.3	28206.63	41115.42	27570.26	20655.03	27901.45	40357.56	14179.74	26194.77	26622.86	21641.45	18151.09	13786.02	33406.98	39424.4	34404.04	18419.02	13861.75	23010.31	20632.06	37215.05	20850.05
K00019	2555.83	1796.09	1674.92	1305.5	3295.7	964.9	3137.34	1832.28	4300.61	4008.23	2195	8843.35	1762.67	453.16	916.83	75	212.5	4480.74	1888.17	3959.33	1554.57	5445	1948.01	6430.3	32878.73	33521.88	19638.27	17896	1851.16	6494.45	11389.49	956.49	13915.74	153.34	9612.88	6761.04	13588.01	22591.99	4849.26	15706.44	1535.22	4920.63	792.75	1156.67	1277.01	1734.64	763.16	1343.86	1186	567	966	1515.36	3046.13	2945.65	2534.56	3931.33	2477.06	208.83	1057.34	1579.16	1342.27	537	2238.66	3025.67	1139.77	51640.93	662.5	912.83	401.16	3832.33	1863.43	892.5	522.33	2854.06	1655.17	3484.11	1989.83	2971.61	3346.17	3152.23	7294.17	659.58	4031.63	11058.34	19209.78	7014.47	3521.53	24684.87	22522.23	11929.92	24822.07
K00020	8653.58	5737.02	5429.44	4038.51	10394.77	3470.28	11050.52	6084.69	16143.46	10577.02	6561.91	21666.9	5704.37	3046.34	4678.35	423.26	2110.75	13091.37	6181.58	11111.47	11168.27	14220.82	7482.08	41837.81	82587.14	44716.36	77392.99	58141.18	23478.08	25965.23	34382.62	10234.7	39969.08	8211.92	27875.64	24150	41224.7	64541.03	16515.82	62882.2	7231.94	13179.62	5831.82	7307.45	11579.65	10067.44	5052.98	12219.36	5301.16	7460.53	8695.63	5941.13	11735.11	11672.21	10206.18	11741.31	10994.71	15957.36	9800.65	7909.09	8793.2	5511.06	9682.69	15846.73	8468.94	124558.66	9698.61	9635.63	6035.94	11847.34	10157.56	13536.5	12171.18	12810.28	11811.63	14366.4	9726.79	10266.93	13443.57	11337.97	21661.37	5700.71	15737.59	36995.58	47603.85	23508.02	18846.33	61249.94	58911.87	35776.56	70677.46
K00021	634.5	0	211	30	0	48	11.5	79	2238.5	0	21.5	0	0	0	0	0	1159	0	3.33	39.5	0	18.5	125	2.5	26628.5	8385.5	4	1407.5	1804	11299.5	7145.4	7.5	104.5	560.5	1107	1272.67	1.5	102.84	0	20.5	0	0	0	1280.5	579	1212.5	0	1	262	15.5	1595.5	1	0	4.5	0.4	285	383.5	0	0	469.5	0	3942	1800	0	116	3.5	0	0	0	65	1018	11.5	0	1.5	619.5	19.5	469	0	2770	1412.33	0	241.5	0	9287	348.5	0	0	3101.5	9	24	55
K00023	2689.7	1860.93	1722.46	1286.83	3480.87	917.83	3232.21	1851.96	4237.08	4006.83	2158	8839.73	1761.6	419.83	961.17	75	216.5	4446.41	1893.77	3948.5	1446.54	5398.33	1894.01	6322.14	32755.66	5172.16	32292.16	17883.13	1592.97	6317.83	12145.22	944.16	13775.47	141.67	9592.33	6731	13424.67	22665.16	4916.54	18985.24	1807.79	4900.83	558.22	1140	1376.04	1658.13	826	1243.53	1154.33	883.62	956.13	1577.03	4011.73	3244.48	2553.76	4029.33	2475.2	200.5	1067.27	1581	1311.47	491.54	2220.33	2816.47	1187.84	51621.1	550.5	862.83	949.43	3841.33	2032.54	880.43	502	2816.06	1618.26	3459.11	1975.5	3192.3	3170.13	3186.39	6933.41	1211.65	3963.3	11909.5	16746.24	7424.24	3435	24635.07	22442.39	11291.87	26837.54
K00024	9681.82	9497.23	5309.75	9053.33	7813.41	4635.64	21863.2	7543.24	12485.15	4149.17	5627.14	9005.59	2121.38	8995.49	5474.31	368.48	646.85	6364.08	10395.44	6218.74	7154.71	7663.51	5071.01	28723.33	60990.85	64927.46	94067.67	66500.13	45046.04	32097.75	47879.42	3943.74	73627.37	15776.89	12535.22	13942.36	13859.57	38062.58	42261.48	46168.25	23881.23	14626.32	24571.44	9777.21	15404.43	24648.63	10171.85	6453.49	11988.73	12074.11	9956.5	11803.64	29732.09	18787.82	27364.29	27981.89	18260.94	1895.45	2456.26	2022.14	1696.78	21168.65	6205.04	19472.54	4127.57	51841.81	14014.55	8878.86	36359.43	14271.75	15503.05	9065.41	2881.71	4313.95	12549.76	6163.27	3222.24	46926.63	8085.45	28715.46	20084.84	8722.81	24925.27	27459.62	30442.72	18773.27	37817.2	51452.15	36976.88	45542.8	34993.37
K00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00027	25077.88	14500.23	13503.38	11154.97	10536.89	11792.71	13153.1	11992.13	35274.19	9595.54	15086.05	10577.41	11332.18	9628.25	10484.53	4645.41	8713.72	9623.33	3350.04	6580.82	30832.98	8327.6	13916.85	67196.32	65009.4	47796	35919.1	61022.13	75970.4	98239.41	69402.26	33617.51	54022.77	24956.14	37515.68	35272.28	26531.91	52305.23	16312.16	59558.36	18613.62	34726.45	29031.11	37936.18	42075.55	33493.65	17987.45	24443.19	19308.2	23085.79	40359.53	13099.72	14942.32	24814.52	20925.43	16934.02	26577.12	41871.36	37582.48	26609.1	25110.62	25184.79	34963.33	20191.35	33116.63	9571.31	25643.94	37142.66	14220.08	17859.13	30996.28	52406.48	37600.31	25832.21	28125.84	58698.06	33100.37	17596.2	39135.49	26579.28	15443.23	15322.58	21283.53	43382.64	32087.43	24982.59	27936.93	19959.1	22477.32	25945.96	18048.81
K00029	9737.8	7925.39	5877.37	7220.64	9564.77	3712.21	20751.75	6992.42	14169.54	8075.28	6659.51	17744.79	3705.14	8566.65	5132.59	446.75	671.4	10127.42	7797.61	9199.03	6487.32	12740.04	5881.4	26832.52	85065.28	38380.03	79067.28	69879.19	30158.03	26089.15	48094.88	4008.06	60953.35	14783.29	21189.85	18217.43	27102.38	54510.52	28509.23	50913.24	25119.48	14898.64	18673.89	7265.41	13189.57	23755.45	10701.82	5626.12	9408.81	9311.63	7314.89	10065.29	21643.95	18044.36	26465.29	24122.48	18083.47	1903.5	3333.06	3541.34	2916.82	16127.87	6519.77	17215.78	4140.99	103447.73	9301.5	6463.47	19218.37	16164.41	11984.27	8284.2	2430.5	6452.31	10202.64	8437.72	4610.61	33019.1	9913.88	23709.74	20477.43	7582.76	27076.56	31657.62	44639.67	21859.38	40100.25	67581.66	53739.93	41672.12	57099.55
K00030	981.93	518.99	1077.73	768.47	311.03	486.02	381.26	736.57	3961.75	891.24	464.87	771.61	215.7	528.73	1771.22	147.43	382.78	1464.55	1209.43	138.32	835.31	582.31	344.73	1789.88	5760.86	1184.83	1182.95	2608.11	2317.34	4062.23	2569.96	1822.54	3260.69	3055.04	1183.64	2576.02	1561.5	2500.65	786.96	4120.44	1325.33	1617.81	1156.18	2620.62	1904.16	1177.39	977.86	1188.11	437.7	765.54	1516.48	273.68	722.75	983.78	736.75	1625.51	1250.58	1324.55	2119.74	1329.41	1323.6	2727.58	2925.4	762.58	499.83	245.01	353.21	1066.63	1418.05	999.06	2120.27	3440.85	1853.35	1284.62	953.03	6156.95	1000.82	2131.82	4130.83	1232.87	1303.11	354.16	2452.69	1560.18	1588.19	2771.47	1902.83	1405.03	1230.83	1116.56	660.57
K00031	26045.74	18287.67	14305.16	13608.38	14572.88	13351.59	27093.45	14864.11	35728.99	14370.36	17132.46	18416.16	12831.71	11259.22	11035.49	5907.51	8984.27	11665.96	7799.42	10320.94	31330.55	14338.99	15528.34	82348.48	101996.99	72970.39	83061.87	84636.58	82294.67	96254.16	76310.44	38053.6	78391.45	29870.82	46389.16	41532.97	38352.96	70221.98	37040.28	78662.53	20108.57	42497.07	41092.25	34596.67	38781.15	43703.88	17661.54	25037.56	22203.76	26545.73	38477.39	11789.12	23466.7	35599.67	40551.07	31605.42	36764.88	41161.98	36661.61	26709.13	24174.54	32526.46	31008.05	32421.08	34482.32	61144.15	30885.51	38522.49	30565.5	27519.61	33692.97	46132.41	36519.86	28602.03	29819.87	57046.48	35647.47	36065.23	34167.09	35005.45	25312.25	16707.05	34852.56	55734.17	52989.46	30768.99	51957.37	57106.22	51781.22	47896.97	44855.88
K00032	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
K00033	3989.49	2669.02	1366.71	3658.93	1864.57	2163.18	5043.36	3030.12	5170.29	5034.96	1464.05	845.78	471.68	2535.77	3295.25	2329.62	1778.96	1679.37	4619.32	2029.58	3597.24	975.22	1300.72	14970.2	11191.69	68968.29	53533.59	12059.83	14077.76	26925.79	17462.44	9773.33	26327.91	9335.92	1200.92	3581.31	1522.33	15426.52	19619.82	16568.29	1403.97	5643.79	15346.9	4862.35	10486.47	6107.95	9570.71	3819.45	4611.7	4598.64	5906.78	3718.71	11324.06	5540.06	4921.73	7881.14	2821.71	2163.87	1891.71	1413.09	1371.56	5917.7	4415.2	5562.37	2343.13	1242.24	6287.58	5322.29	18997.86	3026.95	5788.26	3530.59	2815.41	3389.61	4451.76	2658.11	3724.12	15340.33	4827.7	12082.35	7154.99	3712.19	4140.64	8784.26	5439.77	9991.43	16625.78	4477.65	10914.8	16395.91	12449.71
K00034	2074.48	1115.53	1163.87	833.5	1960.53	615.07	2114.05	1152.17	2590.27	2476.83	1429.42	5504.78	1173.58	245	459.83	54.8	144.5	2797.25	1296.36	2487.83	845.73	3455	1153.17	3883.13	20503.53	3082.89	37650.46	9632.4	1022.55	2866.01	8454.13	598.63	8066.22	93.8	5847.63	3632.55	8391.47	12392.95	2659.67	8995.92	785.8	3286.37	595.12	637	557.07	1161.73	545.33	804.13	722.58	419.67	618.52	1043.28	2008.98	1757.07	1643.03	3166	1551.57	162	914.89	1276.5	1068.07	218.67	1378.28	1930.74	755.88	32250.77	405.65	437.58	1770.78	3222.83	876.4	568.73	518.3	1833.23	660.8	3748.79	1231	2416.3	2038.18	2039.98	3944.55	386.63	2535.05	6433.76	9539.5	5874.45	2487.17	15726.9	14422.35	6602.74	19081.95
K00035	2039.33	1108.83	1158.67	850.5	1953.33	393.33	1804	1156.17	2605.67	2465.33	1430.67	5531.33	1170	245	425.33	36	143	2811.25	1253.83	2481.83	847.83	3454	1158.17	3881.33	20461.33	2946.5	12236.33	9562	600.5	2857.83	7690.33	552.16	7779.83	63	5866.5	3618.5	8373.67	12206	2446.67	8925.67	783	3245.5	260.67	637	477.67	1174.33	576.33	833.33	680.33	273.67	504.67	874.33	1706.83	1546.67	1642.83	3159	1619.17	157	868.34	1285.5	1067.67	185.67	1364.83	1733.67	712.33	32674.17	362	429.33	302.33	3222.83	871.5	503.83	411	1796.83	656	2824.67	1223.5	1237	1999.33	1982.83	3908.5	345.83	2463.5	6219.67	9554.5	4525.17	1972.17	15688	14133.5	6577.5	14924.5
K00036	5926.93	4170.46	2896.78	4774.36	5139.06	2463.97	7769.24	4857.59	7647.38	6502.92	3588.52	9524.41	2018.3	2904.73	2182.72	1728.95	1337.96	6115.44	5989.79	5782.84	4428.81	5956.75	3184.23	19341.77	42961.82	39393.48	71455.41	29176.55	14416.07	27194.14	27361.61	6083.75	39329.9	4937.24	10641.66	10008.36	14397.25	34862.12	23525.36	28438.83	2840.03	10440.65	14356.03	5806.5	11425.75	7543.05	10268.84	4269.11	5401	5014.61	6509.93	4956.8	13840.42	7675.79	7087.98	11457.59	4743.37	1601.97	1968.57	2564.83	2185.23	5469.09	4126.37	7794.64	3139.99	52102.76	6567.65	5288.37	19344.86	5381.9	7337.03	3824.21	2305.45	5230.81	5749.64	5944.11	4965.43	16836.12	7278.05	14904.23	13162.92	4244.71	6234.51	19494.85	21405.44	16363.47	17955.93	28977.85	31068.29	27663.98	36471.15
K00038	0	0	0	0	0	2.6	0	0	0	1.4	0	0	11.8	0	0	0	0	0	0	0	0	0	0	0	1.4	6.51	0	8.2	1.8	0	0	2	0	0	0	0	8.6	17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	0	15	0	0
K00039	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67	0	0	0	0	0	0
