KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K15570	4.56E-05	6.87E-05	9.05E-05	8.09E-05	0.000121082	7.18E-05	8.00E-05	7.73E-05	7.44E-05	0.000174585	0.000105706	0.000181831	8.03E-05	3.36E-05	0.000162623	1.34E-05	2.25E-05	0.000195397	8.06E-05	0.00012758	2.86E-05	0.000144849	6.91E-05	5.86E-05	0.000130865	7.22E-05	0.000197085	0.000109805	5.09E-05	3.72E-05	0.000141558	2.11E-05	0.000113899	5.79E-05	0.00011456	0.000175449	0.000137314	0.000159955	9.07E-05	0.000123056	3.27E-05	6.69E-05	5.32E-05	0.000152513	6.77E-05	6.15E-05	0.000117544	6.06E-05	4.76E-05	1.65E-05	1.96E-05	6.01E-05	6.57E-05	5.79E-05	4.55E-05	5.40E-05	4.20E-05	6.10E-06	2.51E-05	2.32E-05	4.50E-05	3.10E-05	4.83E-05	8.92E-05	2.66E-05	0.000202223	3.08E-05	2.93E-05	5.53E-05	6.91E-05	5.12E-05	9.30E-06	1.60E-05	6.87E-05	2.79E-05	0.000193019	4.36E-05	6.77E-05	0.00011135	6.47E-05	0.000203093	8.54E-05	7.62E-05	0.000102368	0.000154401	0.000238367	6.00E-05	0.000160265	0.000153626	9.34E-05	0.000220081
K15633	0.001733308	0.001775725	0.001720656	0.001806781	0.001580245	0.001994853	0.00202868	0.001696536	0.001715357	0.001549265	0.001613706	0.001421805	0.001741515	0.00218435	0.001898897	0.002361485	0.002041921	0.001487281	0.001643227	0.001497997	0.001915534	0.001457154	0.001734491	0.001744893	0.001609161	0.001500989	0.001655283	0.001780246	0.002003209	0.001896636	0.001669525	0.001921725	0.001721095	0.00241146	0.001615375	0.001678594	0.001570563	0.001662411	0.001782694	0.001669737	0.002343509	0.001941631	0.001951969	0.001933659	0.00187388	0.002073494	0.001803966	0.001856618	0.001821086	0.001874529	0.001941415	0.001873267	0.001843896	0.001900562	0.002001014	0.001915374	0.00199819	0.001941457	0.002028183	0.001950273	0.001889722	0.001880532	0.001762783	0.002009506	0.001978585	0.001288604	0.001915939	0.001945225	0.001989995	0.001851882	0.00189697	0.00180898	0.001941731	0.001802136	0.00188633	0.002040916	0.002068816	0.001782024	0.001708418	0.001743333	0.00168897	0.001832516	0.002067875	0.001654499	0.00160984	0.001627549	0.001731103	0.001414266	0.001487066	0.001678544	0.001351691
K15634	0.001733308	0.001775725	0.001720656	0.001806781	0.001580245	0.001994853	0.00202868	0.001696536	0.001715357	0.001549265	0.001613706	0.001421805	0.001741515	0.00218435	0.001898897	0.002361485	0.002041921	0.001487281	0.001643227	0.001497997	0.001915534	0.001457154	0.001734491	0.001744893	0.001609161	0.001500989	0.001655283	0.001780246	0.002003209	0.001896636	0.001669525	0.001921725	0.001721095	0.00241146	0.001615375	0.001678594	0.001570563	0.001662411	0.001782694	0.001669737	0.002343509	0.001941631	0.001951969	0.001933659	0.00187388	0.002073494	0.001803966	0.001856618	0.001821086	0.001874529	0.001941415	0.001873267	0.001843896	0.001900562	0.002001014	0.001915374	0.00199819	0.001941457	0.002028183	0.001950273	0.001889722	0.001880532	0.001762783	0.002009506	0.001978585	0.001288604	0.001915939	0.001945225	0.001989995	0.001851882	0.00189697	0.00180898	0.001941731	0.001802136	0.00188633	0.002040916	0.002068816	0.001782024	0.001708418	0.001743333	0.00168897	0.001832516	0.002067875	0.001654499	0.00160984	0.001627549	0.001731103	0.001414266	0.001487066	0.001678544	0.001351691
K15635	0.001733308	0.001775725	0.001720656	0.001806781	0.001580245	0.001994853	0.00202868	0.001696536	0.001715357	0.001549265	0.001613706	0.001421805	0.001741515	0.00218435	0.001898897	0.002361485	0.002041921	0.001487281	0.001643227	0.001497997	0.001915534	0.001457154	0.001734491	0.001744893	0.001609161	0.001500989	0.001655283	0.001780246	0.002003209	0.001896636	0.001669525	0.001921725	0.001721095	0.00241146	0.001615375	0.001678594	0.001570563	0.001662411	0.001782694	0.001669737	0.002343509	0.001941631	0.001951969	0.001933659	0.00187388	0.002073494	0.001803966	0.001856618	0.001821086	0.001874529	0.001941415	0.001873267	0.001843896	0.001900562	0.002001014	0.001915374	0.00199819	0.001941457	0.002028183	0.001950273	0.001889722	0.001880532	0.001762783	0.002009506	0.001978585	0.001288604	0.001915939	0.001945225	0.001989995	0.001851882	0.00189697	0.00180898	0.001941731	0.001802136	0.00188633	0.002040916	0.002068816	0.001782024	0.001708418	0.001743333	0.00168897	0.001832516	0.002067875	0.001654499	0.00160984	0.001627549	0.001731103	0.001414266	0.001487066	0.001678544	0.001351691
K15759	0.000132469	0.000212234	0.000174111	0.000174416	0.000169667	9.20E-05	0.0001463	0.000148125	0.000176706	0.00042308	0.000148666	0.000199081	9.77E-05	0.000124009	0.000370813	0.000574486	0.000226222	0.000167003	0.000222523	0.000147243	0.000114442	0.000263907	0.000161801	0.000178131	0.000237639	0.000792319	0.000114632	0.000177347	0.000256128	0.00034363	0.000258237	0.000375646	0.000180335	0.000240891	0.000143483	0.000212475	0.000189858	0.000237845	0.000154995	0.000275067	0.000134693	8.54E-05	0.000489057	9.92E-05	0.0001145	0.00012132	8.40E-05	9.20E-05	0.000211145	0.000114956	0.000239051	9.43E-05	0.000280128	0.000202543	0.000341208	9.37E-05	0.000165555	8.59E-05	5.26E-05	3.42E-05	4.42E-05	0.00054182	0.000104686	0.000115189	5.89E-05	0.000205068	0.000118957	0.000163948	0.000123708	7.08E-05	0.000164728	7.25E-05	6.91E-05	0.00020807	0.0001847	2.99E-05	0.000160736	0.000544074	9.79E-05	0.00032267	0.000198136	0.000348143	0.000145031	0.000171483	0.000178077	0.000138929	0.000897784	0.000368184	0.00024306	0.000179071	0.000219917
K15778	0.001527421	0.001662211	0.001603179	0.001465252	0.00152293	0.00181805	0.002003944	0.001468884	0.001362678	0.001484656	0.001513223	0.001383622	0.001633697	0.001783841	0.001874432	0.002354102	0.001560621	0.001374585	0.001562531	0.001433794	0.00154695	0.001341984	0.001536162	0.001718908	0.001083234	0.000803107	0.001648606	0.001708435	0.001879558	0.001443134	0.001397647	0.00173031	0.001654677	0.002114698	0.001355031	0.001454691	0.00148071	0.001328647	0.001756346	0.001631168	0.002066798	0.001934174	0.001586953	0.00123762	0.00150127	0.00169336	0.001748386	0.001660387	0.001652933	0.001766476	0.0015545	0.001839311	0.001729384	0.001695051	0.001799865	0.001797861	0.001777319	0.001796281	0.001664583	0.00168185	0.001746875	0.001075137	0.001506913	0.001942246	0.00168176	0.001280943	0.001846235	0.001699757	0.00198467	0.001783452	0.001448161	0.00169929	0.001812464	0.001672799	0.001746303	0.002014669	0.001969047	0.001324466	0.001384699	0.001340509	0.001497672	0.001594329	0.001965261	0.001318274	0.001529184	0.001565036	0.000925077	0.001199838	0.001445968	0.001579414	0.001346884
K15779	0.001527421	0.001662211	0.001603179	0.001465252	0.00152293	0.00181805	0.002003944	0.001468884	0.001362678	0.001484656	0.001513223	0.001383622	0.001633697	0.001783841	0.001874432	0.002354102	0.001560621	0.001374585	0.001562531	0.001433794	0.00154695	0.001341984	0.001536162	0.001718908	0.001083234	0.000803107	0.001648606	0.001708435	0.001879558	0.001443134	0.001397647	0.00173031	0.001654677	0.002114698	0.001355031	0.001454691	0.00148071	0.001328647	0.001756346	0.001631168	0.002066798	0.001934174	0.001586953	0.00123762	0.00150127	0.00169336	0.001748386	0.001660387	0.001652933	0.001766476	0.0015545	0.001839311	0.001729384	0.001695051	0.001799865	0.001797861	0.001777319	0.001796281	0.001664583	0.00168185	0.001746875	0.001075137	0.001506913	0.001942246	0.00168176	0.001280943	0.001846235	0.001699757	0.00198467	0.001783452	0.001448161	0.00169929	0.001812464	0.001672799	0.001746303	0.002014669	0.001969047	0.001324466	0.001384699	0.001340509	0.001497672	0.001594329	0.001965261	0.001318274	0.001529184	0.001565036	0.000925077	0.001199838	0.001445968	0.001579414	0.001346884
K15780	0.001422949	0.001377362	0.001478548	0.001256778	0.001431907	0.001667318	0.001686691	0.001344586	0.001444199	0.001548329	0.001376405	0.001421412	0.001731347	0.002055108	0.001827473	0.002361485	0.001653491	0.001405748	0.001102873	0.00136314	0.001738309	0.001382313	0.001592634	0.00151002	0.001129309	0.001191096	0.001065435	0.001610163	0.001639121	0.001338449	0.001286762	0.001886292	0.001284124	0.002361631	0.001526606	0.00150329	0.001565424	0.001563641	0.001004545	0.001475199	0.002255324	0.001662513	0.00153055	0.001583796	0.001742449	0.001871456	0.00174445	0.001633622	0.001372349	0.001679444	0.001609458	0.001527577	0.00122805	0.001501649	0.001711157	0.001665858	0.001856982	0.001911293	0.002002549	0.001905551	0.001876762	0.001343184	0.00157472	0.001697746	0.001893048	0.001288129	0.00146513	0.001752514	0.000761805	0.001766377	0.001373069	0.00174527	0.001836836	0.001760563	0.001664598	0.002004043	0.002009396	0.001159637	0.001450394	0.001348541	0.001264608	0.001520603	0.002013095	0.001281959	0.001516912	0.001467222	0.001681732	0.001333577	0.001352747	0.0011948	0.00127984
K15788	0.001004706	0.00069484	0.000970505	0.000711387	0.00124562	0.000777389	0.000720856	0.000932617	0.001163971	0.001093274	0.001030549	0.001156952	0.001031119	0.000558809	0.001139962	0.000316091	0.000879068	0.001259315	0.000939713	0.001151801	0.001189388	0.00116248	0.001199133	0.001331875	0.00090136	0.000709545	0.000851423	0.000895264	0.000714351	0.000857208	0.000933739	0.001235251	0.000832688	0.000693261	0.00122621	0.001084273	0.001238173	0.000966315	0.000758057	0.00116023	0.000530064	0.001126132	0.000597703	0.000826462	0.001247444	0.000748985	0.001222136	0.001284206	0.000863148	0.001241411	0.000614531	0.000503318	0.000420619	0.000879466	0.000617347	0.000850733	0.000847921	0.001117453	0.00105034	0.001006365	0.001114601	0.000502361	0.00114266	0.000873128	0.001074283	0.001249063	0.00101522	0.001026297	0.000361233	0.000974577	0.000754174	0.001265127	0.00110314	0.001096919	0.001163134	0.000812618	0.00094899	0.000380751	0.001258029	0.000803879	0.001044115	0.000804327	0.000966391	0.001071424	0.001114605	0.000844945	0.000507753	0.000997368	0.00111864	0.000850114	0.001187252
K15789	0.000134205	0.000352605	0.00015275	0.00015974	0.000116644	0.000170198	6.99E-05	9.43E-05	0.000136406	7.79E-06	9.56E-05	6.58E-06	1.15E-05	0.000163255	7.52E-05	4.74E-07	2.27E-05	1.45E-05	5.51E-05	1.92E-05	4.70E-05	6.85E-05	6.89E-05	6.78E-06	0.000174361	0.000738128	4.47E-05	0.000546644	0.000505266	0.000104907	0.000245122	5.81E-05	0.000214773	3.83E-05	4.70E-05	6.28E-05	9.98E-07	0.000241317	4.09E-05	0.000167688	3.81E-06	2.49E-06	0.000372587	4.70E-05	0.00012911	0.000213186	2.08E-05	7.15E-05	0.00040295	0.000223193	0.000136118	0.000171128	0.000373784	0.000112725	0.000181317	0.000353575	0.000250251	2.39E-05	1.91E-05	8.34E-06	7.51E-06	0.000668328	9.60E-05	5.15E-05	4.43E-05	0	0.000126319	0.000153131	8.14E-05	2.67E-05	0.000191755	0.000157148	1.27E-05	3.32E-05	0.000320538	2.01E-05	1.45E-05	0.000766676	4.58E-05	0.000424903	4.81E-05	0.000300493	9.09E-05	7.65E-05	7.77E-05	7.20E-05	0.000775409	0.000320064	7.66E-05	0.000139873	1.12E-05
K15792	0.001664159	0.001775725	0.001682139	0.001802325	0.001580245	0.001984346	0.002027868	0.001683733	0.001574953	0.001549265	0.001609546	0.001421805	0.001741515	0.00218435	0.001898897	0.002361485	0.0016606	0.001487281	0.001643227	0.001492374	0.001915534	0.001455151	0.001717488	0.001744913	0.001216075	0.001208383	0.001655214	0.001762985	0.001942745	0.00162208	0.001465514	0.001921473	0.001721267	0.002376497	0.001565479	0.001612088	0.001571262	0.00167708	0.001782694	0.00166927	0.002343509	0.001941631	0.001953425	0.001848368	0.001848502	0.002010183	0.001803966	0.001856525	0.001787223	0.001873338	0.001818146	0.001873153	0.001843896	0.001902884	0.002001014	0.001904276	0.001980877	0.001941457	0.002028959	0.001907892	0.001889722	0.001585344	0.001624784	0.002009506	0.00196943	0.001288581	0.001915939	0.001945225	0.001989995	0.001845944	0.001844218	0.001809243	0.001941731	0.001802186	0.001834971	0.002040301	0.002033875	0.001782024	0.001467964	0.001658525	0.00168897	0.001788509	0.002067875	0.001383205	0.001600177	0.001627549	0.001728117	0.001395385	0.001486739	0.001678322	0.001350057
K15849	0.001688316	0.001747863	0.001599421	0.001802541	0.001513378	0.001856919	0.001294859	0.001672225	0.001696454	0.001500394	0.001567798	0.001347707	0.001705271	0.001372903	0.001375869	0.002344091	0.00202316	0.001486042	0.001640699	0.001494321	0.001903604	0.001419306	0.001664785	0.001728575	0.001594241	0.001498509	0.001654089	0.001773976	0.001982932	0.001870644	0.001642707	0.001894786	0.001720249	0.00126392	0.001591883	0.001673487	0.001470588	0.001592945	0.0017769	0.001615481	0.000983661	0.001636014	0.001925146	0.001893722	0.001856351	0.001467394	0.001694373	0.001842323	0.001820357	0.00174155	0.001796165	0.001857863	0.001830749	0.001644737	0.001266864	0.001562296	0.001426209	0.001894864	0.001866188	0.001918384	0.001827177	0.001858001	0.001754843	0.001486851	0.001883043	0.001284466	0.001900883	0.001917371	0.0019849	0.001184022	0.001856767	0.001807696	0.00188424	0.001751102	0.001800165	0.001859212	0.001589165	0.001777068	0.001701682	0.0017317	0.001671572	0.001821355	0.001186412	0.001645082	0.001424505	0.001615476	0.001435519	0.00140477	0.001484202	0.001672952	0.001344379
K15864	0	0	0	0	0	0	0	1.20E-07	0	0	0	0	0	0	0	0	0	4.66E-07	8.13E-07	7.60E-07	0	0	0	8.14E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	2.35E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-07
K15876	5.77E-05	5.69E-05	8.76E-05	3.74E-05	0.000126573	0.000156441	6.16E-05	3.24E-05	2.20E-05	3.37E-06	9.15E-06	3.73E-06	1.59E-06	6.25E-05	0.000148677	1.25E-06	1.91E-06	2.24E-05	5.65E-05	1.21E-05	7.63E-05	6.00E-05	6.93E-05	9.49E-05	3.30E-05	3.74E-05	1.21E-05	3.39E-05	0.000188473	0.000120886	0.000124782	1.71E-05	5.77E-05	8.63E-05	9.14E-06	5.38E-05	1.10E-06	2.14E-05	5.12E-05	0.000129059	8.22E-05	8.09E-06	6.03E-05	3.82E-05	4.26E-05	0.000183712	3.18E-05	4.70E-05	3.97E-05	0.000168598	9.79E-05	1.72E-07	0.000178676	0.000126845	0.000114997	1.35E-05	2.87E-05	5.06E-05	9.11E-06	1.19E-06	2.16E-05	0.000109546	9.70E-06	1.02E-05	1.68E-05	1.58E-06	9.82E-05	1.11E-05	9.30E-05	0.000123195	9.21E-05	4.72E-05	2.29E-05	1.08E-05	9.57E-05	7.05E-06	1.04E-06	1.05E-05	7.86E-06	1.19E-05	9.22E-05	0.000145162	0.000150823	3.63E-05	4.01E-05	6.20E-06	7.68E-06	3.40E-07	1.58E-05	5.23E-05	3.86E-06
K15877	2.83E-05	4.85E-05	4.90E-05	4.14E-05	0.000112047	2.55E-05	6.12E-05	7.28E-05	6.35E-05	0.000155658	9.30E-05	0.000179964	7.85E-05	1.59E-05	3.03E-05	1.34E-05	1.52E-05	0.000123265	4.98E-05	0.000122099	2.26E-05	0.000139326	5.59E-05	3.90E-05	0.000115989	4.68E-05	8.39E-05	9.65E-05	7.55E-06	2.44E-05	4.53E-05	1.76E-05	7.31E-05	2.71E-06	0.000110686	0.000102355	0.000126643	0.000147528	5.70E-05	9.94E-05	2.27E-05	6.69E-05	9.58E-06	2.06E-05	8.69E-06	1.04E-05	2.67E-05	2.47E-05	3.45E-05	6.25E-06	1.67E-05	4.64E-05	3.93E-05	3.56E-05	3.49E-05	2.75E-05	4.20E-05	1.85E-06	1.47E-05	1.69E-05	1.87E-05	2.46E-06	3.90E-05	4.84E-05	2.16E-05	0.00019946	9.42E-06	1.96E-05	3.23E-06	3.60E-05	2.77E-05	2.76E-06	6.45E-06	6.62E-05	2.54E-05	1.50E-05	3.77E-05	2.81E-05	6.52E-05	5.35E-05	7.73E-05	3.10E-05	5.41E-05	9.06E-05	0.000132776	7.50E-05	3.93E-05	0.000146262	0.000142898	8.63E-05	0.000192967
K15893	3.25E-05	9.66E-05	5.74E-05	6.23E-05	0.000130229	3.43E-05	7.31E-05	8.48E-05	6.77E-05	0.000155658	0.000116933	0.000180657	7.93E-05	2.49E-05	3.45E-05	1.34E-05	1.54E-05	0.000124034	5.30E-05	0.000123786	2.43E-05	0.000140812	6.50E-05	3.94E-05	0.000124326	0.000347149	9.93E-05	0.000107405	1.93E-05	2.82E-05	5.60E-05	1.89E-05	8.48E-05	3.58E-06	0.000112524	0.000105955	0.000130892	0.000149563	6.30E-05	0.000109155	2.47E-05	6.76E-05	1.28E-05	2.15E-05	1.37E-05	1.92E-05	2.92E-05	2.82E-05	5.75E-05	3.89E-05	2.69E-05	7.99E-05	7.83E-05	4.80E-05	5.49E-05	6.34E-05	4.41E-05	2.26E-06	1.78E-05	1.70E-05	2.11E-05	4.11E-06	4.21E-05	6.01E-05	2.98E-05	0.000199615	1.07E-05	4.08E-05	1.78E-05	4.66E-05	3.23E-05	6.80E-06	7.97E-06	6.62E-05	4.33E-05	2.03E-05	3.88E-05	8.08E-05	8.46E-05	9.69E-05	9.17E-05	5.17E-05	6.78E-05	0.000111473	0.000137195	9.71E-05	6.34E-05	0.000146746	0.000149826	9.92E-05	0.000198472
K15916	0.001663426	0.00177346	0.001664921	0.001801811	0.001580245	0.001976485	0.002026631	0.001672095	0.001565255	0.001494055	0.001609007	0.001407139	0.001738239	0.002101269	0.001795045	0.002354118	0.001605176	0.001482317	0.001641954	0.001491805	0.001915269	0.00145498	0.001713495	0.001743874	0.001172699	0.000912732	0.00165502	0.001759273	0.001937549	0.001595958	0.001463509	0.001850902	0.001720319	0.002352629	0.001561705	0.001610382	0.001568453	0.001628104	0.001778347	0.001667765	0.002342671	0.00193749	0.001943671	0.00182378	0.001835356	0.00196222	0.001781264	0.001852563	0.00178691	0.001868425	0.001771207	0.001869827	0.001835984	0.001899337	0.002000003	0.001879305	0.00197868	0.001940745	0.002015346	0.001880506	0.001850684	0.00157103	0.001619914	0.002007545	0.001966142	0.001287608	0.001913279	0.001945225	0.001988869	0.001839346	0.001838992	0.001806845	0.001933829	0.001788275	0.001818012	0.002036745	0.002019744	0.001745218	0.00145309	0.001656206	0.00168804	0.00178225	0.001989849	0.001382534	0.001575931	0.001617098	0.001459769	0.001394039	0.001486357	0.001677646	0.001349931
K15918	0.001004706	0.00069484	0.000970505	0.000711387	0.00124562	0.000777389	0.000720856	0.000932617	0.001163971	0.001093274	0.001030549	0.001156952	0.001031119	0.000558809	0.001139962	0.000316091	0.000879068	0.001259315	0.000939713	0.001151801	0.001189388	0.00116248	0.001199133	0.001331875	0.00090136	0.000709545	0.000851423	0.000895264	0.000714351	0.000857208	0.000933739	0.001235251	0.000832688	0.000693261	0.00122621	0.001084273	0.001238173	0.000966315	0.000758057	0.00116023	0.000530064	0.001126132	0.000597703	0.000826462	0.001247444	0.000748985	0.001222136	0.001284206	0.000863148	0.001241411	0.000614531	0.000503318	0.000420619	0.000879466	0.000617347	0.000850733	0.000847921	0.001117453	0.00105034	0.001006365	0.001114601	0.000502361	0.00114266	0.000873128	0.001074283	0.001249063	0.00101522	0.001026297	0.000361233	0.000974577	0.000754174	0.001265127	0.00110314	0.001096919	0.001163134	0.000812618	0.00094899	0.000380751	0.001258029	0.000803879	0.001044115	0.000804327	0.000966391	0.001071424	0.001114605	0.000844945	0.000507753	0.000997368	0.00111864	0.000850114	0.001187252
K15919	3.25E-05	9.66E-05	5.74E-05	6.23E-05	0.000130229	3.43E-05	7.31E-05	8.48E-05	6.77E-05	0.000155658	0.000116933	0.000180657	7.93E-05	2.49E-05	3.45E-05	1.34E-05	1.54E-05	0.000124034	5.30E-05	0.000123786	2.43E-05	0.000140812	6.50E-05	3.94E-05	0.000124326	0.000347149	9.93E-05	0.000107405	1.93E-05	2.82E-05	5.60E-05	1.89E-05	8.48E-05	3.58E-06	0.000112524	0.000105955	0.000130892	0.000149563	6.30E-05	0.000109155	2.47E-05	6.76E-05	1.28E-05	2.15E-05	1.37E-05	1.92E-05	2.92E-05	2.82E-05	5.75E-05	3.89E-05	2.69E-05	7.99E-05	7.83E-05	4.80E-05	5.49E-05	6.34E-05	4.41E-05	2.26E-06	1.78E-05	1.70E-05	2.11E-05	4.11E-06	4.21E-05	6.01E-05	2.98E-05	0.000199615	1.07E-05	4.08E-05	1.78E-05	4.66E-05	3.23E-05	6.80E-06	7.97E-06	6.62E-05	4.33E-05	2.03E-05	3.88E-05	8.08E-05	8.46E-05	9.69E-05	9.17E-05	5.17E-05	6.78E-05	0.000111473	0.000137195	9.71E-05	6.34E-05	0.000146746	0.000149826	9.92E-05	0.000198472
K15922	0.001375499	0.001442266	0.001125456	0.001637076	0.001371339	0.001407758	0.001142275	0.001509412	0.001327505	0.001360925	0.001315806	0.001285369	0.001413441	0.001046301	0.001027485	0.002102039	0.001386544	0.001317944	0.00149878	0.00135842	0.001394719	0.00126686	0.001363831	0.001554523	0.001088808	0.000788627	0.00127668	0.001617933	0.001432798	0.001215302	0.000999388	0.001549037	0.001427695	0.000833896	0.001272865	0.001264735	0.001333491	0.001190321	0.001625232	0.001359126	0.000587881	0.000982676	0.001679591	0.001372602	0.001343076	0.001146679	0.001455289	0.001468079	0.001681824	0.001450355	0.000981628	0.001171104	0.001205063	0.001243545	0.000967511	0.001327037	0.001225001	0.001483567	0.001276182	0.00152498	0.001436712	0.001273506	0.001333166	0.001360589	0.001442436	0.001264299	0.001600225	0.001569901	0.001640886	0.001029349	0.001553138	0.001526392	0.001549187	0.001433264	0.00156167	0.001441014	0.00142442	0.00161397	0.001311453	0.001500552	0.001253085	0.00134028	0.000861673	0.001211196	0.001198011	0.001217969	0.00154504	0.001352248	0.001420767	0.001439386	0.001270618
K16011	6.93E-05	3.21E-07	3.85E-05	4.55E-06	0	1.05E-05	1.10E-06	1.28E-05	0.000140404	0	4.22E-06	1.31E-08	1.24E-08	0	6.50E-07	0	0.000381321	0	0	5.62E-06	0	2.00E-06	1.70E-05	6.09E-08	0.000394336	0.000292792	1.25E-07	1.77E-05	6.30E-05	0.000274713	0.000222082	2.52E-07	7.88E-07	3.50E-05	4.99E-05	6.66E-05	5.67E-08	2.21E-06	2.17E-07	5.77E-07	0	8.23E-08	5.93E-07	8.54E-05	2.54E-05	6.34E-05	0	9.26E-08	3.45E-05	1.19E-06	0.00012409	1.15E-07	5.22E-06	5.28E-07	2.58E-07	1.12E-05	1.74E-05	0	0	4.24E-05	0	0.000295188	0.000137999	0	9.16E-06	2.38E-08	0	0	0	5.94E-06	5.28E-05	0	0	1.52E-07	5.15E-05	8.46E-07	3.55E-05	5.29E-06	0.000242832	8.52E-05	7.43E-08	4.40E-05	0	0.000271771	1.00E-05	5.68E-07	3.75E-07	2.90E-05	2.30E-07	1.21E-06	2.24E-06
K16054	0	0	0	0	0	0	3.27E-08	0	0	0	0	1.31E-08	1.24E-08	0	0	0	0	0	0	0	0	0	0	1.22E-07	1.78E-08	0	5.55E-08	0	0	1.22E-08	0	0	2.19E-09	0	8.61E-09	0	0	0	0	0	0	4.70E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-08	0
K16055	0.000486208	0.000429053	0.000496222	0.000405701	0.000607001	0.000200352	0.000369843	0.000464933	0.000389066	0.000910323	0.000649659	0.0010812	0.000542561	0.000105921	0.000189811	5.18E-05	0.000109751	0.000779783	0.000432443	0.000830961	0.000152307	0.00088741	0.000381518	0.000230263	0.000745099	0.000252057	0.000506294	0.000464044	4.84E-05	0.000183304	0.000488879	9.59E-05	0.000452422	2.46E-05	0.000635626	0.000488259	0.00075768	0.000688853	0.000317932	0.000505242	0.000128834	0.000468185	4.49E-05	0.000125649	5.96E-05	0.000135483	0.000261463	0.000171579	0.000227087	4.94E-05	0.000101515	0.000249799	0.00022169	0.000218867	0.000237788	0.000422441	0.000273722	2.35E-05	0.000216125	0.000247363	0.000270182	3.65E-05	0.00024827	0.000338397	0.000146471	0.00122364	7.02E-05	0.000101462	4.80E-05	0.000624566	0.000152977	3.59E-05	9.39E-05	0.000429809	0.000148755	0.000260346	0.000223161	0.000172574	0.000413022	0.000333478	0.000561705	0.000170037	0.000330885	0.000458468	0.000736461	0.000515213	0.000203703	0.000923682	0.000894234	0.000532787	0.00107998
K16148	0.000287384	7.55E-05	0.000109352	0.000367305	0.000103776	0.00012478	8.12E-05	0.000342949	0.000417899	0.000144895	0.000147512	4.92E-05	0.000317142	0.000428101	0.00030011	0.000222184	0.000577968	0.000262101	5.64E-05	0.000193592	0.000520978	0.000106578	0.00041634	0.000391387	7.87E-05	7.87E-05	5.95E-06	0.000183354	0.000199994	0.000400461	3.45E-05	0.000735443	0.000205843	0.000288169	0.000328648	0.000247378	0.000371542	0.000146347	0.00029503	0.000133002	0.000214395	1.96E-05	0.000308202	0.000785591	0.000981354	0.000401531	0.000821531	0.000465193	0.000426825	0.000762311	0.000148237	7.65E-05	2.59E-05	0.000320294	8.86E-05	0.000246167	0.000236391	0.000881918	0.000330737	0.000487798	0.00050288	0.000194398	0.000715564	8.50E-05	0.000599559	1.38E-05	0.000309867	0.000432783	9.12E-05	0.00011052	0.000592831	0.001096112	0.000771576	0.000453195	0.000548703	0.00043343	0.000619237	9.31E-06	0.00046351	0.000353933	0.000215524	0.000248814	0.000198615	0.000435196	9.30E-05	7.87E-05	1.52E-05	3.88E-05	8.33E-05	0.000148517	5.48E-05
