KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K01906	3.78E-05	1.36E-07	2.65E-07	1.65E-07	4.79E-08	0	1.54E-06	1.38E-07	5.30E-05	3.46E-07	0	0	0	0	5.46E-05	0	0	0	0.000270578	0	1.82E-05	2.58E-05	0	3.64E-07	6.50E-06	3.90E-06	2.31E-07	4.93E-07	0	2.98E-06	1.13E-06	2.40E-05	2.20E-07	4.73E-05	0	0	0	1.48E-06	3.64E-07	4.99E-05	3.71E-06	0	2.08E-05	0	9.88E-08	2.20E-06	6.41E-07	3.99E-05	1.93E-05	0	0	9.33E-07	7.47E-08	1.55E-05	0	3.93E-06	1.96E-05	0	4.15E-05	0	1.02E-05	0	9.89E-05	0	0	2.87E-06	2.79E-06	0	0	2.16E-05	1.80E-07	0	2.79E-05	2.39E-05	2.13E-05	0	6.61E-06	5.84E-07	8.13E-06	3.19E-06	0	0	3.20E-05	3.88E-05	1.31E-06	0	6.05E-08	1.09E-07	3.28E-06	2.03E-06	0
K01907	0.000569333	0.000549722	0.000597736	0.000446639	0.000766861	0.000265474	0.000354263	0.000532927	0.000521501	0.000814903	0.00058861	0.001012325	0.000407892	0.000214495	0.000752058	3.02E-05	0.000143594	0.000789863	0.000516268	0.000724108	0.000234846	0.000938094	0.000421921	0.000391646	0.000955658	0.001075161	0.000482893	0.000821445	0.000439143	0.00030444	0.00071933	0.000190797	0.000507797	0.000182732	0.000593255	0.000517163	0.00066374	0.000620829	0.000283539	0.000552337	0.000159819	0.00034192	0.000367074	0.000169949	0.000163749	0.000365998	0.000199555	0.00022733	0.000549094	0.000246516	0.000184538	0.000276139	0.000392609	0.000359362	0.000400217	0.000536308	0.000461601	9.55E-05	0.000263368	0.000170309	0.000210576	0.000603861	0.000422846	0.000289672	0.000161455	0.001197066	0.000195747	0.00018291	8.31E-05	0.000590281	0.000290269	0.000147036	0.000121798	0.00039756	0.000357605	0.000177165	0.000195462	0.000727248	0.000471576	0.00065063	0.000446079	0.000325192	0.000446802	0.000509138	0.000691163	0.000530681	0.000849428	0.001209023	0.000831673	0.00052094	0.001038351
K01908	0.000394343	0.000343497	0.000425419	0.000234749	0.00048106	0.000136603	0.00027061	0.000332117	0.000323048	0.00077115	0.000513994	0.000999835	0.000385703	8.55E-05	0.000127468	2.97E-05	9.26E-05	0.000635292	0.000288992	0.000688445	0.000109096	0.000827537	0.000293257	0.000152363	0.000748917	0.000799113	0.000386017	0.000411421	6.97E-05	0.000165018	0.000507778	7.97E-05	0.000365824	3.09E-05	0.000519741	0.000387446	0.000641124	0.000562851	0.000231209	0.000479782	9.51E-05	0.000331281	3.32E-05	8.92E-05	7.27E-05	9.86E-05	0.00018845	0.00011805	0.000163839	8.24E-05	0.000120494	0.000173623	0.00021621	0.000181553	0.000180714	0.000323468	0.000208355	1.62E-05	0.000139045	0.000158202	0.000182136	6.58E-05	0.00019294	0.000201407	0.000110276	0.001192515	4.48E-05	6.42E-05	7.98E-05	0.000506688	0.000146281	3.97E-05	6.48E-05	0.000340607	0.000146328	0.000161563	0.000167953	0.000131172	0.000352001	0.000292698	0.000404318	0.000209645	0.000270246	0.000449824	0.00060429	0.000393836	0.000203498	0.000935919	0.000756907	0.000386547	0.001011349
K01909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08E-07	0	0	0	0	0	0	0	0	0	0	0
K01911	5.44E-05	8.10E-05	0.000182925	9.36E-05	0.000151797	2.16E-05	0.00074463	7.89E-05	0.00011578	0.000138419	0.000132677	0.000171571	6.85E-05	0.0007788	0.0006724	9.35E-06	2.28E-05	0.000107311	0.000220019	0.000111223	3.04E-05	0.000206348	0.000125687	2.94E-05	0.000224569	0.000911849	6.59E-05	0.000108487	2.45E-05	3.13E-05	9.09E-05	7.00E-05	8.73E-05	0.001096359	0.000108196	0.000117997	0.00011037	0.000197605	8.78E-05	0.000139103	0.001329032	4.84E-05	0.000191253	2.24E-05	3.32E-05	0.000605937	6.78E-05	2.04E-05	0.000103384	0.000152657	7.86E-05	4.24E-05	4.73E-05	0.000323683	0.000891358	0.000403934	0.000688837	1.71E-06	9.83E-05	1.56E-05	1.68E-05	0.00035337	5.21E-05	0.000462954	2.28E-05	0.000195207	1.13E-05	4.70E-05	6.14E-06	0.000740531	5.01E-05	1.02E-05	9.45E-06	7.04E-05	0.000128098	2.67E-05	3.98E-05	0.00040114	6.40E-05	0.000234671	6.80E-05	0.000131004	0.000945189	0.000111397	0.000301876	6.37E-05	0.000705681	0.000331217	0.000152553	8.54E-05	0.000183012
K01912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-08	0	0	1.87E-07	0	0	0	0	5.86E-08	0	0	0	0	1.79E-08	0	0	0	5.87E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-07	0	0	0	0	0	0	0
K01914	0.001275364	0.001184414	0.000924973	0.001302544	0.001049787	0.001282649	0.001123734	0.00115335	0.001170869	0.000904432	0.001175977	0.001124103	0.001317983	0.000666149	0.000956937	0.001566164	0.001412545	0.001126378	0.001239676	0.001251878	0.001396496	0.001053587	0.001242179	0.001447346	0.000897799	0.00023131	0.001197313	0.001129447	0.001188206	0.001011823	0.000810592	0.001428601	0.001267127	0.000661899	0.001148986	0.001241891	0.001252956	0.001302427	0.001620568	0.001211638	0.000451223	0.001020101	0.001325793	0.000999161	0.001305362	0.00076239	0.001569354	0.001584081	0.001337339	0.001282964	0.000952694	0.001066624	0.000955272	0.001081583	0.000816426	0.001201563	0.000985833	0.001348753	0.001300621	0.001574377	0.001586883	0.000917743	0.001164267	0.001355872	0.001435326	0.001073012	0.001586463	0.001434965	0.001618605	0.000883591	0.001183116	0.001338944	0.001543661	0.001397938	0.001306429	0.001562001	0.001397438	0.001082663	0.001297943	0.001211058	0.00153581	0.001248017	0.000781799	0.001121974	0.001110964	0.001115876	0.000561086	0.000935398	0.001267718	0.001364605	0.001076362
K01915	0.001782054	0.001808704	0.001647778	0.001860214	0.00159138	0.002033188	0.001386827	0.001756093	0.001766261	0.001615943	0.001633384	0.001497603	0.001828078	0.001442543	0.001631026	0.002271933	0.002057613	0.001563025	0.001669743	0.001575133	0.001927889	0.001482248	0.001729784	0.001813991	0.001563391	0.001374354	0.001746387	0.001773351	0.001978774	0.00188547	0.001648117	0.001945958	0.001761048	0.001295164	0.00170179	0.00174717	0.001670778	0.001649195	0.001858269	0.001680718	0.00104023	0.002054347	0.002004914	0.001953375	0.001881342	0.001544863	0.00179397	0.001903191	0.001839357	0.001782039	0.001960436	0.001904702	0.001824847	0.001687426	0.001307329	0.001537923	0.001465731	0.001965442	0.002001588	0.002047635	0.001978455	0.001890767	0.001780455	0.001671705	0.002027987	0.001310191	0.001945495	0.001991266	0.002002047	0.001213625	0.00189041	0.001831726	0.002007446	0.001896268	0.001827011	0.002068342	0.002177781	0.001817542	0.001735485	0.001743957	0.001683706	0.001873752	0.001217779	0.001612312	0.001501072	0.001724205	0.00183376	0.001415157	0.001569222	0.001748694	0.001395956
K01916	0.001782054	0.001808995	0.001748282	0.001862209	0.001658178	0.002032576	0.002082283	0.001757916	0.001766676	0.001615943	0.001681029	0.001497925	0.001839234	0.002178245	0.001814009	0.002271933	0.002051079	0.001563561	0.001687878	0.001578133	0.001933676	0.00151398	0.001791867	0.001814023	0.001583486	0.001374595	0.001746476	0.001773669	0.001960404	0.001885129	0.001676863	0.001957744	0.001761582	0.002362777	0.001701249	0.001751913	0.00166918	0.001760559	0.00185819	0.00172843	0.002342534	0.002054642	0.002005222	0.001953607	0.001881905	0.002064863	0.0018443	0.001908624	0.00184054	0.001906347	0.001971969	0.001905607	0.001832932	0.001936537	0.002046506	0.001907335	0.002042377	0.001965442	0.00208109	0.002047635	0.001979012	0.00188644	0.001780455	0.002062634	0.002027987	0.001310191	0.001945241	0.001990034	0.002002384	0.001926476	0.001927143	0.001832224	0.002007446	0.001896268	0.001890979	0.002077852	0.002181852	0.001817778	0.001732874	0.001757383	0.001784739	0.001850487	0.002115762	0.001656497	0.001688299	0.001721572	0.001834263	0.001415157	0.00156928	0.00175962	0.001395956
K01917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18E-08	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26E-07	0	0	0	0	0	3.10E-06	1.96E-06	0	3.42E-05	0	0	0	0
K01918	0.001013501	0.001373072	0.001215162	0.001463055	0.001106885	0.000944107	0.000922569	0.001298509	0.000720982	0.001041997	0.001138186	0.001052082	0.000691898	0.000920503	0.000883857	0.000389458	0.000251567	0.001038359	0.001417658	0.001055434	0.000515992	0.001103613	0.000762194	0.000760539	0.001096076	0.001183916	0.001466242	0.001138494	0.001133042	0.000856475	0.001411626	0.000282415	0.001258352	0.000251844	0.000718719	0.00081438	0.000706417	0.000895663	0.001364769	0.000984477	0.000525453	0.000794657	0.000995979	0.001001804	0.000425102	0.000992434	0.000385515	0.000519747	0.001247701	0.000668691	0.000997324	0.001386812	0.001628823	0.000911284	0.000924925	0.001077573	0.00066234	0.000456615	0.000391359	0.000378754	0.000403	0.001167354	0.000561577	0.00068441	0.00038359	0.001212043	0.00081476	0.000600725	0.001725704	0.000678673	0.001263673	0.000489383	0.000450069	0.000505519	0.000674504	0.00051346	0.000236466	0.001673345	0.000551483	0.001158309	0.001086715	0.00109686	0.000542098	0.000844028	0.000971973	0.00107219	0.001016942	0.001309347	0.001101002	0.001371414	0.001165653
K01919	2.27E-05	3.98E-05	3.95E-05	2.89E-05	8.48E-05	1.58E-05	4.42E-05	5.46E-05	5.28E-05	0.000132041	7.47E-05	0.000170314	5.62E-05	1.14E-05	1.92E-05	7.65E-06	1.29E-05	0.000101727	3.54E-05	0.000103277	1.67E-05	0.000125163	4.26E-05	2.67E-05	0.000117794	2.96E-05	6.40E-05	8.79E-05	5.88E-06	3.88E-05	4.05E-05	1.30E-05	5.91E-05	8.30E-06	9.19E-05	8.25E-05	0.000110939	0.000130816	4.20E-05	7.77E-05	1.65E-05	4.98E-05	8.99E-06	2.10E-05	1.17E-05	7.14E-06	1.73E-05	1.77E-05	2.75E-05	2.08E-05	1.57E-05	3.33E-05	2.95E-05	2.67E-05	2.71E-05	2.59E-05	3.18E-05	4.00E-06	1.41E-05	1.16E-05	1.74E-05	2.81E-06	3.04E-05	3.29E-05	1.93E-05	0.000195219	7.15E-06	1.32E-05	2.80E-06	2.92E-05	3.52E-05	2.45E-06	8.95E-06	5.27E-05	2.08E-05	1.27E-05	2.98E-05	2.27E-05	6.15E-05	4.72E-05	6.48E-05	2.38E-05	4.23E-05	8.69E-05	0.000109786	5.77E-05	6.70E-05	0.000158022	0.000121229	6.71E-05	0.000180639
K01920	2.27E-05	3.98E-05	3.95E-05	2.88E-05	8.48E-05	1.58E-05	4.42E-05	5.48E-05	5.28E-05	0.000132041	7.47E-05	0.000170314	5.61E-05	1.14E-05	1.92E-05	7.65E-06	1.27E-05	0.000101727	3.54E-05	0.000103277	1.67E-05	0.000125163	4.26E-05	2.66E-05	0.000117764	2.97E-05	6.40E-05	8.58E-05	5.88E-06	1.96E-05	4.05E-05	1.29E-05	5.90E-05	1.92E-06	9.09E-05	8.25E-05	0.000110912	0.000130744	4.20E-05	7.77E-05	1.65E-05	4.98E-05	8.93E-06	1.47E-05	1.09E-05	7.14E-06	1.73E-05	1.83E-05	2.75E-05	2.08E-05	1.23E-05	3.42E-05	2.95E-05	2.67E-05	2.71E-05	2.58E-05	3.18E-05	4.00E-06	1.40E-05	1.16E-05	1.74E-05	2.81E-06	3.04E-05	3.29E-05	1.68E-05	0.000195219	7.15E-06	1.34E-05	2.13E-06	2.92E-05	3.52E-05	2.45E-06	8.95E-06	5.27E-05	2.08E-05	9.88E-06	2.87E-05	2.27E-05	5.55E-05	4.72E-05	6.48E-05	2.38E-05	4.23E-05	8.69E-05	0.000109816	5.77E-05	6.70E-05	0.000145576	0.000121229	6.71E-05	0.000180639
K01921	0.001427729	0.001306396	0.001490731	0.001146051	0.001420426	0.001665375	0.00161952	0.00130521	0.001512755	0.001614094	0.00136387	0.001497484	0.001825858	0.002031679	0.001776497	0.002271933	0.001838905	0.001442326	0.001090593	0.001377273	0.00174432	0.001412213	0.001624361	0.001500469	0.001202753	0.001232921	0.000976488	0.001555037	0.001559592	0.001459771	0.001308826	0.0019048	0.001238013	0.002332975	0.00163101	0.001567075	0.001661507	0.001615468	0.00087986	0.001468264	0.002321565	0.0016228	0.001439173	0.001668635	0.001728687	0.001878711	0.001783136	0.001674806	0.001180719	0.001644566	0.001637838	0.001467066	0.001166456	0.001562431	0.001722559	0.001528444	0.001884195	0.001927074	0.002059865	0.002027365	0.001968749	0.001315531	0.001648551	0.00172057	0.001932038	0.001309607	0.001454277	0.001760025	0.000677616	0.001827666	0.001352086	0.001757017	0.001858295	0.001847834	0.001683983	0.002040021	0.002135811	0.000968748	0.00157376	0.001218123	0.00132613	0.001451366	0.002067645	0.001352101	0.001557593	0.001521673	0.001756998	0.001300604	0.001369598	0.001095305	0.001281289
K01922	0.001467257	0.001553969	0.001469442	0.001743322	0.001475201	0.001348225	0.00120023	0.001563982	0.001492491	0.001185457	0.001445826	0.001227166	0.000964856	0.001298555	0.001533111	0.000444276	0.001082125	0.00145505	0.001586366	0.001368458	0.001353274	0.001324197	0.001453483	0.001574791	0.001512231	0.001360327	0.001476972	0.001555827	0.00145801	0.001551164	0.001632007	0.001182789	0.001558344	0.000877813	0.001162972	0.001375656	0.001264424	0.001397258	0.001645502	0.001621532	0.000812875	0.001193708	0.001388246	0.00162886	0.001500597	0.001401763	0.0011062	0.00151902	0.001743723	0.001462684	0.001512425	0.001542275	0.001742065	0.001312269	0.001193901	0.001420582	0.00116717	0.001160813	0.000802926	0.00075978	0.001045585	0.00162647	0.001400663	0.001367958	0.001232907	0.001230674	0.0016534	0.001292013	0.001745867	0.001041684	0.001685582	0.00141763	0.001098219	0.001097054	0.001584786	0.001018804	0.001453361	0.001739828	0.001411638	0.001596156	0.00154147	0.001519532	0.001035048	0.001565394	0.001359492	0.001225446	0.001508846	0.001392171	0.001297578	0.00160616	0.001281805
K01923	0.001780728	0.001807894	0.001756759	0.001862209	0.001658178	0.002025779	0.00208191	0.001757467	0.00175258	0.001549668	0.001680822	0.001494545	0.001837195	0.002177945	0.001851991	0.002271933	0.002060451	0.001563561	0.001687753	0.001578133	0.001932373	0.001513724	0.001789323	0.001813212	0.001581826	0.001374497	0.00174634	0.001772562	0.001972557	0.001854708	0.001678509	0.001953832	0.00176156	0.002360412	0.001699899	0.00174957	0.001664158	0.001757144	0.001858645	0.00172636	0.002341901	0.002045668	0.002002116	0.001951794	0.001881905	0.002061182	0.001821531	0.001905649	0.00184054	0.001896552	0.001911265	0.001903194	0.001832874	0.001936517	0.002050689	0.001905293	0.00204094	0.001963143	0.002079427	0.002036702	0.001939556	0.001887775	0.001780455	0.002061532	0.002023205	0.001309788	0.001942912	0.001991266	0.002002359	0.001925772	0.001925816	0.001832163	0.002006508	0.001894091	0.001890979	0.002077668	0.002176119	0.001818174	0.001737412	0.001757383	0.001768299	0.001872385	0.002115026	0.001656285	0.001678293	0.001713598	0.0018336	0.001414303	0.001569305	0.001759268	0.001395562
K01924	0.001782054	0.001808995	0.001756759	0.001862209	0.001658178	0.002033479	0.002082283	0.001758091	0.001766608	0.001615943	0.001681545	0.001497925	0.001839234	0.002178245	0.001858038	0.002271933	0.002060785	0.001563561	0.001687878	0.001578133	0.001933676	0.00151398	0.001792552	0.00181411	0.001583486	0.001374595	0.001746476	0.001774368	0.001978892	0.001885512	0.001679103	0.001957744	0.001761908	0.002363064	0.001701668	0.001752549	0.001670873	0.001760619	0.001858645	0.00172843	0.002342534	0.002054642	0.002005255	0.001953649	0.001881905	0.002064863	0.0018443	0.001908805	0.00184054	0.001906347	0.001971969	0.001905607	0.001832932	0.001936605	0.002051038	0.001907335	0.002042377	0.001965315	0.00208184	0.002047635	0.001982885	0.001890767	0.001780455	0.002062634	0.002027987	0.001310191	0.001945495	0.001991266	0.002002384	0.001926476	0.001927599	0.001832224	0.002007446	0.001894224	0.001890979	0.002079044	0.002181852	0.001818746	0.001737412	0.001757383	0.001785076	0.001870878	0.002115762	0.001657072	0.001689021	0.001724355	0.001834263	0.001414879	0.001569505	0.001759643	0.001395956
K01925	0.001782054	0.001808995	0.001756759	0.001862085	0.001658178	0.002033479	0.002082283	0.001758091	0.001766676	0.001615943	0.001681545	0.001497925	0.001839234	0.002178245	0.001858038	0.002271933	0.002060785	0.001563561	0.001687878	0.001578133	0.001933676	0.00151398	0.001792552	0.00181411	0.001583486	0.001374595	0.001746476	0.001772292	0.001978892	0.001866276	0.001679103	0.001957621	0.001761908	0.002356683	0.001701889	0.001752549	0.001670873	0.001760619	0.001858645	0.00172843	0.002342534	0.002054642	0.002005271	0.001947302	0.001881121	0.002064863	0.0018443	0.001908805	0.00184054	0.001906347	0.001968637	0.001905607	0.001832932	0.001936605	0.002051038	0.001907256	0.002042377	0.001965442	0.00208194	0.002047635	0.001982885	0.001890767	0.001780455	0.002062634	0.002027666	0.001310191	0.001945495	0.001991266	0.002002384	0.001926476	0.001927599	0.001832224	0.002007446	0.001896268	0.001890979	0.002079044	0.002181852	0.001818746	0.001737412	0.001757383	0.001785076	0.001873752	0.002115762	0.001657072	0.001689021	0.001724355	0.001831779	0.001402711	0.001569228	0.001759643	0.001395956
K01928	0.001684823	0.001773086	0.001700991	0.001857211	0.001657087	0.001879209	0.002072048	0.001724898	0.001653773	0.001330105	0.001672599	0.001381465	0.001810574	0.002144084	0.001554719	0.001935247	0.001645331	0.001561314	0.001684813	0.001572933	0.001927349	0.001489859	0.001773792	0.001775266	0.001309482	0.001249647	0.001745103	0.001751744	0.00190394	0.001586477	0.001553012	0.001780914	0.001760065	0.00222231	0.001641366	0.001713416	0.001524019	0.001675564	0.001851271	0.001711818	0.002341485	0.001688282	0.001879979	0.001863037	0.001825804	0.00199332	0.001795425	0.001898929	0.001816891	0.001884649	0.001752394	0.00189159	0.001822653	0.001932752	0.00203719	0.001900981	0.002030471	0.001885445	0.002004692	0.001989637	0.001910851	0.001689287	0.00168226	0.001949344	0.001911194	0.001300166	0.001928788	0.001921244	0.001998136	0.001907758	0.001896081	0.001826413	0.001918463	0.00173667	0.001826884	0.001904759	0.001536042	0.001812675	0.001585939	0.001691919	0.001779137	0.001804807	0.002106403	0.001484833	0.001664598	0.00169422	0.001377267	0.001388054	0.001529077	0.001755712	0.001370447
K01929	0.00174541	0.001808995	0.001736434	0.001860146	0.001658178	0.002029142	0.002081814	0.001751865	0.001689997	0.001615943	0.001679325	0.001497925	0.001839234	0.002178245	0.001858038	0.002271933	0.001848523	0.001563561	0.001687878	0.001575004	0.001933676	0.001512782	0.001783997	0.001814083	0.001317981	0.001251779	0.001746441	0.001764185	0.001948589	0.001738324	0.001558839	0.001957621	0.001761908	0.002346519	0.001674648	0.001718836	0.001670841	0.00175955	0.001858645	0.001728189	0.002342534	0.002054642	0.002005271	0.001914385	0.00186743	0.00203607	0.0018443	0.001908762	0.001822546	0.001905714	0.001917979	0.001905552	0.001832932	0.001936475	0.002051038	0.001901539	0.002033631	0.001965442	0.00208194	0.002029522	0.001982885	0.001727838	0.001708657	0.002062634	0.00202366	0.001310176	0.001945495	0.001991266	0.002002384	0.001923275	0.001901574	0.001832224	0.002007446	0.001896187	0.001863511	0.002078697	0.002164227	0.001818746	0.001600788	0.001707424	0.001785076	0.001852059	0.002115762	0.001490083	0.001683646	0.001724355	0.001831779	0.001402695	0.001569228	0.001759251	0.001394938
K01930	0.001738422	0.001798058	0.001726706	0.001858743	0.001657666	0.002010256	0.002073725	0.001751865	0.001687109	0.001615338	0.001677879	0.001496313	0.001839234	0.002177426	0.001841621	0.002271933	0.001848523	0.001563561	0.001676989	0.001573815	0.001931141	0.001510387	0.001780301	0.001808518	0.001312058	0.001249596	0.00168911	0.00175665	0.001933941	0.001735378	0.001519501	0.001957489	0.001752914	0.002345578	0.001673725	0.001718399	0.001667049	0.00174626	0.001845079	0.001723735	0.002342534	0.002051118	0.001985404	0.001912556	0.00186743	0.002033956	0.001830649	0.001892044	0.001818494	0.001899185	0.001915931	0.001899025	0.001823995	0.001936475	0.002050514	0.001898681	0.002033631	0.001961927	0.00207759	0.002028596	0.001972248	0.001713837	0.001703252	0.00204739	0.002020735	0.001310176	0.001937255	0.001988006	0.001982852	0.001903819	0.001889127	0.001829624	0.002002505	0.001893068	0.001863289	0.002076081	0.002163475	0.001798503	0.001579727	0.00170294	0.001768761	0.001832926	0.002113695	0.001482567	0.001682387	0.001644924	0.001833877	0.001393193	0.001563462	0.001757095	0.00137743
K01933	0.001780728	0.001807894	0.001756759	0.001862209	0.001658178	0.002025779	0.00208191	0.001757467	0.00175258	0.001549668	0.001680822	0.001494545	0.001837195	0.002177945	0.001851991	0.002271933	0.002060451	0.001563561	0.001687753	0.001578133	0.001932373	0.001513724	0.001789323	0.001813212	0.001581826	0.001374497	0.00174634	0.001772562	0.001972557	0.001854708	0.001678509	0.001953832	0.00176156	0.002360412	0.001699899	0.00174957	0.001664158	0.001757144	0.001858645	0.00172636	0.002341901	0.002045668	0.002002116	0.001951794	0.001881905	0.002061182	0.001821531	0.001905649	0.00184054	0.001896552	0.001911265	0.001903194	0.001832874	0.001936517	0.002050689	0.001905293	0.00204094	0.001963143	0.002079427	0.002036702	0.001939556	0.001887775	0.001780455	0.002061532	0.002023205	0.001309788	0.001942912	0.001991266	0.002002359	0.001925772	0.001925816	0.001832163	0.002006508	0.001894091	0.001890979	0.002077668	0.002176119	0.001818174	0.001737412	0.001757383	0.001768299	0.001872385	0.002115026	0.001656285	0.001678293	0.001713598	0.0018336	0.001414303	0.001569305	0.001759268	0.001395562
K01934	0.001126137	0.001079625	0.00134257	0.00110183	0.001271752	0.00091304	0.001468736	0.001165707	0.001266796	0.001199205	0.001204666	0.001140788	0.000955623	0.001925292	0.001465216	0.000430172	0.000848828	0.001360556	0.000984542	0.001211363	0.001510466	0.001282917	0.001456742	0.001309713	0.001131216	0.001204688	0.000958385	0.001346767	0.001222862	0.001145299	0.001257352	0.001181804	0.001102072	0.002074665	0.001087654	0.001277364	0.001134714	0.001180023	0.000697792	0.001432542	0.002139977	0.000991021	0.0009055	0.001440947	0.001582957	0.001621764	0.001612829	0.001362231	0.001147676	0.001190949	0.001216878	0.00112764	0.001096009	0.001351959	0.001655526	0.00147774	0.001663282	0.00121017	0.000947408	0.000750013	0.001199603	0.001016282	0.001346869	0.001377588	0.001361477	0.001230828	0.001209606	0.001079626	0.000454019	0.001693692	0.001188355	0.001388315	0.000893211	0.001064763	0.001477441	0.000820331	0.000844475	0.000904883	0.00144139	0.001164539	0.001015261	0.001148348	0.001868861	0.001243523	0.001413352	0.0011372	0.001323833	0.001269283	0.0011465	0.000912508	0.001246033
K01935	0.000155657	0.000285812	0.000367368	8.80E-05	8.14E-05	0.000156447	5.27E-05	0.000119468	0.000145825	7.54E-05	0.000218297	8.72E-06	5.22E-05	0.000234859	0.000607773	5.58E-06	6.36E-06	5.07E-05	0.000537729	8.63E-05	6.53E-05	0.000100226	0.00012856	1.96E-05	0.000122839	0.000968011	0.0002133	0.00011197	0.000237183	0.000222686	0.000502374	7.47E-05	0.000233005	0.000177106	4.04E-05	0.000143311	2.23E-05	0.000112183	0.000120904	0.00018511	0.000220856	3.57E-06	0.000223967	0.000120493	0.000113588	0.00026019	0.000103094	9.20E-05	0.000134291	0.000136728	0.000511447	0.000656965	0.000525987	0.00015963	0.000308961	0.000190412	0.000136095	5.00E-05	6.80E-05	1.58E-05	5.26E-05	0.000383271	0.000151528	9.92E-05	4.33E-05	3.52E-06	0.000105815	0.000142764	0.000126976	6.78E-05	0.000105694	0.00014668	3.47E-05	4.15E-05	0.000133571	9.30E-06	1.70E-05	0.00047365	7.18E-05	0.000191641	0.000156322	0.00032159	0.000145162	0.000222423	0.000149316	0.000345964	0.000747516	0.000187703	4.98E-05	0.000172919	1.36E-05
K01937	0.001722904	0.001772026	0.001717048	0.001860389	0.001657414	0.001899734	0.002074783	0.001745452	0.001754522	0.001608161	0.001680989	0.001378006	0.001808012	0.002150176	0.001554876	0.00225783	0.002005027	0.001560106	0.00166818	0.001576651	0.001927603	0.001497506	0.001785157	0.001795638	0.001546176	0.001366377	0.001744595	0.001766667	0.001956922	0.001884273	0.001676334	0.001916319	0.001758397	0.002349671	0.001667642	0.001745636	0.001517889	0.00160563	0.001848309	0.001714008	0.002341313	0.001688441	0.001964502	0.001934267	0.001872721	0.002048745	0.001790179	0.001872689	0.001839716	0.001877679	0.001880761	0.001887586	0.001822598	0.001932	0.002049748	0.001889119	0.002041959	0.001904849	0.002002497	0.002035264	0.001956713	0.00179839	0.001773907	0.001953405	0.001915393	0.001304627	0.001931302	0.001960751	0.001998413	0.001883708	0.001908233	0.001829376	0.001940874	0.001819908	0.001879909	0.00190778	0.001599818	0.001773098	0.001727888	0.00175425	0.001557195	0.001857596	0.002066726	0.001614225	0.001635739	0.001722253	0.001717467	0.001396789	0.001563328	0.001716367	0.001382785
K01938	0.001090791	0.001176396	0.001118096	0.001540252	0.001157064	0.001386088	0.000993613	0.001310189	0.001170955	0.000786438	0.000993877	0.000429491	0.000652942	0.00124424	0.001046621	0.000741453	0.000956784	0.000946543	0.001142746	0.000812392	0.001597489	0.000697988	0.001296186	0.00153528	0.00058591	0.001099808	0.00139392	0.000936052	0.00136237	0.001361195	0.001075028	0.001333899	0.001234587	0.001115417	0.000718298	0.001143053	0.00076062	0.001004506	0.001508615	0.001282956	0.000782651	0.001503405	0.001524388	0.001624978	0.001665778	0.001234357	0.001525572	0.001516664	0.001475308	0.001369867	0.001512874	0.001365446	0.00146735	0.001382178	0.001084429	0.001023855	0.001013879	0.001303921	0.000837431	0.000618627	0.001067888	0.001368145	0.00123066	0.0012484	0.001461705	0.000242548	0.001623879	0.001283358	0.001730739	0.000618441	0.001612749	0.001360971	0.001059819	0.000970706	0.001369992	0.00086963	0.001347995	0.001570636	0.001150532	0.001302911	0.001329056	0.001399558	0.000899372	0.001055297	0.00091113	0.000994886	0.001390067	0.000530719	0.000733253	0.001238965	0.000553507
